ÈÕÆÚ,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH
2016/5/31,3.4244,0,3.8417,4.6856,4.446,7.9646,5.5928,3.5549,7.4485,3.8983,4.0576,4.0119,5.0042,5.7816,3.1945,3.7422,4.389,3.8703,3.0324,4.0843,1.7336,4.2403,0,3.3034,6.0241,5.1601,5.0688,,5.3309,2.8571,3.0407,5.3571,,,,0,6.0759,,4.2109,,,3.0346,,1.2581,12.431,3.5483,3.6278,2.7051,1.8918,3.8275,2.3075,1.7357,0.87,6.9913,0.6588,0.8408,1.9109,2.0249,3.3238,2.6951,0.5993,6.9647,3.0948,,6.6644,4.5099,12.291,14.452,,4.2614,3.5649,2.4373,1.7522,,,,,5.1156,,7.9542,,,3939289654,4122000000,12288689040,3974816201,3527370000,3262708495,1937983209,5461170000,5031812771,3590156714,8951556153,3792786102,3290924651,4791500834,9463975688,2929135279,3085538765,2613716877,5511965673,5344562945,3147282114,3735403823,4501387688,1199500418,1561067310,1100500000,2032131600,,4100731800,4702548496,2537225364,2273707485,,,,4747137600,4386804300,,971286400,,,147.3693,43.5945,14.0629,72.107,-44.1143,59.8922,57.5741,395.5507,-23.685,64.378,18.1002,20.8357,135.4287,24.0906,21.6108,-129.0699,20.5749,68.5139,121.4242,26.3118,100.2642,220.586,204.9258,39.3301,39.0269,208.8256,46.5952,,60.5009,212.5976,78.58,92.4534,,,,-106.3286,1045.5295,,185.8126,,,10.2563,1.6971,1.6168,7.8785,9.5395,2.8235,2.0674,6.9895,7.4965,2.1219,3.2481,1.8007,22.7251,3.3784,4.3741,2.0945,2.0815,1.8716,4.6471,2.881,6.7971,3.911,5.4454,7.6404,3.8806,6.9987,7.1493,,3.0098,5.0244,8.9018,5.2735,,,,2.2703,155.6378,,4.6384,,,3.7958,1.2021,1.6703,4.2687,1.9114,0.3262,2.9249,8.3446,1.2002,1.9503,2.4902,0.7019,21.1549,4.5972,3.8116,3.3882,3.0902,4.0624,5.4009,1.9317,2.8475,11.5347,2.8967,11.5666,3.3682,6.8502,4.2204,,1.9576,4.3497,12.3469,8.9206,,,,10.7586,83.2029,,6.3964,,
2016/6/1,5.671,0,-0.1121,1.0601,1.9646,-1.6393,0.7062,-0.4478,0.295,0,-0.6289,2.2857,0.8737,1.9231,1.1609,0,-0.2473,1.712,-1.0149,-0.2532,-1.2393,0,0,0,0.3182,1.1813,-0.1746,,4.363,0.8772,6.069,0.0969,,,,0,1.5911,,0.7931,,,4.073,,0.982,14.0279,5.5411,2.9724,2.7149,1.5,2.9274,1.7334,1.8608,1.2102,6.5422,1.007,0.7794,1.7439,1.6408,4.133,2.0579,0.5486,4.7721,2.4576,,6.4061,6.9232,12.6206,14.3908,,6.6041,3.1164,7.206,1.6161,,,,,4.2033,,9.776,,,4162687200,4122000000,12274912483,4016952062,3596670000,3209221470,1951669531,5436717000,5046655877,3590156714,8895257057,3879478356,3319677765,4883645080,9573839419,2929135279,3077907589,2658463289,5456025561,5331032405,3108276294,3735403823,4501387688,1199500418,1566034342,1113500000,2028582800,,4279646800,4743798921,2691210645,2275909623,,,,4747137600,4456602300,,978989200,,,155.7266,43.5945,14.0472,72.8714,-44.981,58.9103,57.9807,393.7796,-23.7548,64.378,17.9864,21.312,136.6119,24.5539,21.8617,-129.0699,20.524,69.6869,120.1919,26.2452,99.0216,220.586,204.9258,39.3301,39.1511,211.2924,46.5138,,63.1405,214.4625,83.349,92.543,,,,-106.3286,1062.1648,,187.2862,,,10.8379,1.6971,1.615,7.962,9.7269,2.7772,2.082,6.9582,7.5186,2.1219,3.2277,1.8418,22.9237,3.4434,4.4248,2.0945,2.0764,1.9037,4.6,2.8737,6.7128,3.911,5.4454,7.6404,3.8929,7.0813,7.1369,,3.1412,5.0685,9.442,5.2786,,,,2.2703,158.1141,,4.6752,,,4.0111,1.2021,1.6684,4.314,1.9489,0.3208,2.9455,8.3073,1.2038,1.9503,2.4745,0.7179,21.3398,4.6856,3.8558,3.3882,3.0826,4.1319,5.3461,1.9268,2.8122,11.5347,2.8967,11.5666,3.3789,6.9311,4.2131,,2.043,4.3879,13.0962,8.9292,,,,10.7586,84.5267,,6.4471,,
2016/6/2,1.8333,0,-0.3367,0.5828,1.4772,5,1.8934,2.3988,10,2.7732,-0.3165,0.419,4.7244,0.8937,-0.929,0.8016,0.7438,0.495,2.1531,2.665,1.1765,2.7119,4.3771,-0.6083,3.6701,4.3107,3.0833,,0,1.0145,-0.7874,1.8868,,,,0,7.0478,,1.9858,,,3.932,,0.6757,9.0264,4.4511,3.3636,1.841,2.0867,2.2852,2.3696,1.543,0.6742,8.6266,1.0056,0.6582,1.7031,1.5445,3.1482,3.1453,0.8326,3.7133,2.9854,6.296,6.6043,10.2344,17.4074,14.2552,,3.3041,3.1397,5.6706,1.6127,,,,,6.7099,,6.5561,,,4239003132,4122000000,12233582811,4040360874,3649800000,3369682544,1988622601,5567133000,5551321464,3689720603,8867107510,3895733153,3476512935,4927292355,9484902113,2952615322,3100801116,2671623998,5573499796,5473103066,3144844250,3836702910,4698418125,1192204186,1623510002,1161500000,2091130400,,4279646800,4791924417,2670020010,2318851314,,,,4747137600,4770693300,,998429600,,,158.5816,43.5945,13.9999,73.296,-45.6454,61.8558,59.0785,403.2256,-26.1303,66.1633,17.9295,21.4013,143.066,24.7733,21.6586,-130.1045,20.6767,70.0318,122.7797,26.9446,100.1866,226.568,213.8956,39.0908,40.588,220.4006,47.948,,63.1405,216.6382,82.6928,94.2891,,,,-106.3286,1137.0238,,191.0052,,,11.0366,1.6971,1.6095,8.0084,9.8706,2.9161,2.1214,7.1252,8.2705,2.1807,3.2174,1.8496,24.0067,3.4741,4.3837,2.1113,2.0918,1.9131,4.699,2.9503,6.7918,4.0171,5.6838,7.5939,4.0358,7.3866,7.3569,,3.1412,5.1199,9.3677,5.3782,,,,2.2703,169.2577,,4.768,,,4.0846,1.2021,1.6628,4.3391,1.9777,0.3369,3.0013,8.5065,1.3242,2.0044,2.4667,0.7209,22.3479,4.7275,3.82,3.4154,3.1055,4.1524,5.4612,1.9782,2.8453,11.8475,3.0235,11.4963,3.5029,7.2299,4.343,,2.043,4.4324,12.9931,9.0977,,,,10.7586,90.484,,6.5752,,
2016/6/3,4.5827,0,0.2252,-0.5794,-1.0759,-3.1746,1.7894,-1.3177,1.0695,-1.2698,0.2556,0.8345,-2.0301,-0.2953,0.0552,0,1.0664,-0.3941,-2.0743,-0.3708,-2.3256,-0.6601,3.5484,1.6436,-2.0105,-0.3874,-0.2333,,2.5084,1.076,-1.8519,0.9497,,,,0,-2.6335,,0.5878,,,5.9098,,0.7124,8.5981,3.0202,4.1445,2.5273,1.426,9.3591,1.6941,1.7159,0.7868,6.3076,0.5675,0.3511,1.3985,2.0672,3.3719,2.8571,0.4736,3.1351,2.2671,6.0063,6.6522,10.8022,18.5498,15.0173,,4.4536,2.9877,3.2254,1.5638,,,,,5.4873,,8.5568,,,4433261868,4122000000,12261135926,4016952062,3610530000,3262708495,2024207039,5493774000,5610693887,3642867008,8833328053,3928242749,3405937109,4912743264,9490133719,2952615322,3133869545,2661095431,5457890232,5452807257,3071708338,3811378138,4865136188,1211799779,1590869504,1157000000,2086250800,,4386995800,4843487449,2620575195,2340872694,,,,4747137600,4645056900,,1004298400,,,165.8488,43.5945,14.0314,72.8714,-45.1543,59.8922,60.1356,397.9122,-26.4098,65.3231,17.8612,21.5799,140.1617,24.7002,21.6706,-130.1045,20.8972,69.7559,120.2329,26.8447,97.8566,225.0725,221.4855,39.7333,39.772,219.5467,47.8361,,64.7243,218.9693,81.1614,95.1845,,,,-106.3286,1107.0802,,192.128,,,11.5423,1.6971,1.6132,7.962,9.7644,2.8235,2.1594,7.0313,8.359,2.153,3.2052,1.865,23.5193,3.4639,4.3862,2.1113,2.1141,1.9056,4.6015,2.9394,6.6338,3.9905,5.8854,7.7187,3.9546,7.358,7.3397,,3.22,5.175,9.1942,5.4292,,,,2.2703,164.8003,,4.7961,,,4.2718,1.2021,1.6666,4.314,1.9564,0.3262,3.055,8.3944,1.3383,1.979,2.4573,0.7269,21.8942,4.7135,3.8221,3.4154,3.1386,4.136,5.3479,1.9708,2.7791,11.7693,3.1308,11.6852,3.4325,7.2019,4.3328,,2.0942,4.4801,12.7525,9.1841,,,,10.7586,88.1011,,6.6138,,
2016/6/6,-3.0986,0,0.7865,-1.3986,-0.9597,-0.6305,-0.6085,1.0386,-4.1005,0.4823,0.5099,-0.8276,-1.5349,-1.2833,-0.7166,-0.7952,0.4058,-0.4946,-0.0683,0.1241,0.6349,-0.5814,-1.2461,-1.2558,-1.6057,5.618,-1.1482,,-0.4894,2.7679,-0.8086,-0.3293,,,,0,2.7047,,1.4609,,,5.0869,,0.7205,6.2095,2.4225,2.5414,1.5412,1.3801,4.4424,1.188,1.4985,0.647,4.981,0.4859,0.3774,1.7845,1.6209,2.8014,1.6674,0.335,2.3224,1.9878,2.8291,4.9912,6.1354,24.8726,9.6325,,2.9872,2.8939,1.554,1.308,,,,,5.1155,,11.0586,,,4295893190,4122000000,12357571826,3960770914,3575880000,3242136562,2011889349,5550831000,5380625751,3660437106,8878367329,3895733153,3353658719,4849697200,9422122874,2929135279,3146588171,2647934721,5454160891,5459572527,3091211248,3789218963,4804511438,1196581925,1565324766,1222000000,2062296400,,4365526000,4977551332,2599384560,2333165211,,,,4747137600,4770693300,,1018970400,,,160.7099,43.5945,14.1418,71.8522,-44.721,59.5145,59.7697,402.0448,-25.3268,65.6382,17.9523,21.4013,138.0103,24.3832,21.5153,-129.0699,20.982,69.4109,120.1508,26.878,98.478,223.764,218.7255,39.2344,39.1334,231.8808,47.2869,,64.4076,225.0302,80.5051,94.8711,,,,-106.3286,1137.0238,,194.9348,,,11.1847,1.6971,1.6259,7.8507,9.6707,2.8057,2.1462,7.1043,8.0162,2.1634,3.2215,1.8496,23.1583,3.4194,4.3547,2.0945,2.1227,1.8961,4.5984,2.943,6.676,3.9673,5.8121,7.6218,3.8911,7.7713,7.2555,,3.2042,5.3182,9.1198,5.4114,,,,2.2703,169.2577,,4.8661,,,4.1394,1.2021,1.6797,4.2536,1.9377,0.3241,3.0364,8.4816,1.2834,1.9885,2.4698,0.7209,21.5582,4.653,3.7947,3.3882,3.1514,4.1155,5.3443,1.9733,2.7968,11.7009,3.0918,11.5385,3.3774,7.6065,4.2831,,2.084,4.6041,12.6494,9.1538,,,,10.7586,90.484,,6.7104,,
2016/6/7,-0.0323,0,0,-0.1182,0.1938,1.8401,-0.2721,-1.4684,-2.3448,1.12,2.8535,-0.4172,-0.8574,0.5,0.2776,-0.2004,0.6467,0.1988,0.2735,-0.1239,-1.2618,-1.1696,2.6498,3.223,2.4025,7.1604,5.0764,,-0.3279,1.9337,4.7826,-0.4247,,,,0,0,,3.9237,,,2.946,,0.6888,4.9848,1.9595,3.713,1.5244,1.0689,4.5332,1.6946,3.1042,0.4546,4.2494,0.4308,0.3744,1.0164,1.4221,2.3287,1.7232,0.2822,1.606,1.7047,2.275,6.2178,6.9764,28.8038,17.2686,,2.4364,7.5708,3.6835,1.0807,,,,,3.4005,,13.4572,,,4294505628,4122000000,12357571826,3956089152,3582810000,3301795166,2006414820,5469321000,5254459354,3701434002,9131713258,3879478356,3324905604,4873945686,9448280906,2923265269,3166937974,2653199005,5469078254,5452807257,3052205428,3744900612,4931823413,1235147719,1602932297,1309500000,2166986000,,4351212800,5073802324,2723702952,2323255590,,,,4747137600,4770693300,,1058951600,,,160.658,43.5945,14.1418,71.7673,-44.8076,60.6097,59.6071,396.1411,-24.733,66.3734,18.4645,21.312,136.8271,24.5051,21.575,-128.8113,21.1177,69.5489,120.4794,26.8447,97.2353,221.1468,224.5214,40.4989,40.0736,248.4844,49.6873,,64.1964,229.3816,84.3554,94.4681,,,,-106.3286,1137.0238,,202.5834,,,11.1811,1.6971,1.6259,7.8414,9.6894,2.8574,2.1404,7,7.8282,2.1876,3.3134,1.8418,22.9598,3.4365,4.3668,2.0903,2.1364,1.8999,4.611,2.9394,6.5917,3.9209,5.9661,7.8674,3.9846,8.3278,7.6238,,3.1937,5.4211,9.556,5.3884,,,,2.2703,169.2577,,5.0571,,,4.1381,1.2021,1.6797,4.2486,1.9414,0.3301,3.0282,8.3571,1.2534,2.0108,2.5403,0.7179,21.3734,4.6763,3.8053,3.3814,3.1717,4.1237,5.3589,1.9708,2.7615,11.564,3.1737,11.9104,3.4585,8.1511,4.5005,,2.0771,4.6931,13.2543,9.115,,,,10.7586,90.484,,6.9737,,
2016/6/8,0.3231,0,-1.2263,-0.2367,0.5803,3.8629,0.5457,0.2981,0,-1.2658,-0.3083,-0.838,-2.2013,-1.2935,0.6645,-0.6024,1.3655,-0.8929,-1.6025,-1.1166,7.8275,0,2.7044,-1.6034,0.4869,-5.4601,3.2344,,-0.6579,1.084,-2.1266,2.3697,,,,0,-2.3409,,-2.3207,,,1.9305,,0.9054,4.9262,2.9809,4.971,1.6059,1.0488,3.888,1.3241,1.1577,0.4722,4.9029,0.4671,0.4849,1.2044,1.9824,2.2065,1.6995,0.5187,5.4694,1.6997,3.9822,5.4288,6.4138,30.5054,23.0365,,2.1384,2.5997,2.1486,1.871,,,,,3.5426,,10.0001,,,4308381252,4122000000,12206029697,3946725627,3603600000,3429341148,2017363878,5485623000,5254459354,3654580407,9103563710,3846968761,3251715858,4810899622,9511060181,3168800177,3210181303,2629509728,5381438746,5391919831,3291116076,3744900612,5065197863,1215343663,1610737634,1238000000,2237074800,,4322586400,5128802891,2665781883,2378309040,,,,4747137600,4659016500,,1034376000,,,161.177,43.5945,13.9683,71.5974,-45.0676,62.951,59.9323,397.3219,-24.733,65.5332,18.4076,21.1334,133.8152,24.1881,22.3939,-128.0353,21.4061,68.9279,118.5488,26.545,104.8464,221.1468,230.5933,39.8495,40.2687,234.9169,51.2944,,63.7741,231.8682,82.5615,96.7067,,,,-106.3286,1110.4072,,197.882,,,11.2172,1.6971,1.6059,7.8228,9.7457,2.9677,2.1521,7.0208,7.8282,2.1599,3.3032,1.8264,22.4544,3.3921,4.5326,2.0777,2.1656,1.883,4.5371,2.9066,7.1077,3.9209,6.1275,7.7413,4.004,7.8731,7.8704,,3.1727,5.4798,9.3528,5.5161,,,,2.2703,165.2955,,4.9397,,,4.1514,1.2021,1.6591,4.2385,1.9527,0.3428,3.0447,8.382,1.2534,1.9853,2.5325,0.7119,20.9029,4.6158,3.9497,3.3611,3.2151,4.0869,5.273,1.9488,2.9776,11.564,3.2595,11.7194,3.4753,7.7061,4.6461,,2.0635,4.744,12.9725,9.3309,,,,10.7586,88.3659,,6.8119,,
2016/6/13,-9.8229,0,-3.386,-5.1008,-2.1154,-6.4187,-5.8345,-4.6062,-5.0847,-7.2115,-3.8343,-2.5352,-7.3955,-3.629,-4.1254,-4.2424,-3.7242,-4.9049,-10.0139,-6.1481,-5.4815,-1.3525,-9.0365,-2.9674,-7.9295,-10.0162,-9.9941,,-8.2781,-6.2332,-6.4123,-9.0278,,,,0,-8.764,,-7.1631,,,2.3721,,0.7281,7.5088,4.2135,4.7036,1.8427,1.5039,3.1402,1.7728,1.5177,0.9489,4.6025,0.3648,0.5116,1.4285,3.0657,2.5806,3.0673,0.5767,6.5129,2.8999,3.2784,7.5586,6.7518,20.3556,17.6138,,2.7616,3.513,2.2541,1.7186,,,,,3.8473,,4.6612,,,3885174720,4122000000,11792732980,3745409848,3527370000,3209221470,1899661507,5232942000,4987283455,3391028935,8754509319,3749439975,3011235264,4636310523,9118689711,3034366230,3090626215,2500534777,4842549003,5060421623,3110714158,3694251069,4607481000,1179279434,1483013945,1114000000,2013500400,,3964756400,4809112095,2494844094,2163600585,,,,4747137600,4250698200,,1928942400,,,145.3448,43.5945,13.4954,67.9453,-44.1143,58.9103,56.4356,379.0202,-23.4754,60.8072,17.7018,20.5976,123.9189,23.3103,21.47,-122.6035,20.6088,65.547,106.6775,24.913,99.0993,218.1558,209.7557,38.667,37.0756,211.3873,46.168,,58.4947,217.4152,77.2674,87.9763,,,,-106.3286,1013.0907,,183.7075,,,10.1154,1.6971,1.5515,7.4238,9.5395,2.7772,2.0265,6.6974,7.4302,2.0042,3.1766,1.7801,20.7937,3.269,4.3456,1.9895,2.085,1.7906,4.0827,2.7279,6.7181,3.8679,5.5738,7.5116,3.6865,7.0845,7.0838,,2.91,5.1383,8.7531,5.0181,,,,2.2703,150.809,,4.5859,,,3.7436,1.2021,1.6029,4.0223,1.9114,0.3208,2.867,7.9959,1.1896,1.8422,2.4354,0.6938,19.357,4.4483,3.7867,3.2185,3.0953,3.8865,4.745,1.829,2.8144,11.4076,2.965,11.3716,3.1998,6.9342,4.1817,,1.8926,4.4483,12.1406,8.4886,,,,10.7586,80.6214,,6.3239,,
2016/6/14,5.4286,0,-0.3505,-0.125,3.8638,0,-1.4409,-0.6231,-1.4881,1.0363,1.2219,-1.0116,-0.3472,-1.046,1.6638,-0.211,4.7737,-0.2105,2.0023,0.1337,1.8025,-0.0857,-1.7105,0.9899,-2.6316,1.6158,1.3439,,2.3466,0.3574,0.6229,4.1221,,,,0,-0.1642,,5.5386,,,1.9112,,1.0289,3.6707,4.7012,3.2523,1.3793,0.833,2.0298,0.8909,0.9921,0.5219,3.5687,0.4753,0.4939,0.8898,2.4932,1.6484,2.5391,0.3608,3.3191,1.4013,2.0566,4.0442,3.5689,8.8891,11.0749,,2.4996,1.3768,0.9208,1.1365,,,,,2.2312,,2.0112,,,4096084205,4122000000,11751403309,3740728086,3663660000,3209221470,1872288863,5200338000,4913067927,3426169131,8861477600,3711512114,3000779586,4587813551,9270406293,3027964614,3238162281,2495270493,4939511863,5067186893,3166785024,3691085472,4528668825,1190953404,1443987262,1132000000,2040560000,,4057792200,4826196578,2510383893,2252787174,,,,4747137600,4243718400,,2035778400,,,153.235,43.5945,13.4481,67.8604,-45.8188,58.9103,55.6224,376.6588,-23.126,61.4374,17.9181,20.3892,123.4886,23.0665,21.8273,-122.3448,21.5926,65.4091,108.8135,24.9463,100.8855,217.9689,206.1678,39.0498,36.0999,214.8028,46.7885,,59.8674,246.0039,77.7487,91.6028,,,,-106.3286,1011.4271,,193.8822,,,10.6645,1.6971,1.5461,7.4145,9.9081,2.7772,1.9973,6.6557,7.3196,2.025,3.2154,1.7621,20.7215,3.2348,4.4179,1.9853,2.1845,1.7868,4.1645,2.7315,6.8392,3.8646,5.4784,7.5859,3.5895,7.199,7.179,,2.9783,5.8139,8.8076,5.2249,,,,2.2703,150.5613,,4.8399,,,3.9469,1.2021,1.5973,4.0173,1.9852,0.3208,2.8257,7.9461,1.1719,1.8613,2.4651,0.6868,19.2898,4.4018,3.8497,3.2117,3.2431,3.8783,4.84,1.8315,2.8651,11.3978,2.9143,11.4842,3.1156,7.0463,4.2379,,1.9371,5.0332,12.2163,8.8385,,,,10.7586,80.489,,6.6742,,
2016/6/15,2.2358,0,1.6413,2.2528,2.8373,5.1923,5.0439,2.5078,5.136,5.1282,2.1601,2.4818,2.9617,2.0085,3.2167,2.3256,2.3566,4.0084,1.5855,2.8037,6.6205,4.2024,3.5475,6.1439,2.9484,2.8269,4.9565,,7.5838,9.9715,4.502,4.9365,,,,0,3.3717,,3.5107,,,2.0339,,1.2339,8.3337,8.0618,3.2924,1.7215,1.1237,3.3991,1.7323,1.6627,0.5595,3.9595,0.6717,0.9868,1.2668,2.6723,2.6514,1.7315,0.3721,4.7527,3.3458,1.336,7.5672,3.804,14.5655,12.857,,4.1671,5.1741,2.3749,1.713,,,,,2.6611,,5.3422,,,4187663323,4122000000,11944275110,3824999807,3767610000,3375854123,1966724486,5330754000,5165400721,3601870113,9052894524,3803622634,3089652849,4679957798,9568607850,3098382396,3314474040,2595291884,5017828019,5209257554,3376441308,3846199699,4689324413,1264124180,1486561825,1164000000,2141700800,,4365526000,5307441251,2623400613,2363995143,,,,4747137600,4386804300,,2107248000,,,156.661,43.5945,13.6688,69.3892,-47.1188,61.9691,58.4279,386.1047,-24.3138,64.588,18.3052,20.8953,127.1459,23.5298,22.5294,-125.1901,22.1015,68.0309,110.5387,25.6457,107.5646,227.1288,213.4817,41.449,37.1643,220.875,49.1075,,64.4076,270.5342,81.2489,96.1247,,,,-106.3286,1045.5295,,200.6888,,,10.9029,1.6971,1.5715,7.5816,10.1892,2.9214,2.0981,6.8226,7.6956,2.1288,3.2849,1.8058,21.3352,3.2997,4.56,2.0315,2.236,1.8585,4.2305,2.8081,7.292,4.027,5.6728,8.052,3.6953,7.4025,7.5348,,3.2042,6.3936,9.2041,5.4829,,,,2.2703,155.6378,,5.0098,,,4.0351,1.2021,1.6235,4.1078,2.0415,0.3375,2.9682,8.1453,1.2321,1.9567,2.5184,0.7039,19.8611,4.4902,3.9736,3.2864,3.3195,4.0337,4.9167,1.8828,3.0548,11.8768,3.0176,12.1898,3.2074,7.2454,4.448,,2.084,5.5351,12.7662,9.2748,,,,10.7586,83.2029,,6.9085,,
2016/6/16,-2.3857,0,-1.1534,-1.836,-1.5941,-0.2438,2.2965,-1.9878,-1.5805,-2.1138,-0.0622,-0.2849,-2.2843,-0.829,3.3352,-1.2397,-1.8419,-0.2028,-2.4155,0.7792,0.7942,3.2922,0.9696,-0.2639,-0.4773,-0.8591,-0.6025,,0.8197,9.9741,-1.2924,0.5123,,,,0,-1.8298,,-1.1189,,,1.5585,,0.5611,6.5826,4.8559,3.2912,2.8058,0.8972,2.5292,1.3369,1.322,0.6225,3.759,0.5439,1.9427,0.9526,2.166,2.124,1.6355,0.5201,3.1491,4.0356,1.7465,4.5184,3.5619,12.839,12.7795,,5.137,6.6794,1.8913,1.5442,,,,,2.4231,,3.471,,,4087758830,4122000000,11806509538,3754773373,3707550000,3367625350,2011889349,5224791000,5083763641,3525733021,9047264615,3792786102,3019077023,4641160220,9887735831,3059972697,3253424633,2590027600,4896624444,5249849171,3403257809,3972823557,4734792975,1260788760,1479466064,1154000000,2122182400,,4401309000,5836810391,2589495597,2376106902,,,,4747137600,4306536600,,2083670400,,,152.9235,43.5945,13.5111,68.1152,-46.3677,61.8181,59.7697,378.4299,-23.9295,63.2227,18.2938,20.8357,124.2416,23.3347,23.2808,-123.6381,21.6944,67.8929,107.8687,25.8455,108.4189,234.6063,215.5516,41.3396,36.9869,218.9775,48.66,,64.9355,297.5175,80.1988,96.6172,,,,-106.3286,1026.3989,,198.4434,,,10.6428,1.6971,1.5534,7.4424,10.0268,2.9143,2.1462,6.687,7.5739,2.0838,3.2828,1.8007,20.8479,3.2724,4.7121,2.0063,2.1948,1.8547,4.1283,2.83,7.3499,4.1596,5.7278,8.0308,3.6777,7.3389,7.4662,,3.2305,7.0313,9.0852,5.511,,,,2.2703,152.79,,4.9537,,,3.9389,1.2021,1.6048,4.0324,2.009,0.3367,3.0364,7.9834,1.2126,1.9153,2.5168,0.7019,19.4074,4.4529,4.1061,3.2456,3.2584,4.0255,4.7979,1.8975,3.0791,12.2678,3.0469,12.1576,3.1921,7.1832,4.4075,,2.101,6.0872,12.6012,9.3223,,,,10.7586,81.6805,,6.8312,,
