ÈÕÆÚ,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH,000422.SZ,000510.SZ,000545.SZ,000635.SZ,000683.SZ,000707.SZ,000818.SZ,000822.SZ,002002.SZ,002053.SZ,002092.SZ,002125.SZ,002386.SZ,002648.SZ,002805.SZ,300285.SZ,300409.SZ,300655.SZ,600075.SH,600091.SH,600277.SH,600319.SH,600328.SH,600367.SH,600409.SH,600618.SH,600714.SH,600722.SH,600929.SH,601216.SH,601678.SH,603067.SH,603077.SH,603299.SH,603928.SH,603938.SH,900908.SH,900951.SH
2017/11/15,-1.2987,-1.8935,-0.7505,2.1531,-0.6734,-0.1553,-1.7452,-2.5884,-1.626,-1.1226,-2.6466,-1.2138,-3.5181,-3.4899,-1.8879,0,-8.9436,-6.8547,-1.8957,-1.0511,-0.1541,-2.1442,0,-2.2351,-1.8287,-1.6705,-1.1257,-2.2539,,0.3861,0.9963,0.6971,-0.8969,10.0287,-2.7451,-10.0024,-1.1016,-1.6611,1.7027,0.5999,0.624,1.4828,0.5325,0.5558,0.8557,4.1707,0.4782,0.5453,0.883,1.0772,2.6699,0.7167,2.1687,,5.8133,23.7712,0.8507,0.4291,0.4713,0.5531,,1.5097,1.3727,0.8172,0.5393,0.8776,,0.4649,0.9964,1.1567,0.2848,0.116,3.4286,27.9992,0.2975,0.5239,4094027207,4670890508,5075242378,5176736242,8356783137,2984447624,7752795441,10105587845,15152004344,4255990259,27686638163,2355203061,6078004164,11504000000,1750312836,9458906334,4545841960,830432500,6892269334,2217706340,13540539960,3168563760,5514811209,3439072000,18873931967,9710427689,3005037392,5605834130,,43877690428,9634680000,1766165555,19517063004,3217546426,874944000,1388843068,9710427689,,-3.2769,86.9589,43.2134,47.1496,-22.4411,-4.7518,69.5073,-82.1013,22.9442,23.6662,15.8468,164.4037,110.2447,49.0947,137.4545,105.6689,87.2146,97.9925,16.4571,191.9354,68.6764,118.3109,66.2205,74.9914,27.6019,-45.6439,52.7109,216.2997,,27.702,26.8515,43.8835,61.4109,280.7621,33.9148,68.4947,-18.871,-18.5469,0.7042,6.2849,2.7432,1.7881,1.4163,3.3543,3.4305,4.7108,4.9086,2.8355,1.7941,3.4697,1.4946,4.5295,5.8046,8.1609,7.5324,11.438,2.0815,3.2412,1.8553,431.1276,2.7588,3.2119,3.0257,7.7124,5.1567,6.3614,,3.21,1.934,3.3454,1.8665,3.2813,3.3617,10.2712,3.1886,9.9285,0.2697,3.2918,4.9904,3.2435,1.2596,0.7516,2.9898,3.0069,3.0472,4.3937,1.2504,5.5596,0.4862,2.8566,12.1772,20.1532,10.9767,7.5515,1.4386,102.0895,1.6066,2.1741,2.1842,2.9345,1.3363,2.2171,22.7721,8.3212,,7.6789,1.9815,3.9974,5.6366,2.9952,4.2641,7.0138,0.9167,1.9793
2017/11/16,-1.5351,1.0856,0,-2.7518,-0.678,1.5552,2.3091,1.6829,-0.1377,-0.0873,1.1021,-1.6068,-4.4199,3.4771,-3.7865,0,-0.6824,-3.56,-0.1208,0.607,-0.7716,-0.3984,0,-1.7782,3.5294,3.166,0.2846,-2.3058,,-2.6923,-0.9864,1.3845,0.4525,5.9896,-1.9009,1.8659,0.7426,1.1261,1.0479,1.0175,0.5168,0.8471,0.6127,1.06,1.1163,3.4322,0.4931,0.3577,0.6422,1.0503,3.5775,1.1826,1.7166,,2.0625,18.8402,0.623,0.263,0.3493,0.7697,,1.7134,1.985,1.6153,0.5678,0.7895,,0.6631,0.9473,2.2483,0.2256,8.4853,2.9913,22.7322,0.2545,0.2988,4031180298,4721599814,5075242378,5034285069,8300126980,3030862050,7931812032,10275655310,15131133815,4252273237,27991781125,2317359534,5809363096,11904000000,1684037800,9458906334,4514819885,800868750,6883945337,2231167380,13436060485,3155940000,5514811209,3377920000,19540070743,10017862079,3013590630,5476573392,,42696367993,9539640000,1790618445,19605375506,3410264050,858312000,1414757122,10017862079,,-3.2266,87.903,43.2134,45.8521,-22.289,-4.8257,71.1123,-83.483,22.9126,23.6455,16.0215,161.7621,105.372,50.8017,132.2498,105.6689,86.6194,94.5039,16.4373,193.1004,68.1465,117.8395,66.2205,73.658,28.5761,-47.089,52.861,211.3122,,26.9562,26.5867,44.4911,61.6888,297.5786,33.2701,69.7727,-19.0177,-18.7623,0.6934,6.3532,2.7432,1.7389,1.4067,3.4065,3.5097,4.7901,4.9018,2.833,1.8139,3.414,1.4286,4.687,5.5848,8.1609,7.481,11.0308,2.079,3.2608,1.841,429.41,2.7588,3.1548,3.1324,7.9566,5.1714,6.2147,,3.1236,1.9149,3.3917,1.8749,3.4779,3.2978,10.4629,3.2134,10.0438,0.2655,3.3275,4.9904,3.1542,1.251,0.7633,3.0588,3.0576,3.043,4.3898,1.2642,5.4703,0.4647,2.9559,11.7162,20.1532,10.9018,7.2826,1.4369,102.7091,1.5942,2.1654,2.1842,2.8823,1.3835,2.2873,22.8369,8.1293,,7.4722,1.9619,4.0528,5.6621,3.1746,4.1831,7.1447,0.9238,2.0023
2017/11/17,-5.1225,-3.8186,-3.5917,-4.6358,-3.7543,-2.2971,1.3889,-6.8815,-2.069,-2.972,-5.3779,-3.9385,-5.6647,-3.8978,-4.8387,0,-3.411,-10,-4.7158,-4.9774,-5.4432,-1.6,0,-4.1379,-3.3144,-4.1916,-5.9603,-8.5714,,2.1739,-4.7323,-6.6418,-2.2523,-4.914,-5.1086,6.4773,-1.9656,-3.3408,1.8938,0.9473,1.56,1.0946,1.4282,1.9127,1.4296,3.9925,0.5398,0.5876,1.1476,1.784,3.6644,0.9461,2.6885,,3.2122,16.9036,1.3817,0.9343,0.5478,1.4287,,1.9882,3.0274,1.46,1.1395,2.2625,,1.0288,1.6957,2.5911,0.5117,6.2037,3.9524,32.5437,0.3406,0.5227,3824683312,4541300060,4892955790,4800907616,7988518117,2961240411,8041976088,9568532689,14818075874,4125894487,26486409175,2226089850,5480277787,11440000000,1602552100,9458906334,4360817439,720781875,6559309463,2120113800,12704704160,3105444960,5514811209,3238144000,18892435822,9597951693,2833972645,5007152815,,43624549906,9088200000,1671688480,19163812995,3242683507,814464000,1506395226,9597951693,,-3.0613,84.5463,41.6614,43.7265,-21.4522,-4.7148,72.1,-77.7381,22.4386,22.9428,15.1598,155.391,99.403,48.8215,125.8506,105.6689,83.6648,85.0535,15.6621,183.4891,64.4371,115.9541,66.2205,70.6101,27.6289,-45.1152,49.7103,193.1997,,27.5422,25.3285,41.5361,60.2994,282.9556,31.5705,74.2921,-18.6414,-18.1331,0.6578,6.1106,2.6446,1.6583,1.3539,3.3282,3.5585,4.4604,4.8004,2.7488,1.7164,3.2795,1.3476,4.5043,5.3146,8.1609,7.2258,9.9278,1.9809,3.0985,1.7408,422.5394,2.7588,3.0243,3.0286,7.6231,4.8632,5.682,,3.1915,1.8243,3.1665,1.8327,3.3069,3.1293,11.1406,3.1498,9.707,0.2519,3.2005,4.8112,3.008,1.2041,0.7458,3.1013,2.8471,2.98,4.2594,1.1962,5.2549,0.4384,2.8407,11.1492,20.1532,10.5299,6.5544,1.3691,97.5969,1.5074,2.1308,2.1842,2.763,1.3376,2.1914,21.4758,7.4325,,7.6346,1.8691,3.7836,5.5346,3.0186,3.9694,7.6074,0.9055,1.9351
2017/11/20,-0.7042,-2.3573,0.3922,-2.0833,0.7092,-0.9404,0.1712,-0.0935,-0.4225,-0.5405,2.5346,1.1,-0.3676,4.1958,3.8305,0,-0.2795,2.0814,-0.7614,-1.4286,-1.1513,2.5407,0,1.3489,-1.0774,-0.9375,-2.7163,-4.212,,-0.5803,1.5686,-3.5904,0,-2.3256,0.3713,1.7203,-0.7519,-0.4608,1.1942,0.77,0.937,0.9377,0.9197,1.0106,1.0074,3.2387,0.5765,0.6408,0.7261,1.2603,2.3299,1.064,2.3099,,2.5597,13.5226,1.0214,0.6332,0.4687,1.066,,1.6425,1.9903,0.7399,0.6808,1.4561,,0.3616,0.9737,1.5476,0.4021,3.7499,2.8269,24.1762,0.4303,0.6728,3797748922,4434247081,4912143852,4700888707,8045174274,2933391755,8055746595,9559581770,14755464286,4103592354,27157723694,2250576838,5460129707,11920000000,1663937994,9458906334,4348630196,735784375,6509365482,2089826460,12558432895,3184343460,5514811209,3281824000,18688893419,9507970896,2756993509,4796253716,,43371409385,9230760000,1611667750,19163812995,3167272263,817488000,1532309280,9507970896,,-3.0397,82.5533,41.8247,42.8156,-21.6044,-4.6705,72.2234,-77.6654,22.3437,22.8187,15.5441,157.1003,99.0375,50.87,130.6713,105.6689,83.431,86.8238,15.5429,180.8678,63.6952,118.9001,66.2205,71.5625,27.3313,-44.6922,48.36,185.0623,,27.3824,25.7258,40.0448,60.2994,276.3752,31.6877,75.5701,-18.4996,-18.0479,0.6532,5.9665,2.655,1.6237,1.3635,3.2969,3.5645,4.4563,4.7801,2.734,1.7599,3.3156,1.3427,4.6933,5.5182,8.1609,7.2056,10.1344,1.9658,3.0543,1.7208,433.2747,2.7588,3.0651,2.996,7.5516,4.7311,5.4427,,3.173,1.8529,3.0528,1.8327,3.23,3.1409,11.3322,3.1259,9.6614,0.2502,3.125,4.8301,2.9453,1.2126,0.7388,3.1066,2.8445,2.9674,4.2363,1.2266,5.3127,0.4368,2.9599,11.5763,20.1532,10.5005,6.6908,1.3587,96.2027,1.4901,2.1849,2.1842,2.8003,1.3232,2.1709,20.8924,7.1194,,7.5903,1.8984,3.6478,5.5346,2.9484,3.9841,7.7383,0.8986,1.926
2017/11/21,0.4728,-0.5083,-1.1719,-1.4829,0,-0.9494,-0.5983,-1.8727,0.4243,-3.6232,1.4981,-1.5826,-0.492,0,-2.22,0,-0.6369,-2.4288,-1.023,-1.2882,0.1664,0.6938,0,-2.307,-1.0891,1.0252,0.6205,-2.4113,,3.1128,0,-0.8276,-0.9217,-1.7637,-0.9864,-1.6176,0.3788,0.2315,0.7302,0.6639,0.6178,0.6335,0.6283,0.7316,0.8592,2.6535,0.2755,1.0186,0.7728,1.3197,2.178,0.8923,1.5592,,3.0596,12.7649,0.7447,0.6505,0.293,0.4608,,1.4743,1.5956,0.9422,0.6717,1.4259,,0.8987,0.7553,1.1842,0.2751,3.132,2.2602,25.1962,0.2404,0.157,3815705182,4411709612,4854579666,4631178559,8045174274,2905543099,8007549821,9380563384,14818075874,3954911472,27564580977,2214959401,5433265600,11940979200,1626997810,9458906334,4320931914,717913750,6442773508,2062904380,12579328790,3206435040,5514811209,3206112000,18485351015,9605450093,2774099984,4680599371,,44721492167,9230760000,1598329810,18987187990,3111412082,809424000,1507521924,9605450093,,-3.0541,82.1337,41.3346,42.1806,-21.6044,-4.6261,71.7913,-76.211,22.4386,21.992,15.7769,154.6141,98.5503,50.87,127.7704,105.6689,82.8996,84.7151,15.3839,178.5378,63.8012,119.725,66.2205,69.9116,27.0336,-45.1504,48.6601,180.5998,,28.2347,25.7258,39.7134,59.7437,271.5009,31.3751,74.3477,-18.5935,-18.1128,0.6563,5.9362,2.6239,1.5997,1.3635,3.2656,3.5432,4.3728,4.8004,2.6349,1.7862,3.2631,1.3361,4.6933,5.3957,8.1609,7.1597,9.8883,1.9457,3.0149,1.7236,436.2806,2.7588,2.9944,2.9634,7.629,4.7604,5.3115,,3.2718,1.8529,3.0275,1.8158,3.1731,3.1099,11.1489,3.1417,9.6962,0.2513,3.1091,4.7734,2.9016,1.2126,0.7318,3.088,2.7912,2.98,4.0829,1.2449,5.2286,0.4346,2.9599,11.3193,20.1532,10.4336,6.5283,1.3448,94.9634,1.4925,2.2,2.1842,2.7357,1.3088,2.1932,21.0221,6.9478,,7.8266,1.8984,3.6176,5.4836,2.8964,3.9448,7.6131,0.9032,1.9329
2017/11/22,0.7059,3.7037,0.3953,0.0654,0,0,0.086,-1.145,-0.7042,-1.3158,0.8856,1.3065,0.7417,-2.0134,2.9048,0,3.2821,2.7966,-0.1292,0.3263,-0.8306,-0.9843,0,0.9991,2.6026,-4.6058,0.4111,1.4535,,-0.9434,-2.8314,0.4172,3.2558,9.9641,1.4321,5.0324,0.2516,0.8083,0.7442,0.9459,0.6982,0.619,0.6356,0.51,0.6593,2.4398,0.2733,0.9553,0.8922,1.1715,1.7498,0.9716,2.0457,,3.9016,14.0609,0.6855,0.4017,0.5594,1.2684,,1.372,1.866,1.0968,0.6347,1.9764,,0.7248,1.4535,1.0198,0.6878,2.5543,1.6993,27.0828,0.2039,0.4491,3842639572,4575106264,4873767728,4634209435,8045174274,2905543099,8014435074,9273152353,14713723227,3902873163,27808695348,2243898569,5473561761,11700556800,1674259516,9458906334,4462747115,737990625,6434449511,2069634900,12474849315,3174875640,5514811209,3238144000,18966451242,9163044507,2785504300,4748631338,,44299591298,8969400000,1604998780,19605375506,3421436086,821016000,1583386256,9163044507,,-3.0757,85.1757,41.498,42.2082,-21.6044,-4.6261,71.8531,-75.3383,22.2805,21.7026,15.9167,156.6341,99.2812,49.8458,131.4819,105.6689,85.6204,87.0842,15.364,179.1203,63.2713,118.5466,66.2205,70.6101,27.7372,-43.0709,48.8601,183.2248,,27.9684,24.9974,39.8791,61.6888,298.5535,31.8244,78.0892,-18.6217,-18.2411,0.6609,6.1561,2.6343,1.6007,1.3635,3.2656,3.5463,4.3227,4.7666,2.6002,1.8021,3.3058,1.346,4.5988,5.5524,8.1609,7.3947,10.1648,1.9432,3.0247,1.7093,431.9865,2.7588,3.0243,3.0405,7.2777,4.78,5.3887,,3.2409,1.8005,3.0402,1.8749,3.4892,3.1545,11.71,3.1465,9.7648,0.2531,3.2243,4.7923,2.9035,1.2126,0.7318,3.0907,2.7593,2.9591,4.0291,1.256,5.2969,0.4379,2.9003,11.6481,20.1532,10.776,6.7109,1.3431,95.2732,1.4801,2.1784,2.1842,2.763,1.3429,2.0921,21.1085,7.0488,,7.7527,1.8447,3.6327,5.6621,3.185,4.0013,7.9963,0.9045,1.9466
2017/11/23,-1.6355,-3.3251,-2.7559,-2.8123,-0.3521,-0.3195,0.1718,-2.9923,-1.2766,-2.2857,-1.9751,1.2897,-3.681,-3.9041,-3.6665,0,1.0427,-6.5471,0.7762,-3.0894,-4.3551,-0.3976,0,-1.9784,-1.1707,-2.3732,-2.3541,-3.2951,,-1.3333,-0.5298,-4.2936,-2.7027,-3.9184,-2.5169,-9.203,-1.1292,-0.1145,0.8691,0.8954,1.0693,0.6321,0.8876,0.7399,1.3197,2.006,0.3529,0.8688,1.1274,2.4975,1.8613,0.657,1.7626,,3.8861,11.4938,1.403,0.7073,0.5948,0.5808,,1.6227,2.0547,0.954,0.4884,1.1711,,1.1772,1.2582,1.3084,0.4302,7.1163,2.1065,20.0665,0.2039,0.3966,3779792663,4422978346,4739451294,4503881766,8016846196,2896260214,8028205581,8995673856,14525888462,3813664634,27259438015,2272837737,5272080960,11243754240,1612873622,9458906334,4509280228,689673750,6484393492,2005694960,11931556045,3162251880,5514811209,3174080000,18744404983,8945590914,2719929480,4592157813,,43708930080,8921880000,1536086090,19075500492,3287371652,800352000,1437666648,8945590914,,-3.0254,82.3435,40.3543,41.0212,-21.5283,-4.6114,71.9765,-73.084,21.9961,21.2066,15.6023,158.6542,95.6266,47.8997,126.6612,105.6689,86.5131,81.3827,15.4832,173.5865,60.5158,118.0752,66.2205,69.2131,27.4124,-42.0488,47.7099,177.1873,,27.5954,24.865,38.1668,60.0216,286.8551,31.0235,70.9026,-18.3367,-18.1462,0.6501,5.9514,2.5617,1.5557,1.3587,3.2552,3.5524,4.1934,4.7058,2.5408,1.7665,3.3484,1.2964,4.4193,5.3488,8.1609,7.4718,9.4993,1.9583,2.9313,1.6349,430.2688,2.7588,2.9644,3.0049,7.105,4.6675,5.2111,,3.1977,1.7909,2.9096,1.8242,3.3525,3.0751,10.6323,3.0983,9.714,0.249,3.1171,4.6602,2.8219,1.2083,0.7294,3.096,2.6767,2.9213,3.937,1.2311,5.3652,0.4218,2.7871,11.2211,20.1532,10.8884,6.2715,1.3535,92.3298,1.4157,2.1697,2.1842,2.7083,1.3272,2.0425,20.6116,6.8165,,7.6494,1.8349,3.4767,5.5091,3.0602,3.9006,7.2604,0.8907,1.9365
2017/11/24,1.1876,1.2739,-0.2024,1.0094,0.3534,-1.7628,1.1149,0.995,0.431,-1.7544,1.4179,1.9589,4.2038,0.9979,1.0104,0,2.4079,-2.3353,0.6418,1.0067,-2.2767,0.2994,0,2.9358,1.0859,-1.8441,1.6771,-0.8889,,-1.1583,0.5326,0.2894,-0.463,2.4639,-0.1259,-1.6719,-0.8883,-0.1147,0.7847,0.5076,0.8859,0.5526,0.6043,0.4663,1.0344,1.5793,0.4198,0.9065,0.7204,1.7581,2.3817,0.5028,1.6838,,2.1504,8.2254,0.9028,0.391,0.8307,0.3868,,1.9392,1.2928,0.7144,0.483,0.6554,,0.7364,0.9104,1.1853,0.3354,4.1472,1.086,13.7802,0.301,0.1139,3824683312,4479322019,4729857263,4549344906,8045174274,2845204344,8117713877,9085183049,14588500051,3746758236,27645952434,2317359534,5493709841,11355951360,1629170762,9458906334,4617857492,673568125,6526013476,2025886520,11659909410,3171719700,5514811209,3267264000,18947947387,8780626119,2765546746,4551338632,,43202649037,8969400000,1540532070,18987187990,3368368914,799344000,1413630424,8780626119,,-3.0613,83.3925,40.2726,41.4353,-21.6044,-4.5301,72.779,-73.8112,22.0909,20.8345,15.8235,161.7621,99.6466,48.3777,127.941,105.6689,88.5963,79.4822,15.5826,175.334,59.138,118.4287,66.2205,71.245,27.7101,-41.2733,48.5101,175.6123,,27.2758,24.9974,38.2773,59.7437,293.9229,30.9844,69.7172,-18.1157,-18.0675,0.6578,6.0272,2.5565,1.5714,1.3635,3.1978,3.592,4.2351,4.7261,2.4962,1.7915,3.414,1.351,4.4634,5.4029,8.1609,7.6517,9.2775,1.9709,2.9608,1.5977,431.557,2.7588,3.0515,3.0375,6.9739,4.7458,5.1648,,3.1607,1.8005,2.918,1.8158,3.4351,3.0712,10.4545,3.061,9.6719,0.2519,3.1568,4.6508,2.8504,1.2126,0.7166,3.1305,2.7033,2.9339,3.868,1.2486,5.4703,0.4395,2.8149,11.3344,20.1532,11.1506,6.125,1.3622,93.2593,1.3835,2.1762,2.1842,2.7879,1.3416,2.0048,20.9573,6.7559,,7.5608,1.8447,3.4868,5.4836,3.1356,3.8957,7.139,0.88,1.9281
2017/11/27,-0.2347,-1.2579,-1.4199,-2.3318,0,-0.6525,-3.1383,-1.2808,0.2861,0.8929,-0.5887,-2.6897,0.1222,-0.1411,-3.8346,0,-4.1987,-2.3256,1.0204,-0.4983,2.8674,0.0995,0,-2.0499,-1.0742,-4.3553,0.1031,0.299,,-0.3906,1.3245,-2.6696,0.4651,-1.5755,-0.8827,-9.3783,-2.8169,-1.7222,0.6422,0.5323,0.7957,0.5329,0.5358,0.3273,1.1537,1.9483,0.3458,0.453,0.8093,1.2215,2.0155,0.7262,1.7586,,1.8948,6.7041,0.7774,0.3597,0.7,0.2927,,1.2468,1.5401,1.0404,0.4729,1.1949,,0.6801,0.7305,1.0362,0.3609,3.0062,1.5846,12.4726,0.3611,0.2984,3815705182,4422978346,4662699047,4443264245,8045174274,2826638574,7862959497,8968821099,14630241109,3780211435,27483209521,2255029018,5500425867,11339923200,1566698392,9458906334,4423969521,657903750,6592605450,2015790740,11994243730,3174875640,5514811209,3200288000,18744404983,8398207731,2768397826,4564945026,,43033888689,9088200000,1499406755,19075500492,3315301742,792288000,1281055626,8398207731,,-3.0541,82.3435,39.7008,40.4691,-21.6044,-4.5005,70.495,-72.8658,22.1541,21.0205,15.7304,157.4111,99.7684,48.3094,123.035,105.6689,84.8764,77.6338,15.7416,174.4603,60.8337,118.5466,66.2205,69.7846,27.4124,-39.4758,48.5601,176.1373,,27.1693,25.3285,37.2554,60.0216,289.2922,30.7109,63.1789,-17.6225,-17.7736,0.6563,5.9514,2.5202,1.5348,1.3635,3.1769,3.4792,4.1809,4.7396,2.5185,1.781,3.3222,1.3526,4.4571,5.1957,8.1609,7.3305,9.0617,1.991,2.9461,1.6435,431.9865,2.7588,2.9889,3.0049,6.6702,4.7507,5.1802,,3.1483,1.8243,2.8401,1.8242,3.381,3.0441,9.4741,2.9777,9.5146,0.2513,3.1171,4.5848,2.7839,1.2126,0.7119,3.0323,2.6687,2.9423,3.9025,1.2413,5.3232,0.44,2.8109,10.8998,20.1532,10.6824,5.9826,1.3761,92.7945,1.4231,2.1784,2.1842,2.7307,1.3272,1.9175,20.9789,6.7761,,7.5312,1.8691,3.3937,5.5091,3.0862,3.8613,6.4695,0.856,1.8967
2017/11/28,0.4706,0.6369,1.6461,1.1596,2.1127,-0.4926,0.7881,-0.8982,1.1412,1.5733,3.2568,1.6782,0.7326,4.735,3.6755,0,2.9802,3.6553,1.8939,0.6678,0.8711,0.994,0,1.3649,2.5666,1.25,0.8239,1.4903,,0,2.3529,1.2602,0,2.4431,1.3995,3.8991,1.1858,-1.7523,0.5662,0.9667,0.6937,0.5489,0.9391,0.5926,0.618,3.3684,0.4027,0.4628,1.0869,0.741,1.5912,0.9474,1.932,,2.0496,6.5993,0.9001,0.3937,0.4192,0.4068,,1.3692,1.5587,0.6043,0.5012,0.9394,,0.3655,1.1123,0.8935,0.481,3.5604,1.97,10.668,0.1521,0.6137,3833661442,4451150183,4739451294,4494789138,8215142745,2812714246,7924926779,8888262825,14797205345,3839683788,28378295545,2292872546,5540722028,11876866560,1624281620,9458906334,4555813341,681951875,6717465401,2029251780,12098723205,3206435040,5514811209,3243968000,19225505210,8503185328,2791206458,4632976994,,43033888689,9302040000,1518302170,19075500492,3396299005,803376000,1331005904,8503185328,,-3.0685,82.868,40.3543,40.9384,-22.0608,-4.4783,71.0506,-72.2114,22.4069,21.3512,16.2427,160.0528,100.4993,50.5969,127.5571,105.6689,87.4059,80.4715,16.0398,175.6253,61.3636,119.725,66.2205,70.737,28.116,-39.9692,48.9601,178.7623,,27.1693,25.9245,37.7249,60.0216,296.36,31.1407,65.6423,-17.8505,-17.4807,0.6594,5.9893,2.5617,1.5526,1.3923,3.1613,3.5067,4.1433,4.7937,2.5581,1.839,3.3779,1.3625,4.6681,5.3867,8.1609,7.5489,9.3929,2.0287,2.9657,1.6578,436.2806,2.7588,3.0297,3.082,6.7536,4.7898,5.2574,,3.1483,1.8672,2.8759,1.8242,3.4636,3.0867,9.8435,3.0162,9.3578,0.2525,3.1369,4.6602,2.8162,1.2382,0.7084,3.0561,2.6447,2.9758,3.9639,1.2817,5.4125,0.4432,2.944,11.3004,20.1532,11.0008,6.2013,1.4021,93.4142,1.4355,2.2,2.1842,2.768,1.3612,1.9415,21.1517,6.8771,,7.5312,1.9131,3.4364,5.5091,3.1616,3.9153,6.7217,0.8671,1.8655
2017/11/29,0.4684,2.2785,2.834,2.5624,2.7586,0.33,-0.3475,5.5388,1.4104,0.8712,3.1541,3.1068,4,9.9865,3.3445,0,1.0944,-1.1647,0.7435,-0.1658,-0.6908,-1.1811,0,2.7828,4.6198,2.1164,2.0429,2.4963,,-1.3725,1.788,-1.8302,-0.9259,-3.125,-1.0665,5.079,0.3906,-0.4756,0.8095,1.5792,1.6836,1.1491,1.7057,0.4754,0.6037,4.7151,0.579,0.4391,2.4511,1.9787,3.4607,4.2347,2.6141,,2.1824,5.5415,1.0997,0.514,0.2939,0.1802,,2.9621,4.7262,0.8063,0.8755,2.6214,,0.614,1.2469,1.6532,0.5079,3.6194,1.5036,21.7268,0.1665,0.5734,3851617701,4552568795,4873767728,4609962426,8441767372,2821997131,7897385765,9380563384,15005910639,3873136987,29273381569,2364107421,5762350909,13062950400,1678605420,9458906334,4713232623,674009375,6767409382,2025886520,12015139625,3168563760,5514811209,3334240000,20113690244,8683146922,2848228041,4748631338,,42443227472,9468360000,1490514795,18898875488,3290164661,794808000,1398607784,8683146922,,-3.0828,84.7561,41.498,41.9874,-22.6694,-4.4931,70.8037,-76.211,22.723,21.5373,16.755,165.0253,104.5193,55.6497,131.8232,105.6689,88.3624,79.5343,16.159,175.334,60.9397,118.3109,66.2205,72.7055,29.4149,-40.8151,49.9604,183.2248,,26.7963,26.388,37.0345,59.4658,287.0988,30.8086,68.9763,-17.9384,-17.4153,0.6625,6.1257,2.6343,1.5923,1.4307,3.1717,3.4945,4.3728,4.8613,2.5804,1.897,3.4829,1.417,5.1343,5.5668,8.1609,7.6315,9.2835,2.0438,2.9608,1.6463,431.1276,2.7588,3.114,3.2244,6.8965,4.8877,5.3887,,3.1051,1.9006,2.8233,1.8073,3.3554,3.0538,10.3434,3.031,9.3227,0.2537,3.2084,4.7923,2.8884,1.2724,0.7107,3.0455,2.7912,3.0178,3.9984,1.3221,5.5807,0.461,3.238,11.6784,20.1532,11.1211,6.1291,1.4126,93.2593,1.4256,2.1741,2.1842,2.845,1.4241,1.9826,21.5838,7.0488,,7.4279,1.9473,3.3736,5.4581,3.0628,3.8736,7.0631,0.8713,1.8585
