ÈÕÆÚ,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH
2017/6/15,2.8283,0,1.5715,2.8966,0.2899,2.9508,9.2412,0.2753,2.6144,2.9655,1.513,1.1163,2.6484,2.0725,4.0647,2.2893,2.2587,4.5693,1.7585,1.1782,-2.6551,,,,,,2.1042,1.5385,0,0,4.9904,0.5658,2.1978,,1.9369,0,,4.355,,,,,,3.4269,,1.6476,1.2504,0.3999,1.0575,5.1211,2.2973,1.1333,5.6218,3.9996,1.6267,4.2399,2.1614,1.7749,1.4041,2.5302,3.5239,7.9399,8.8203,49.7728,0.0282,,,,,1.2127,1.6048,1.1445,,2.1213,0.9853,0.9615,,2.7162,,,4.8219,,,,,,3054851486,18485857358,3652820184,5416171886,3493302500,9160243255,15488008145,4246166696,2676787200,6778582948,7635344229,2306190592,2362871198,5931801943,3037491701,3539733850,4031546845,2157029400,2018959550,1621320000,1110900000,365329200,,,,,6866101207,10912266330,5365841600,7570309760,16156793700,8469960074,5108264687,,4286700000,838240000,,4133500000,,,,,,171.9628,55.6435,171.3354,47.8854,81.7843,50.6717,39.6326,125.7149,69.4485,109.991,78.4695,106.4273,567.0081,55.6928,507.3963,46.0268,62.7975,84.9255,72.2065,55.2308,55.0679,26.598,,,,,181.3843,-6.2297,132.1029,78.9467,159.867,64.4029,131.2783,,49.4742,59.1598,,93.7155,,,,,,5.8523,5.8575,1.8609,3.7077,5.1227,2.3382,3.1567,3.6589,3.3795,4.7506,2.6799,2.2678,3.6431,8.6048,3.2221,4.5961,4.5551,8.8038,29.687,12.8781,16.9177,5.0442,,,,,3.7145,4.8267,2.6479,3.0442,3.6998,3.8438,4.1363,,15.5015,10.3645,,12.932,,,,,,8.7257,13.1838,5.2035,4.5738,2.9808,1.9954,2.8298,7.1987,11.0569,16.6163,11.2469,13.2244,35.8021,11.5788,37.8007,7.805,7.4584,2.7214,25.1033,19.3913,9.8318,3.3001,,,,,13.4869,1.53,3.8441,3.1874,0.8875,1.5573,13.5158,,13.7662,3.8794,,11.1045,,,,,
2017/6/16,-1.1788,0,-2.2801,-1.3405,0.2312,-0.7431,-1.3067,-1.0588,0.1592,-7.9035,-0.7097,-1.196,-1.831,-1.0152,-1.428,-0.8138,-1.1044,-2.3639,-0.9136,-0.7278,-4.2533,10.0299,,,,,-0.8832,1.9936,-0.4127,0,-1.7063,-0.1406,-1.6465,,0.4199,0,,-1.1854,,,,,,2.1862,,1.0524,0.9079,0.3182,0.3721,3.1668,1.4537,0.6685,8.6394,1.7424,1.1187,3.435,1.1213,0.9279,1.3103,1.4849,2.2367,4.3553,4.9146,32.7449,0.0095,,,,,0.9674,1.7446,0.6967,,1.4078,0.677,0.8278,,2.0173,,,2.4344,,,,,,3018841449,18485857358,3569531124,5343569046,3501379500,9092173507,15285620144,4201207283,2681049600,6242834263,7581154419,2278609656,2319605974,5871580603,2994117187,3510926250,3987023171,2106039450,2000514460,1609520000,1063650000,401971500,,,,,6805458507,11129815499,5343699200,7570309760,15881114100,8458047331,5024156834,,4304700000,838240000,,4084500000,,,,,,169.9357,55.6435,167.4287,47.2435,81.9734,50.2951,39.1147,124.3838,69.5591,101.2978,77.9126,105.1545,556.6259,55.1274,500.1509,45.6522,62.1039,82.918,71.5468,54.8288,52.7257,29.2658,,,,,179.7823,-6.3539,131.5577,78.9467,206.2764,64.3123,129.1168,,49.682,59.1598,,92.6046,,,,,,5.7833,5.8575,1.8185,3.658,5.1346,2.3209,3.1154,3.6202,3.3849,4.3751,2.6608,2.2407,3.5763,8.5175,3.1761,4.5587,4.5048,8.5957,29.4158,12.7844,16.1981,5.5501,,,,,3.6817,4.9229,2.637,3.0442,4.7738,3.8383,4.0682,,15.5666,10.3645,,12.7787,,,,,,8.6229,13.1838,5.0849,4.5125,2.9877,1.9806,2.7928,7.1225,11.0745,15.303,11.1671,13.0662,35.1466,11.4612,37.2609,7.7414,7.376,2.6571,24.8739,19.2502,9.4136,3.6311,,,,,13.3678,1.5605,3.8282,3.1874,1.1451,1.5551,13.2932,,13.824,3.8794,,10.9728,,,,,
2017/6/19,0.7952,0,-0.8333,0.4076,0.346,1.2834,-0.3484,0.2378,0.8479,0.2182,0.9292,1.3035,1.5685,1.7308,1.5339,3.5385,-0.2882,1.1005,-1.1942,0.2053,-2.2564,10.068,,,,,1.2871,3.2838,1.3812,0,1.2399,0.5634,1.6057,,0.23,0,,1.3098,,,,,,1.8506,,0.9794,0.5551,0.2629,0.4729,1.8493,0.8653,0.7647,3.5931,1.7159,1.1776,2.553,1.2809,0.841,1.6991,1.2416,1.195,4.8247,2.979,20.0825,0.0088,,,,,0.7059,2.2632,0.8439,,0.9598,0.747,0.6323,,1.9204,,,1.9672,,,,,,3042848140,18485857358,3539785031,5365349898,3513495000,9208864504,15232360143,4211198264,2703782400,6256454992,7651601172,2308312202,2355988094,5973204114,3040043143,3635159025,3975533191,2129216700,1976624735,1612824000,1039650000,442442100,,,,,6893053518,11495298103,5417507200,7570309760,16078028100,8505698302,5104831713,,4314600000,838240000,,4138000000,,,,,,171.2871,55.6435,166.0335,47.4361,82.2571,50.9406,38.9784,124.6796,70.1489,101.5188,78.6366,106.5252,565.3564,56.0816,507.8225,47.2676,61.925,83.8305,70.6924,54.9413,51.536,32.2123,,,,,182.0964,-6.5626,133.3748,78.9467,208.8341,64.6746,131.1901,,49.7962,59.1598,,93.8175,,,,,,5.8293,5.8575,1.8033,3.673,5.1523,2.3507,3.1046,3.6288,3.4136,4.3847,2.6856,2.2699,3.6324,8.6649,3.2248,4.72,4.4918,8.6903,29.0645,12.8106,15.8326,6.1089,,,,,3.7291,5.0846,2.6734,3.0442,4.833,3.86,4.1335,,15.6024,10.3645,,12.9461,,,,,,8.6915,13.1838,5.0425,4.5309,2.998,2.006,2.7831,7.1394,11.1684,15.3364,11.2708,13.2365,35.6978,11.6596,37.8324,8.0154,7.3548,2.6863,24.5769,19.2897,9.2012,3.9967,,,,,13.5398,1.6118,3.8811,3.1874,1.1593,1.5638,13.5067,,13.8558,3.8794,,11.1166,,,,,
2017/6/20,-0.1972,0,-1.0924,1.6238,1.0345,3.2735,0.4208,0.9095,0.9459,-0.1451,-0.2833,0.2757,2.6711,0.7246,-1.5107,-1.8326,-1.0838,-1.5239,-1.2592,0.9658,1.111,10.0124,,,,,0.5865,-1.3626,0.1362,0,2.2045,-0.2801,0.2017,,-1.2098,0,,1.2566,,,,,,2.177,,1.2331,1.3311,0.4497,1.1574,1.797,1.4077,0.8706,2.5076,3.1328,2.0822,6.7084,2.0607,1.5137,0.9398,1.3682,1.6234,4.5691,5.2373,17.8026,0.0057,,,,,0.9355,1.537,1.2004,,1.2443,0.6722,0.8756,,2.0146,,,2.9901,,,,,,3036846467,18485857358,3501115111,5452473307,3549841500,9510316246,15253664143,4249497022,2729356800,6247374506,7629925248,2314677034,2418919328,6016488201,2994117187,3568541450,3932445765,2096768550,1951734975,1628400000,1051200000,486741000,,,,,6933481984,11338662701,5424888000,7570309760,16432473300,8481872817,5115130634,,4262400000,838240000,,4190000000,,,,,,170.9492,55.6435,164.2196,48.2063,83.108,52.6082,39.0329,125.8135,70.8124,101.3714,78.4138,106.8189,580.4577,56.488,500.1509,46.4014,61.2538,82.5529,69.8022,55.4719,52.1085,35.4375,,,,,183.1644,-6.4731,133.5565,78.9467,213.4379,64.4935,131.4547,,49.1938,59.1598,,94.9965,,,,,,5.8178,5.8575,1.7836,3.7326,5.2056,2.4276,3.1089,3.6618,3.4459,4.3783,2.678,2.2762,3.7295,8.7277,3.1761,4.6335,4.4431,8.5579,28.6985,12.9343,16.0085,6.7205,,,,,3.751,5.0153,2.6771,3.0442,4.9396,3.8492,4.1418,,15.4136,10.3645,,13.1087,,,,,,8.6743,13.1838,4.9874,4.6045,3.029,2.0717,2.787,7.2044,11.2741,15.3142,11.2389,13.273,36.6514,11.7441,37.2609,7.8685,7.275,2.6454,24.2674,19.476,9.3034,4.3969,,,,,13.6193,1.5898,3.8864,3.1874,1.1849,1.5595,13.534,,13.6882,3.8794,,11.2563,,,,,
2017/6/21,0.1976,0,-1.7842,-0.2663,-1.0808,-1.3292,-1.5363,-0.8621,0.4685,-0.8721,-0.9943,0.9166,5.0407,0.0938,-0.8948,1.0091,-2.5201,0.5895,0.6206,-0.1449,-2.8682,10,,,,,0.0972,0.6907,-0.9524,0,-2.2169,-0.2809,-0.4698,,0.2428,0,,-0.6802,,,,,,1.9367,,1.0353,0.7617,0.3396,0.6319,1.7859,1.0823,0.7768,3.0681,2.0383,1.1568,7.0542,1.1814,1.3023,1.0542,2.7824,1.3234,3.2444,4.3728,14.4451,0.0163,,,,,1.2814,1.4423,0.7069,,1.5048,0.9894,0.6897,,1.3311,,,1.871,,,,,,3042848140,18485857358,3438648316,5437952738,3511475750,9383900999,15019320141,4212863427,2742144000,6192891588,7554059514,2335893138,2540848595,6022133952,2967327046,3604550950,3833344684,2109129750,1963846510,1626040000,1021050000,535415100,,,,,6940220062,11416980402,5373222400,7570309760,16068182400,8458047331,5091099819,,4272750000,838240000,,4161500000,,,,,,171.2871,55.6435,161.2896,48.078,82.2098,51.9089,38.4332,124.7289,71.1442,100.4874,77.6341,107.798,609.7166,56.541,495.6757,46.8696,59.7102,83.0396,70.2354,55.3915,50.614,38.9813,,,,,183.3424,-6.5179,132.2846,78.9467,208.7062,64.3123,130.8372,,49.3132,59.1598,,95.6212,,,,,,5.8293,5.8575,1.7518,3.7227,5.1494,2.3953,3.0611,3.6302,3.462,4.3401,2.6513,2.297,3.9175,8.7359,3.1477,4.6802,4.3311,8.6083,28.8766,12.9156,15.5494,7.3926,,,,,3.7546,5.05,2.6516,3.0442,4.8301,3.8383,4.1224,,15.451,10.3645,,13.195,,,,,,8.6915,13.1838,4.8984,4.5922,2.9963,2.0441,2.7442,7.1423,11.3269,15.1806,11.1271,13.3947,38.4988,11.7551,36.9275,7.9479,7.0917,2.661,24.418,19.4478,9.0366,4.8365,,,,,13.6325,1.6008,3.8494,3.1874,1.1586,1.5551,13.4704,,13.7214,3.8794,,11.3303,,,,,
2017/6/22,-5.3254,0,-2.4221,-3.2043,-2.0702,-2.3834,0,-4.4664,-3.1088,-1.4663,-2.0803,-3.2698,-4.9149,-2.0625,-3.3104,-3.8462,-4.4211,-3.7363,-2.6253,-1.3062,3.5111,10.0102,,,,,1.3592,-4.0396,-2.1978,0,-2.6348,1.2676,-3.6413,,4.0442,0,,-7.1729,,,,,,2.686,,0.8756,0.6387,0.3853,0.4711,1.8926,2.4092,1.0236,2.5547,1.6229,1.2417,6.138,1.3611,1.3695,1.3089,2.9059,1.3279,4.543,4.7701,21.9228,0.0635,,,,,2.2986,2.0133,0.8947,,1.3307,3.3725,0.8538,,8.2694,,,6.5034,,,,,,2880802973,18485857358,3355359257,5263705922,3438782750,9160243255,15019320141,4024699962,2656896000,6102086726,7396909065,2259515161,2415969427,5897927439,2869096529,3465914375,3663867475,2030327100,1912289150,1604800000,1056900000,589011300,,,,,7034553150,10955776163,5255129600,7570309760,15644817300,8565262016,4905719246,,4445550000,838240000,,3863000000,,,,,,162.1653,55.6435,157.383,46.5374,80.5079,50.6717,38.4332,119.158,68.9325,99.014,76.019,104.2733,579.7499,55.3748,479.2668,45.0669,57.0703,79.937,68.3915,54.668,52.3911,42.8834,,,,,185.8344,-6.2546,129.3772,78.9467,203.2072,65.1275,126.073,,51.3076,59.1598,,88.7624,,,,,,5.5189,5.8575,1.7093,3.6034,5.0428,2.3382,3.0611,3.4681,3.3544,4.2765,2.5962,2.2219,3.7249,8.5557,3.0435,4.5002,4.1396,8.2867,28.1185,12.7469,16.0953,8.1326,,,,,3.8056,4.846,2.5933,3.0442,4.7028,3.887,3.9723,,16.0759,10.3645,,12.2485,,,,,,8.2286,13.1838,4.7798,4.4451,2.9343,1.9954,2.7442,6.8233,10.9747,14.958,10.8957,12.9567,36.6067,11.5127,35.7051,7.6422,6.7782,2.5615,23.777,19.1937,9.3539,5.3207,,,,,13.8178,1.5361,3.7648,3.1874,1.1281,1.5748,12.9799,,14.2763,3.8794,,10.5176,,,,,
2017/6/23,0.2083,0,0,0.1379,0.5872,1.38,0.2837,-1.7377,0.2674,3.0506,-0.1465,-0.5634,2.6455,-0.9253,-0.4446,0.5195,-2.3128,0.0761,1.6676,-0.7977,-0.0993,10.0279,,,,,-0.9579,-0.8737,0.9831,0,-1.6362,0.1391,-1.8195,,0.9718,0,,0.1035,,,,,,2.3191,,0.7666,0.7186,0.4561,0.4617,1.7148,1.9797,0.8498,3.0248,1.8639,1.2205,4.0375,1.8994,1.2798,1.4886,2.8183,1.3864,3.8634,4.8533,15.0822,0.0817,,,,,2.2286,1.2441,0.8587,,1.6145,1.3657,1.8678,,3.7538,,,3.5124,,,,,,2886804646,18485857358,3355359257,5270966206,3458975250,9286658502,15061928141,3954763099,2664000000,6288236694,7386071103,2246785498,2479883962,5843351850,2856339319,3483919125,3579128870,2031872250,1944179155,1584976000,1055850000,648076500,,,,,6967172373,10860054529,5306795200,7570309760,15388829100,8577174758,4816461933,,4488750000,838240000,,3867000000,,,,,,162.5031,55.6435,157.383,46.6016,80.9807,51.371,38.5423,117.0874,69.1168,102.0345,75.9077,103.6858,595.0872,54.8624,477.1358,45.301,55.7504,79.9979,69.532,53.9927,52.339,47.1837,,,,,184.0544,-6.1999,130.6492,78.9467,199.8822,65.2181,123.7792,,51.8061,59.1598,,88.8543,,,,,,5.5304,5.8575,1.7093,3.6083,5.0724,2.3705,3.0698,3.4078,3.3634,4.407,2.5924,2.2094,3.8235,8.4765,3.03,4.5236,4.0439,8.293,28.5874,12.5894,16.0794,8.9481,,,,,3.7692,4.8036,2.6188,3.0442,4.6259,3.8924,3.9,,16.2321,10.3645,,12.2612,,,,,,8.2457,13.1838,4.7798,4.4512,2.9515,2.0229,2.7519,6.7047,11.0041,15.4143,10.8797,12.8837,37.5751,11.4061,35.5463,7.6819,6.6214,2.5635,24.1735,18.9566,9.3446,5.8542,,,,,13.6854,1.5227,3.8018,3.1874,1.1096,1.577,12.7437,,14.4151,3.8794,,10.5285,,,,,
2017/6/26,0.8316,0,4.344,1.6529,1.2259,2.6178,3.3946,1.8526,0.5333,0.722,1.8342,1.5109,-0.793,2.6409,1.3845,1.3437,0.5618,0.3042,1.4517,1.2359,-3.5374,10.0422,,,,,-0.4836,-0.0801,0.8345,0,5.1823,0.1389,-0.1782,,0.2005,0,,2.7282,,,,,,1.5435,,1.4192,0.6304,0.323,0.8063,2.5954,1.568,1.1501,2.6461,1.4419,1.1036,3.0172,1.9756,0.7141,1.1269,2.5583,1.133,3.1971,3.0722,16.3538,0.0915,,,,,1.2286,1.9364,0.6441,,2.238,1.5771,1.0611,,4.5538,,,4.2481,,,,,,2910811337,18485857358,4398577611,5358089614,3501379500,9529764745,15573224146,4028030289,2678208000,6333639125,7521545628,2280731266,2460217951,5997669033,2895886670,3530731475,3599236335,2038052850,1972402365,1604564000,1018500000,713157600,,,,,6933481984,10851352562,5351080000,7570309760,16186330800,8589087501,4807879499,,4497750000,838240000,,3972500000,,,,,,163.8545,55.6435,164.2196,47.3719,81.9734,52.7157,39.8506,119.2566,69.4854,102.7712,77.3,105.2524,590.368,56.3113,483.742,45.9097,56.0636,80.2412,70.5414,54.66,50.4876,51.9219,,,,,183.1644,-6.1949,131.7395,78.9467,210.2408,65.3087,123.5586,,51.91,59.1598,,91.2785,,,,,,5.5764,5.8575,1.7836,3.668,5.1346,2.4326,3.174,3.471,3.3813,4.4388,2.6399,2.2428,3.7931,8.7004,3.0719,4.5844,4.0666,8.3182,29.0024,12.745,15.5106,9.8467,,,,,3.751,4.7998,2.6406,3.0442,4.8656,3.8978,3.893,,16.2647,10.3645,,12.5957,,,,,,8.3143,13.1838,4.9874,4.5248,2.9877,2.0759,2.8454,6.8289,11.0628,15.5256,11.0792,13.0784,37.2771,11.7074,36.0385,7.7851,6.6586,2.5713,24.5244,19.1909,9.014,6.4421,,,,,13.6193,1.5215,3.8335,3.1874,1.1671,1.5792,12.721,,14.444,3.8794,,10.8157,,,,,
2017/6/27,10.1031,0,-1.2744,0.271,0.1153,1.8367,-0.684,-0.6614,1.4854,-0.9319,0.4323,0.7442,-1.1591,0.1255,0.0441,0.5609,-0.0798,-0.1516,-0.7549,0.1324,-2.6215,9.9693,,,,,-0.0972,1.4435,0,0,0.3041,-0.5548,-1.1067,,3.1816,0,,-0.944,,,,,,6.9997,,0.8859,0.6938,0.2618,2.0806,1.8905,1.0466,1.2148,2.1235,1.6214,1.2102,2.2743,1.2959,0.7801,1.089,1.7883,0.9546,3.32,3.214,17.5466,0.2107,,,,,0.747,1.4172,0.6366,,1.3685,1.0432,1.223,,6.2007,,,2.6941,,,,,,3204893307,18485857358,4342520972,5372610182,3505418000,9704801241,15466704145,4001387674,2717990400,6274615964,7554059514,2297704150,2431702235,6005196700,2897162391,3550536700,3596363840,2034962550,1957512955,1606688000,991800000,784254600,,,,,6926743906,11007987964,5351080000,7570309760,16235559300,8541436530,4754668408,,4640850000,838240000,,3935000000,,,,,,180.4089,55.6435,162.1268,47.5003,82.068,53.684,39.5781,118.4678,70.5175,101.8135,77.6341,106.0356,583.5252,56.3819,483.9551,46.1673,56.0188,80.1196,70.0089,54.7323,49.164,57.0982,,,,,182.9864,-6.2844,131.7395,78.9467,210.8802,64.9464,122.1911,,53.5616,59.1598,,90.4168,,,,,,6.1398,5.8575,1.7609,3.6779,5.1405,2.4773,3.1523,3.448,3.4315,4.3974,2.6513,2.2595,3.7492,8.7113,3.0733,4.6101,4.0634,8.3056,28.7835,12.7619,15.104,10.8283,,,,,3.7473,4.8691,2.6406,3.0442,4.8804,3.8762,3.8499,,16.7821,10.3645,,12.4768,,,,,,9.1543,13.1838,4.9238,4.537,2.9911,2.114,2.8259,6.7837,11.2271,15.3809,11.1271,13.1757,36.8451,11.722,36.0543,7.8288,6.6533,2.5674,24.3393,19.2163,8.7777,7.0844,,,,,13.606,1.5435,3.8335,3.1874,1.1707,1.5704,12.5802,,14.9035,3.8794,,10.7136,,,,,
2017/6/28,0.9363,0,-3.3563,-1.6216,-1.2097,-1.7034,-0.551,-0.2497,-1.2023,-1.5919,-1.5065,-2.7701,-1.4557,-1.943,-1.365,0.5071,-1.3578,-2.3538,-2.9744,-3.4224,-0.726,9.9721,,,,,-1.5564,-2.6877,0.6897,0,-2.6076,-1.122,0.0361,,-4.1598,0,,-1.1055,,,,,,10.9992,,0.8464,0.6475,0.2961,0.9384,1.172,0.8805,1.2545,2.2754,1.3384,1.128,3.1043,1.0674,0.5172,0.7262,1.4818,1.1528,4.6387,3.6599,10.3424,0.2779,,,,,0.8476,1.3224,0.9922,,1.2289,1.2598,1.0816,,6.5223,,,1.6847,,,,,,3234901672,18485857358,4196773710,5285486774,3463013750,9539488995,15381488144,3991396694,2685312000,6174730616,7440260913,2234055835,2396303416,5888517855,2857615040,3568541450,3547531424,1987062900,1899288695,1551700000,984600000,862461300,,,,,6818934663,10712121094,5387984000,7570309760,15812194200,8398483618,4756384895,,4447800000,838240000,,3891500000,,,,,,182.0981,55.6435,156.6853,46.73,81.0752,52.7695,39.36,118.172,69.6697,100.1927,76.4646,103.0984,575.0307,55.2865,477.3489,46.4014,55.2582,78.2337,67.9265,52.8591,48.8071,62.7921,,,,,180.1383,-6.1155,132.648,78.9467,205.3812,63.8594,122.2353,,51.3335,59.1598,,89.4173,,,,,,6.1973,5.8575,1.7018,3.6183,5.0783,2.4351,3.135,3.4394,3.3903,4.3274,2.6114,2.1969,3.6946,8.542,3.0313,4.6335,4.0082,8.1101,27.9273,12.3251,14.9943,11.9081,,,,,3.689,4.7382,2.6589,3.0442,4.7531,3.8113,3.8513,,16.084,10.3645,,12.3389,,,,,,9.24,13.1838,4.7586,4.4635,2.9549,2.078,2.8103,6.7668,11.0921,15.1361,10.9595,12.8107,36.3087,11.4943,35.5622,7.8685,6.563,2.507,23.6153,18.5586,8.714,7.7908,,,,,13.3943,1.502,3.86,3.1874,1.1402,1.5441,12.5848,,14.2836,3.8794,,10.5952,,,,,
2017/6/29,-2.0408,0,0.089,1.7857,0.2332,1.2232,-0.277,-0.0417,-1.5873,0.7353,0.9468,0.5698,-0.3693,0.799,1.5179,-0.5045,6.8016,0.6998,-0.0702,0.3802,0.2438,10.019,,,,,-0.0988,3.9805,-0.6868,0,1.4321,0.2837,2.1292,,0.1518,0,,0.4497,,,,,,5.4594,,0.4932,0.7414,0.2381,0.7323,0.9584,1.1419,1.0995,1.9723,1.4838,0.9674,2.2473,0.9939,0.6735,0.9878,5.3013,0.8248,1.7792,2.9833,7.7997,0.2325,,,,,0.7002,2.7804,0.9649,,1.0554,0.7979,1.1357,,3.191,,,2.6663,,,,,,3168883270,18485857358,4200510819,5379870466,3471090750,9656179992,15338880144,3989731530,2642688000,6220133047,7510707666,2246785498,2387453711,5935565776,2900989554,3550536700,3788821011,2000969250,1897955315,1557600000,987000000,948871500,,,,,6812196585,11138517466,5336318400,7570309760,16038645300,8422309103,4857657616,,4454550000,838240000,,3909000000,,,,,,178.3818,55.6435,156.8249,47.5644,81.2643,53.415,39.251,118.1227,68.5638,100.9294,77.1886,103.6858,572.9071,55.7282,484.5944,46.1673,59.0166,78.7812,67.8788,53.0601,48.9261,69.0832,,,,,179.9603,-6.3589,131.376,78.9467,208.3226,64.0406,124.8379,,51.4114,59.1598,,89.8194,,,,,,6.0708,5.8575,1.7033,3.6829,5.0902,2.4648,3.1263,3.438,3.3365,4.3592,2.6361,2.2094,3.681,8.6103,3.0773,4.6101,4.2808,8.1669,27.9077,12.372,15.0309,13.1012,,,,,3.6853,4.9268,2.6334,3.0442,4.8212,3.8221,3.9333,,16.1085,10.3645,,12.3943,,,,,,9.0515,13.1838,4.7628,4.5432,2.9618,2.1034,2.8025,6.764,10.9161,15.2474,11.0633,12.8837,36.1746,11.5861,36.102,7.8288,7.0093,2.5245,23.5987,18.6292,8.7353,8.5714,,,,,13.381,1.5618,3.823,3.1874,1.1565,1.5485,12.8527,,14.3052,3.8794,,10.6428,,,,,
2017/6/30,-1.1364,0,-1.2456,-0.5398,-0.0582,2.5176,0.5556,-0.1669,0.5376,-1.8248,-1.2266,-0.9443,0.2883,0.5073,0.1319,2.1805,-0.1516,-0.3089,0.2342,1.8182,2.4012,10.0288,,,,,0.5935,-0.2344,0.4149,0,-1.4733,-1.4144,-1.0954,,1.3234,0,,-0.4733,,,,,,3.6332,,0.5846,0.5922,0.2114,1.0704,1.2342,1.9492,0.9995,2.2088,1.1755,0.9501,1.9084,0.9192,0.5398,1.1464,3.1568,1.3301,2.7526,4.4179,13.1589,0.4385,,,,,0.5356,1.4521,0.6243,,0.9812,1.0764,1.0147,,3.496,,,2.6291,,,,,,3132873233,18575677872,4148191290,5350829330,3469071500,9899335863,15424096145,3983070877,2656896000,6159586331,7418584989,2224340102,2399276066,5965676446,2776719323,3627957125,3763523970,1994788650,1902399915,1585920000,1010700000,1044032100,,,,,6852625051,11112411565,5358460800,7570309760,15802348500,8303181676,4804446525,,4513500000,838240000,,3890500000,,,,,,176.3547,55.6435,154.8715,47.3077,81.217,54.7598,39.469,117.9255,68.9325,99.0876,76.2418,102.7067,574.6769,56.0109,485.2337,47.174,58.9271,78.5378,68.0378,54.0248,50.1009,76.0115,,,,,181.0283,-6.344,131.9212,78.9467,205.2533,63.1348,123.4704,,52.0918,59.1598,,89.3943,,,,,,6.0018,5.8575,1.6821,3.663,5.0872,2.5269,3.1436,3.4322,3.3544,4.2797,2.6038,2.1886,3.6923,8.654,3.0814,4.7106,4.2743,8.1417,27.9731,12.5969,15.3918,14.4151,,,,,3.7072,4.9152,2.6443,3.0442,4.7502,3.7681,3.8902,,16.3216,10.3645,,12.3357,,,,,,8.9486,13.1838,4.7035,4.5187,2.9601,2.1564,2.8181,6.7527,10.9747,14.9691,10.9276,12.7621,36.2864,11.6449,36.1496,7.9995,6.9987,2.5167,23.654,18.9679,8.945,9.431,,,,,13.4604,1.5581,3.8388,3.1874,1.1394,1.5266,12.7119,,14.4945,3.8794,,10.5925,,,,,
