ÈÕÆÚ,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH
2017/9/14,-1.7512,3.9881,-0.0512,0,1.749,-0.8434,-1.3118,-2.4379,-0.3885,-0.0482,-0.7344,-3.8674,0.128,-1.193,-3.5917,0,-0.5682,-0.12,-1.5918,-1.2528,,,-0.5135,0,-2.736,3.214,-2.2708,0,-0.32,-2.8515,1.2694,,,0,0.8156,4.249,1.4283,,7.812,1.0849,1.2064,0.9676,1.8349,0.4353,4.7945,5.8631,6.4481,1.9999,2.5308,,2.0124,7.2396,1.1829,6.3887,,,0.5637,,5.7987,5.5416,2.169,,0.5237,4.1011,6.6736,,,0.4445,17960958033,15567807561,38774528718,4551747200,9342230443,2924449945,3908088000,9674083003,1288810471,4147496000,1157184000,21384239472,7725472544,4221853828,2548345825,3287059142,1404451370,4166324339,2940924000,662100000,,,5060538037,10580279634,16357438019,3298874808,5075616000,4110523200,12280466121,20156705598,1715250000,,,12280466121,45.6136,67.7421,55.287,961.8908,245.7818,114.0133,452.3996,183.3366,69.1484,193.7639,37.9616,88.7207,67.2167,195.7256,381.7026,140.7521,187.6278,67.4611,53.1661,57.1892,,,-43.8534,31.6824,622.4988,-76.9088,172.8004,94.3315,56.1817,83.4176,108.1492,,,31.7023,4.8768,4.9145,7.8587,6.2339,6.1501,3.8649,8.5222,3.9941,4.7155,10.2686,10.8227,11.4908,6.1986,7.1022,9.0199,3.6766,3.7705,9.8483,6.4239,15.9121,,,12.9713,5.7897,8.7304,8.9981,3.3707,3.8626,1.4145,3.3825,27.2474,,,0.7982,3.5034,4.698,5.9925,9.278,20.3465,11.1218,6.0498,16.0314,8.3166,26.97,6.9054,9.5487,11.5924,5.8186,13.7212,6.0068,5.1013,7.3641,15.8344,21.7394,,,6.7514,6.1566,8.1697,9.1914,1.8894,4.2003,0.4809,5.0306,20.6854,,,0.2714
2017/9/15,0.2228,-2.1752,0.5885,0,-10.0149,0.8505,-0.409,0.2883,-0.546,0.3055,-1.7347,0.7663,-5.1151,-1.6335,-0.7843,0,-0.2286,-1.9219,0.2723,-3.0811,,,-0.0469,0,-2.4613,9.9644,-0.5164,0,-0.9631,0.4892,-4.562,,,-0.5587,0.4817,2.9094,1.1815,,10.4622,1.1433,0.9166,0.6989,1.6627,0.3719,5.0687,4.5535,6.4291,1.7902,1.5024,,1.4808,4.4966,0.9685,6.2207,,,0.4866,,4.5621,13.9522,1.1012,,0.3876,3.6021,10.1546,,,0.2707,18000975021,15229183241,39002730908,4551747200,8406610952,2949323760,3892104000,9701975602,1281773285,4160165200,1137110400,21548103376,7330307708,4152888886,2528358799,3287059142,1401241195,4086250838,2948931000,641700000,,,5058163313,10580279634,15954828785,3627588312,5049408000,4110523200,12162195180,20255311577,1637000000,,,12162195180,45.7153,66.2686,55.6124,961.8908,221.1669,114.983,450.5493,183.8652,68.7708,194.3558,37.3031,89.4006,63.7785,192.5284,378.7088,140.7521,187.1989,66.1645,53.3108,55.4271,,,-43.8328,31.6824,607.1771,-84.5723,171.9082,94.3315,55.6407,83.8257,103.2154,,,31.5049,4.8877,4.8076,7.9049,6.2339,5.5342,3.8977,8.4873,4.0057,4.6897,10.3,10.635,11.5788,5.8816,6.9862,8.9492,3.6766,3.7619,9.659,6.4414,15.4218,,,12.9652,5.7897,8.5156,9.8947,3.3533,3.8626,1.4009,3.399,26.0044,,,0.7932,3.5112,4.5958,6.0277,9.278,18.3088,11.2164,6.025,16.0776,8.2712,27.0524,6.7856,9.6219,10.9994,5.7235,13.6136,6.0068,5.0896,7.2226,15.8775,21.0696,,,6.7482,6.1566,7.9686,10.1073,1.8796,4.2003,0.4763,5.0552,19.7418,,,0.2697
2017/9/18,0.1112,-0.1755,4.0702,0,-0.5814,1.0843,0.5133,-1.3896,-0.1569,0.1122,-0.5192,0.038,0,2.0939,1.6798,0,0.3436,-0.0612,0.7187,1.309,,,0.2347,0,0,-1.2945,1.5571,0,0.4862,0.9736,1.0079,,,0.9363,0.4166,1.9939,2.1811,,5.2699,1.219,0.8724,0.6991,2.0374,0.4,4.3482,3.51,3.9925,1.8078,1.5544,,1.1601,3.9644,0.6579,7.1098,,,0.6498,,,10.3549,1.766,,0.306,3.2268,6.5374,,,0.3279,18020983515,15202449742,40590224408,4551747200,8357735307,2981304379,3912084000,9567161375,1279762660,4164832800,1131206400,21556296571,7330307708,4239844682,2570831230,3287059142,1406056457,4083748541,2970126000,650100000,,,5070036936,10580279634,15954828785,3580629240,5128032000,4110523200,12221330651,20452523536,1653500000,,,12221330651,45.7661,66.1523,57.876,961.8908,219.8811,116.2298,452.8622,181.3103,68.6629,194.5738,37.1094,89.4346,63.7785,196.5597,385.0705,140.7521,187.8422,66.124,53.694,56.1527,,,-43.9357,31.6824,607.1771,-83.4776,174.585,94.3315,55.9112,84.6419,104.2558,,,31.798,4.8931,4.7992,8.2267,6.2339,5.502,3.94,8.5309,3.95,4.6824,10.3116,10.5798,11.5832,5.8816,7.1325,9.0995,3.6766,3.7748,9.6531,6.4877,15.6237,,,12.9956,5.7897,8.5156,9.7666,3.4055,3.8626,1.4077,3.4321,26.2665,,,0.8006,3.5151,4.5878,6.2731,9.278,18.2023,11.338,6.056,15.8542,8.2583,27.0827,6.7503,9.6255,10.9994,5.8433,13.8423,6.0068,5.1071,7.2181,15.9917,21.3454,,,6.7641,6.1566,7.9686,9.9765,1.9089,4.2003,0.4786,5.1044,19.9407,,,0.2722
2017/9/19,0.9623,-2.1102,-2.6399,0,-0.0835,-1.3111,-1.3279,-1.4577,0.707,-0.2241,0.5741,-2.0905,0.2695,0.4243,-1.4577,0,-0.6849,-1.8995,-0.2537,0.8076,,,-0.4684,0,0,0.3279,-0.5963,0,-0.1613,-3.9775,-0.5141,,,0,0.4563,1.7851,1.5093,,2.9903,1.1501,0.9363,0.6654,2.7514,0.4305,4.4202,3.682,4.3512,2.1398,1.8648,,1.342,5.0939,0.7703,7.1889,,,0.5108,,,6.7343,1.1552,,0.3823,3.8948,4.7829,,,0.1369,18194390462,14881647754,39518666296,4551747200,8350753072,2942216955,3860136000,9427698381,1288810471,4155497600,1137700800,21105670835,7350065950,4257835537,2533355556,3287059142,1396425934,4006177337,2962590000,655350000,,,5046289690,10580279634,15954828785,3592369008,5097456000,4110523200,12201618827,19639024207,1645000000,,,12201618827,46.2065,64.7564,56.3481,961.8908,219.6974,114.7059,446.8487,178.6673,69.1484,194.1377,37.3225,87.565,63.9504,197.3937,379.4573,140.7521,186.5556,64.868,53.5577,56.6062,,,-43.7299,31.6824,607.1771,-83.7513,173.544,94.3315,55.821,81.2752,103.7198,,,31.8519,4.9402,4.6979,8.0095,6.2339,5.4974,3.8883,8.4176,3.8924,4.7155,10.2884,10.6405,11.3411,5.8974,7.1627,8.9669,3.6766,3.749,9.4697,6.4712,15.7498,,,12.9348,5.7897,8.5156,9.7986,3.3852,3.8626,1.4054,3.2956,26.1314,,,0.8019,3.549,4.4909,6.1075,9.278,18.1871,11.1894,5.9756,15.6231,8.3166,27.022,6.7891,9.4243,11.0291,5.8681,13.6405,6.0068,5.0721,7.081,15.9511,21.5178,,,6.7324,6.1566,7.9686,10.0092,1.8975,4.2003,0.4778,4.9014,19.8382,,,0.2726
2017/9/20,1.063,2.3353,1.4813,0,-1.087,1.9324,2.588,2.3669,0.156,1.4602,1.1417,2.0186,0.8065,0,5.1775,0,2.7586,0.9994,2.2258,2.8153,,,0,0,0,-0.4902,1.2853,0,0,0.4184,-0.076,,,-0.1855,0.7063,1.9473,1.4728,,4.516,1.325,1.9615,0.6845,2.1204,0.7985,4.7295,3.5666,4.265,1.6588,3.7363,,3.2926,3.6632,1.0891,9.3866,,,0.4475,,,4.5772,2.7018,,0.3631,3.5857,4.1075,,,0.1763,18387805903,15229183241,40104054524,4551747200,8259984017,2999071389,3960036000,9650839171,1290821096,4216176400,1150689600,21531716986,7409340675,4257835537,2664520414,3287059142,1434948028,4046214087,3028530000,673800000,,,5046289690,10580279634,15954828785,3574759356,5162976000,4110523200,12201618827,19721195856,1643750000,,,12201618827,46.6976,66.2686,57.1827,961.8908,217.3094,116.9225,458.4131,182.8961,69.2562,196.9725,37.7486,89.3326,64.4662,197.3937,399.1037,140.7521,191.702,65.5162,54.7498,58.1998,,,-43.7299,31.6824,607.1771,-83.3407,175.7746,94.3315,55.821,81.6153,103.641,,,31.8608,4.9927,4.8076,8.1281,6.2339,5.4376,3.9635,8.6355,3.9845,4.7228,10.4387,10.762,11.57,5.945,7.1627,9.4311,3.6766,3.8524,9.5644,6.6153,16.1932,,,12.9348,5.7897,8.5156,9.7506,3.4287,3.8626,1.4054,3.3094,26.1116,,,0.8022,3.5867,4.5958,6.1979,9.278,17.9894,11.4056,6.1302,15.9928,8.3296,27.4166,6.8666,9.6146,11.118,5.8681,14.3467,6.0068,5.212,7.1518,16.3061,22.1236,,,6.7324,6.1566,7.9686,9.9601,1.9219,4.2003,0.4778,4.9219,19.8232,,,0.2727
2017/9/21,2.3576,-0.5851,2.7956,0,-2.5359,-1.6588,1.11,-1.8786,1.4798,-1.1071,1.0775,-3.3486,-2.8,-0.4225,2.2035,9.9975,-0.4474,-2.9994,-1.2286,-0.8905,,,-2.8235,0,0,0.6568,-2.7919,0,-1.2924,-4.0833,-2.5551,,,-0.5576,1.8974,2.2292,2.3244,,3.4179,1.2176,1.8634,0.7168,5.4595,0.4009,9.6959,3.9508,3.8593,2.4226,5.9738,0.0281,3.2652,4.0443,1.1079,12.5766,,,0.6979,,,9.3852,2.3507,,0.3421,4.5188,3.7915,,,0.1149,18821323271,15140071578,41225221807,4551747200,8050516967,2949323760,4003992000,9469537279,1309922031,4169500400,1163088000,20810715808,7201879136,4239844682,2723232303,3615683106,1428527679,3924852688,2991321000,667800000,,,4903806216,10580279634,15954828785,3598238892,5018832000,4110523200,12043924238,18915913692,1601750000,,,12043924238,47.7986,65.8809,58.7814,961.8908,211.7986,114.983,463.5014,179.4602,70.2811,194.7919,38.1553,86.3412,62.6611,196.5597,407.8978,154.8238,190.8443,63.5512,54.0771,57.6815,,,-42.4952,31.6824,607.1771,-83.8881,170.8672,94.3315,55.0996,78.2827,100.9929,,,31.7782,5.1104,4.7795,8.3554,6.2339,5.2998,3.8977,8.7313,3.9097,4.7927,10.3231,10.878,11.1826,5.7785,7.1325,9.6389,4.0441,3.8351,9.2775,6.534,16.049,,,12.5695,5.7897,8.5156,9.8146,3.333,3.8626,1.3873,3.1742,25.4444,,,0.8001,3.6712,4.5689,6.3712,9.278,17.5332,11.2164,6.1982,15.6924,8.4529,27.1131,6.9406,9.2926,10.8067,5.8433,14.6628,6.6073,5.1887,6.9373,16.1058,21.9266,,,6.5423,6.1566,7.9686,10.0255,1.8682,4.2003,0.4716,4.7209,19.3166,,,0.272
2017/9/22,-2.9412,1.8246,0.6498,0,1.8213,-1.3253,0.5988,-1.7673,-1.6117,-0.4478,7.3604,-1.1811,-2.1948,-2.1924,1.7431,9.9955,0.2247,0.8926,0.866,9.9955,,,-1.7433,0,0,-3.752,0,0,-0.6547,0.391,10.0047,,,-0.1869,0.9479,2.2432,1.8913,,4.5308,1.5138,2.2012,0.6121,2.6596,0.2097,25.73,2.5481,3.5998,1.8564,4.0733,0.0342,1.8735,2.9763,1.4227,14.8147,,,0.5189,,,5.1262,2.0055,,0.258,2.8269,11.7938,,,0.2456,18267754940,15416317734,41493111335,4551747200,8197143902,2910236336,4027968000,9302181686,1288810471,4150830000,1248696000,20564919952,7043813202,4146891935,2770701490,3977087514,1431737854,3959884844,3017226000,734550000,,,4818316132,10580279634,15954828785,3463231560,5018832000,4110523200,11965076943,18989868176,1762000000,,,11965076943,46.3928,67.0829,59.1633,961.8908,215.6561,113.4591,466.2769,176.2886,69.1484,193.9196,40.9637,85.3215,61.2858,192.2504,415.008,170.2991,191.2731,64.1184,54.5454,63.4471,,,-41.7543,31.6824,607.1771,-80.7406,170.8672,94.3315,54.7389,78.5887,111.0969,,,31.7159,4.9601,4.8667,8.4097,6.2339,5.3963,3.8461,8.7836,3.8406,4.7155,10.2769,11.6786,11.0505,5.6517,6.9761,9.8069,4.4484,3.8438,9.3603,6.5906,17.6532,,,12.3504,5.7897,8.5156,9.4464,3.333,3.8626,1.3782,3.1867,27.99,,,0.7985,3.5633,4.6523,6.4126,9.278,17.8526,11.0677,6.2354,15.4151,8.3166,26.9917,7.4514,9.1829,10.5695,5.7152,14.9184,7.2678,5.2004,6.9992,16.2453,24.1183,,,6.4283,6.1566,7.9686,9.6494,1.8682,4.2003,0.4685,4.7394,21.2492,,,0.2715
2017/9/25,-2.7382,-2.4277,-1.8412,0,-3.7479,-0.7326,-3.7698,0.1499,-1.3261,-0.0161,-2.9551,-1.5936,-0.2104,0.2892,-5.9513,9.9938,0.5605,-2.654,2.3416,-2.5934,,,-3.6964,0,0,-6.1864,2.1758,0,-2.6359,-2.6395,-0.3689,,,-0.9363,0.6739,2.6244,1.6146,,3.1922,0.7884,1.624,0.5455,1.9074,0.3688,13.7574,2.8917,2.5768,1.5312,3.5613,0.215,1.5352,3.0712,3.0634,31.834,,,0.642,,,4.9327,3.0035,,0.5146,2.8427,9.8181,,,0.1598,17767542592,15042048748,40729130089,4551747200,7889925561,2888915924,3876120000,9316127986,1271720161,4150163200,1211796000,20237192144,7028994520,4158885838,2605808525,4374550412,1439763290,3854788374,3087876000,715500000,,,4640211790,10580279634,15954828785,3248980794,5128032000,4110523200,11649687765,18488621115,1755500000,,,11649687765,45.1224,65.4543,58.074,961.8908,207.5736,112.6279,448.699,176.5529,68.2314,193.8885,39.7532,83.9618,61.1569,192.8064,390.3096,187.3185,192.3453,62.4167,55.8227,61.8017,,,-40.2109,31.6824,607.1771,-75.7456,174.585,94.3315,53.296,76.5144,110.687,,,31.459,4.8243,4.7485,8.2548,6.2339,5.194,3.8179,8.4525,3.8464,4.6529,10.2752,11.3335,10.8744,5.6398,6.9963,9.2233,4.8929,3.8653,9.1119,6.7449,17.1954,,,11.8939,5.7897,8.5156,8.862,3.4055,3.8626,1.3418,3.1025,27.8868,,,0.792,3.4657,4.5394,6.2945,9.278,17.1835,10.9867,6.0003,15.4382,8.2064,26.9873,7.2312,9.0365,10.5473,5.7318,14.0306,7.9941,5.2295,6.8134,16.6257,23.4928,,,6.1906,6.1566,7.9686,9.0524,1.9089,4.2003,0.4562,4.6143,21.1708,,,0.2693
2017/9/26,1.2012,-2.6659,0.7308,0,0.177,0.492,-1.2371,-0.998,0.0791,-0.0643,-6.5773,1.5789,1.4055,-2.3071,-2.7804,10.0037,-2.6756,1.915,4.7132,-2.7673,,,2.4053,0,0,1.355,-1.7888,0,1.1844,2.4889,-5.2264,,,0.3781,0.4405,2.9954,0.9969,,3.1274,0.6524,1.0315,0.7211,1.5451,0.3253,16.5316,2.2649,2.6411,2.0519,2.1107,0.1333,1.7364,2.404,5.646,19.4033,,,0.4096,,,2.6098,2.1282,,0.3751,2.5566,7.0067,,,0.1725,17980966527,14641046264,41026785120,4551747200,7903890031,2903129532,3828168000,9223152657,1272725473,4147496000,1132092000,20556726757,7127785729,4062934614,2533355556,4812169355,1401241195,3928606133,3233415000,695700000,,,4751823845,10580279634,15954828785,3293004924,5036304000,4110523200,11787670531,18948782352,1663750000,,,11787670531,45.6644,63.7094,58.4984,961.8908,207.941,113.1821,443.1481,174.7909,68.2854,193.7639,37.1385,85.2875,62.0165,188.3581,379.4573,206.0574,187.1989,63.6119,58.4537,60.0914,,,-41.1781,31.6824,607.1771,-76.772,171.4621,94.3315,53.9272,78.4187,104.9021,,,31.6406,4.8823,4.622,8.3151,6.2339,5.2032,3.8367,8.3479,3.808,4.6566,10.2686,10.5881,11.0461,5.7191,6.8349,8.9669,5.3824,3.7619,9.2864,7.0628,16.7196,,,12.18,5.7897,8.5156,8.982,3.3446,3.8626,1.3577,3.1798,26.4293,,,0.7966,3.5073,4.4183,6.3405,9.278,17.2139,11.0407,5.9261,15.2841,8.2128,26.97,6.7556,9.1792,10.6956,5.5995,13.6405,8.7938,5.0896,6.9439,17.4093,22.8427,,,6.3396,6.1566,7.9686,9.1751,1.8747,4.2003,0.4616,4.7291,20.0643,,,0.2708
2017/9/27,0.9644,2.9823,0.4595,0,1.7668,1.9584,0,1.4617,0.8689,0.4984,10.013,4.3045,1.3167,1.0332,0.7396,9.9966,0,3.1847,-0.9468,4.5278,,,-0.05,0,0,0.1783,0.0867,0,2.6756,5.0737,0,,,0.7533,0.4896,2.0854,1.925,,2.9309,1.1231,0.7266,0.504,1.5855,0.1798,11.7633,4.9254,3.1625,1.1342,1.1872,0.418,2.2896,4.9151,3.4557,19.1393,,,0.1783,,,2.6957,1.2999,,0.8514,4.9319,3.5206,,,0.3321,18154373474,15077693413,41215299973,4551747200,8043534732,2959983966,3828168000,9357972923,1283783909,4168166800,1245448800,21441591838,7221637378,4104913274,2552093393,5293222389,1401241195,4053720978,3202800000,727200000,,,4749449120,10580279634,15954828785,3298874808,5040672000,4110523200,12103059709,19910190650,1663750000,,,12103059709,46.1048,65.6094,58.7672,961.8908,211.6149,115.3986,443.1481,177.3458,68.8787,194.7296,40.8572,88.9587,62.833,190.3042,382.2639,226.6561,187.1989,65.6378,57.9003,62.8123,,,-41.1576,31.6824,607.1771,-76.9088,171.6108,94.3315,55.3701,82.3975,104.9021,,,31.935,4.9293,4.7598,8.3534,6.2339,5.2952,3.9118,8.3479,3.8636,4.6971,10.3198,11.6482,11.5216,5.7944,6.9055,9.0332,5.9205,3.7619,9.5821,6.9959,17.4766,,,12.1739,5.7897,8.5156,8.9981,3.3475,3.8626,1.3941,3.3411,26.4293,,,0.804,3.5411,4.5501,6.3697,9.278,17.518,11.2569,5.9261,15.5075,8.2842,27.1044,7.4321,9.5743,10.8364,5.6574,13.7414,9.6729,5.0896,7.1651,17.2444,23.8769,,,6.3364,6.1566,7.9686,9.1914,1.8764,4.2003,0.4739,4.9691,20.0643,,,0.2733
2017/9/28,-0.2572,-0.8865,2.1425,0,-0.1736,2.521,-1.357,-1.4903,-1.5662,-0.4959,3.9583,-1.7577,-2.1888,0.2922,-2.6432,0,-2.8637,-1.4815,-0.6029,-1.6502,,,-1.25,0,-5.4795,-3.8256,3.3795,0,-0.9772,0.1651,0.3606,,,-0.1869,0.4404,1.5346,1.632,,2.5493,4.1192,0.9661,0.4422,2.242,0.3422,39.9574,2.8695,2.8863,1.0833,1.6852,,2.312,3.5051,2.6633,17.5227,,,0.4142,,8.8797,3.7833,4.3492,,0.3767,2.9441,3.9945,,,0.1719,18107686989,14944025919,42098343232,4551747200,8029570262,3034605410,3776220000,9218509839,1263677662,4147496000,1294747200,21064704859,7063571444,4116907177,2484637180,5293222389,1361114013,3993665852,3183489000,715200000,,,4690081006,10580279634,15080591592,3172672302,5211024000,4110523200,11984788767,19943059309,1669750000,,,11984788767,45.9863,65.0278,60.0263,961.8908,211.2475,118.3078,437.1346,174.7028,67.7999,193.7639,42.4744,87.395,61.4577,190.8603,372.16,226.6561,181.8381,64.6654,57.5511,61.7757,,,-40.6431,31.6824,573.9071,-73.9666,177.4104,94.3315,54.829,82.5335,105.2804,,,31.92,4.9167,4.7176,8.5323,6.2339,5.286,4.0104,8.2346,3.806,4.6235,10.2686,12.1093,11.3191,5.6676,6.9257,8.7944,5.9205,3.6542,9.4402,6.9537,17.1882,,,12.0217,5.7897,8.0489,8.6538,3.4606,3.8626,1.3804,3.3466,26.5246,,,0.8037,3.532,4.5098,6.5062,9.278,17.4876,11.5407,5.8456,15.2764,8.1545,26.97,7.7263,9.406,10.5992,5.6739,13.3782,9.6729,4.9439,7.0589,17.1404,23.4829,,,6.2572,6.1566,7.532,8.8398,1.9398,4.2003,0.4693,4.9773,20.1367,,,0.2732
2017/9/29,-0.1105,0.6559,2.7575,0,-1.3043,1.5222,1.3757,1.5129,0.716,0,-0.7296,-1.6725,0.1399,0.8012,1.9608,0,1.2972,0.188,-1.2576,0.1888,,,-0.1013,0,3.6613,1.2951,-0.5868,10.0529,0.3289,-0.618,1.5721,,,0.9363,0.9973,1.2843,1.688,,2.1689,2.7018,0.807,0.4073,1.192,0.3836,25.6589,3.3308,2.4251,0.8382,1.3827,,1.1669,2.8946,2.1645,9.238,,,0.2947,,5.8683,2.2784,4.0666,3.4275,0.2977,3.4023,4.5395,,,0.1368,18087678495,15042048748,43259197853,4551747200,7924836736,3080799638,3828168000,9357972923,1272725473,4147496000,1285300800,20712397466,7073450564,4149890410,2533355556,5293222389,1378769974,4001172743,3143454000,716550000,,,4685331557,10580279634,15632741398,3213761490,5180448000,4523750400,12024212414,19819801835,1696000000,,,12024212414,45.9354,65.4543,61.6815,961.8908,208.4921,120.1087,443.1481,177.3458,68.2854,193.7639,42.1645,85.9333,61.5437,192.3894,379.4573,226.6561,184.1969,64.7869,56.8274,61.8924,,,-40.6019,31.6824,594.9197,-74.9245,176.3695,103.8146,55.0094,82.0234,106.9355,,,32.2598,4.9112,4.7485,8.7676,6.2339,5.217,4.0715,8.3479,3.8636,4.6566,10.2686,12.021,11.1297,5.6755,6.9811,8.9669,5.9205,3.7016,9.4579,6.8663,17.2206,,,12.0095,5.7897,8.3436,8.7659,3.4403,4.2509,1.385,3.3259,26.9416,,,0.8122,3.5281,4.5394,6.6856,9.278,17.2595,11.7164,5.9261,15.5075,8.2128,26.97,7.6699,9.2487,10.614,5.7194,13.6405,9.6729,5.008,7.0722,16.9249,23.5273,,,6.2508,6.1566,7.8077,8.9543,1.9284,4.6225,0.4709,4.9465,20.4533,,,0.2761
2017/10/9,-1.1799,3.91,0.4587,0,3.9648,-0.5767,2.5052,1.7387,1.1058,1.672,2.2049,3.2041,3.7709,1.0838,1.8738,10.0015,0.2328,-1.0006,0.4645,1.7794,,,2.3315,0,-2.4283,-0.1826,0.8432,4.6875,-0.1639,0.4975,0.1916,,,0.1855,0.9868,3.971,1.5914,,4.0929,2.0533,1.1948,0.8066,1.9217,0.3407,22.8254,3.1487,4.0293,1.419,1.7182,0.3975,2.1604,3.7905,1.34,13.608,,,0.4129,,4.8591,2.3426,3.0275,9.0077,0.5145,2.9026,5.2421,,,0.3225,17874254560,15630185725,43457634541,4551747200,8239037312,3063032627,3924072000,9751136973,1286799846,4216843200,1313640000,21376046277,7340186829,4194867546,2580824743,5822626579,1381980148,3961135993,3158055000,729300000,,,4794568887,10580279634,15253138406,3207891606,5224128000,4735801200,12004500591,19918407815,1699250000,,,12004500591,45.3934,68.0136,61.9645,961.8908,216.7583,119.4161,454.2499,180.4293,69.0405,197.0037,43.0942,88.6867,63.8645,194.4745,386.5674,249.3252,184.6258,64.1387,57.0914,62.9936,,,-41.5486,31.6824,580.4736,-74.7877,177.8566,108.6809,54.9192,82.4315,107.1404,,,32.38,4.8533,4.9342,8.8078,6.2339,5.4239,4.048,8.557,3.9308,4.7081,10.4403,12.286,11.4864,5.8895,7.0568,9.1349,6.5126,3.7102,9.3633,6.8982,17.5271,,,12.2895,5.7897,8.141,8.7499,3.4693,4.4501,1.3827,3.3425,26.9932,,,0.8152,3.4865,4.7168,6.7162,9.278,17.9438,11.6488,6.0745,15.7771,8.3037,27.4209,7.839,9.545,11.0143,5.7814,13.8961,10.6403,5.0196,7.0014,17.0035,23.9459,,,6.3966,6.1566,7.6182,8.9379,1.9446,4.8392,0.4701,4.9711,20.4925,,,0.2772
2017/10/10,0.1119,2.4515,-2.2374,0,0.1695,0.348,0.5092,-2.2949,0.625,-0.2214,0.8989,-1.6481,4.1723,2.7877,3.4366,10.007,3.7166,-0.6317,0.6861,3.7227,,,-0.0495,0,0.5279,1.9213,1.3378,-1.7222,0.821,-3.2591,1.2358,,,0,0.556,4.3353,2.4968,,2.7415,1.6773,1.1561,0.9851,2.3475,0.2799,17.9263,2.6409,7.6388,2.492,2.7367,0.5544,3.4276,2.7728,1.3062,16.8427,,,0.3514,,2.659,2.4561,2.5321,4.6338,0.3498,3.3091,4.5167,,,0.2292,17894263054,16013365877,42485294772,4551747200,8253001782,3073692834,3944052000,9527355997,1294842345,4207508000,1325448000,21023738883,7646439577,4311808100,2669517171,6405298992,1433342941,3936113024,3179721000,756450000,,,4792194162,10580279634,15333660253,3269525388,5294016000,4654243200,12103059709,19269251784,1720250000,,,12103059709,45.4442,69.6809,60.5781,961.8908,217.1257,119.8317,456.5628,176.2886,69.472,196.5675,43.4816,87.225,66.5291,199.8959,399.8522,274.2753,191.4876,63.7335,57.483,65.3387,,,-41.528,31.6824,583.5379,-76.2246,180.2359,106.8093,55.3701,79.745,108.4645,,,32.2729,4.8587,5.0552,8.6108,6.2339,5.4331,4.0621,8.6006,3.8406,4.7375,10.4172,12.3965,11.297,6.1352,7.2535,9.4488,7.1643,3.8481,9.3041,6.9455,18.1795,,,12.2835,5.7897,8.184,8.918,3.5157,4.3735,1.3941,3.2335,27.3268,,,0.8125,3.4904,4.8325,6.566,9.278,17.9742,11.6894,6.1055,15.4151,8.3556,27.3602,7.9095,9.3877,11.4738,5.9425,14.3736,11.7051,5.2062,6.9572,17.1202,24.8373,,,6.3934,6.1566,7.6584,9.1097,1.9707,4.7559,0.4739,4.8091,20.7457,,,0.2762
