ÈÕÆÚ,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH
2017/5/23,-3.6075,-2.5346,-2.9605,-1.7187,-1.3838,0,-1.42,1.7735,-4.842,-4.7965,-3.5317,-0.9288,-1.8391,-4.2599,-3.4419,-4.191,-4.7114,-5.5267,,,,-0.1435,-6.2851,-3.6897,,,,-2.8424,-5.3245,-1.8273,-1.0929,-1.936,-2.323,,-3.1779,,-1.9637,-10.0084,0.7617,-2.2157,-4.8577,0.8055,1.0704,1.1478,1.0971,1.2924,,1.6344,1.7696,2.1698,1.3434,1.2651,0.9161,0.714,0.6287,0.8806,0.496,2.8556,3.0569,,,,1.232,2.0051,1.9417,0.0279,,,0.9347,1.3838,1.5159,0.5869,7.7852,3.2912,,2.1329,,1.0716,4.8966,11.4984,2.0703,4.0829,4588938839,6874157087,4459153354,7246643846,7269903732,3879509339,12148176880,1962693937,5936402591,4326041427,13410727459,6228770400,7145717425,5735175157,3637769610,6596956800,3986835359,1547000000,,,,20431245190,1160798079,3893697370,290940000,,,16255890519,3211262825,10154250000,7945506158,1179804500,2099040000,,2746379400,,5237409751,910227600,2114328000,1312179000,3073781250,112.7447,87.9529,34.3229,39.9258,38.8337,-39.2552,37.9703,224.2524,86.0107,-78.7318,180.5496,49.4407,54.7769,49.1675,35.3319,268.2786,34.5352,33.7599,,,,34.0472,97.7524,37.0849,25.6515,,,21.7268,-15.3033,26.0663,121.2525,55.6332,33.1967,,23.7436,,60.7364,61.6459,36.1445,73.3134,41.3345,6.4427,1.7003,0.9549,1.8178,2.4276,9.1589,5.1129,7.9151,8.9398,4.1535,9.5288,4.0594,2.1244,2.463,4.0346,3.9513,6.7995,6.0203,,,,7.0516,4.2075,5.9449,2.4707,,,3.2209,2.6291,4.8399,2.1348,8.6861,6.2351,,2.9433,,5.0557,6.671,10.4347,4.1897,6.1342,14.8543,2.7299,0.1191,1.0998,2.0581,10.5253,7.8539,14.1237,19.6293,5.8943,3.0984,3.2392,1.886,5.989,4.9376,24.3649,3.8573,5.6465,,,,12.4891,7.5992,4.7348,1.1103,,,1.9039,5.4382,6.6753,1.2014,3.7754,5.4343,,4.7611,,7.821,9.8325,5.8517,2.8983,7.0344
2017/5/24,4.3413,-2.3641,1.4407,0.0648,1.1817,0,-0.3324,0.067,1.4947,0.3053,3.661,-0.1563,0.4684,-0.1112,2.2158,1.052,0.4944,0.8403,,,,-0.3387,2.1557,2.3944,10.0089,,,2.039,0.1757,-1.4181,0,3.6468,3.5216,,0.4995,,-0.5393,-2.0872,1.932,1.1971,0.5764,0.8235,1.079,0.8676,0.6249,1.3094,,1.2347,1.0599,1.9785,1.1363,1.759,0.8144,0.5838,0.5273,0.6711,0.5173,2.7137,1.8565,,,,0.9957,1.007,1.3692,0.0059,,,0.8804,1.293,1.2918,0.4623,5.9253,4.4135,,1.4946,,1.1263,2.9876,9.4367,1.2809,1.5812,4788159237,6711647463,4523395393,7251337268,7355811014,3879509339,12107795128,1964009415,5982551304,4339250714,13901700204,6219037946,7179186828,5728795652,3718375295,6666360000,4006547772,1560000000,,,,20166921462,1185821271,3986929131,320060000,,,16587349279,3216906521,10010250000,7945506158,1222830000,2172960000,,2760096600,,5209164860,891229080,2155176000,1327887000,3091500000,117.6393,85.8736,34.8174,39.9517,39.2926,-39.2552,37.8441,224.4027,86.6793,-78.9722,187.1596,49.3634,55.0335,49.1128,36.1148,271.1011,34.706,34.0436,,,,33.6067,99.8596,37.9729,28.2189,,,22.1698,-15.3302,25.6967,121.2525,57.6621,34.3657,,23.8622,,60.4089,60.3592,36.8428,74.191,41.5728,6.7224,1.6601,0.9687,1.819,2.4563,9.1589,5.0959,7.9204,9.0093,4.1662,9.8776,4.0531,2.1343,2.4603,4.124,3.9929,6.8331,6.0709,,,,6.9604,4.2982,6.0872,2.718,,,3.2865,2.6337,4.7712,2.1348,9.0029,6.4547,,2.958,,5.0284,6.5318,10.6363,4.2399,6.1695,15.4991,2.6654,0.1208,1.1005,2.0825,10.5253,7.8277,14.1332,19.7819,5.9123,3.2119,3.2341,1.8949,5.9823,5.047,24.6212,3.8763,5.6939,,,,12.3275,7.7631,4.8481,1.2214,,,1.9427,5.4478,6.5807,1.2014,3.9131,5.6257,,4.7849,,7.7788,9.6273,5.9648,2.933,7.075
2017/5/25,-0.7174,1.0896,1.7544,1.5574,0.219,0,0.1112,-0.7368,3.9271,1.5221,-1.5079,1.8779,1.3986,1.7817,0.2828,0.6575,-1.2915,-0.6731,,,,-1.0194,0.1758,0.1276,9.9919,,,1.3901,1.0526,0.4495,0.8287,-0.0529,-0.1988,,1.6329,,0.2711,-2.4817,-1.5657,2.9573,0.1638,0.7837,1.6555,0.951,0.7629,1.3875,,0.9271,0.8267,2.8697,0.9567,0.9268,0.7437,0.5518,0.5462,0.7839,0.4427,3.8935,2.3497,,,,0.973,1.2616,1.616,0.0054,,,0.8843,1.2041,1.1405,0.4584,5.5021,4.3181,,1.7305,,0.4134,2.5643,9.5241,1.703,1.582,4753810893,6784776794,4602753207,7345205712,7371918630,3879509339,12121255712,1949539152,6217490205,4405297148,13692071391,6335827391,7279595035,5830867735,3728889080,6710193600,3954802690,1549500000,,,,19961336340,1187906537,3992014500,352040000,,,16817929287,3250768694,10055250000,8011352895,1222183000,2168640000,,2805167400,,5223287306,869111400,2121432000,1367157000,3096562500,116.7954,86.8093,35.4283,40.4688,39.3787,-39.2552,37.8861,222.7494,90.0833,-80.1742,184.3373,50.2904,55.8032,49.9879,36.2169,272.8836,34.2577,33.8145,,,,33.2641,100.0352,38.0213,31.0385,,,22.478,-15.4916,25.8122,122.2574,57.6316,34.2974,,24.2519,,60.5727,58.8613,36.2659,76.3851,41.6408,6.6742,1.6782,0.9857,1.8425,2.4617,9.1589,5.1016,7.862,9.3631,4.2296,9.7287,4.1292,2.1642,2.5041,4.1357,4.0191,6.7448,6.03,,,,6.8895,4.3058,6.095,2.9896,,,3.3322,2.6615,4.7927,2.1525,8.9981,6.4419,,3.0063,,5.042,6.3697,10.4697,4.3653,6.1796,15.3879,2.6944,0.1229,1.1148,2.087,10.5253,7.8364,14.0291,20.5587,6.0023,3.1635,3.2949,1.9214,6.0889,5.0612,24.7831,3.8263,5.6556,,,,12.2018,7.7767,4.8543,1.3435,,,1.9697,5.5051,6.6102,1.2113,3.911,5.6145,,4.863,,7.7999,9.3884,5.8714,3.0197,7.0866
2017/5/26,-1.5896,0.12,0,-0.5112,-5.4625,0,-0.3331,0.2699,0.2699,0,-2.8606,-0.1536,-0.9195,0.6565,0.7519,-0.871,-3.4268,0.5486,,,,-0.8828,-0.8192,-1.8259,9.9705,,,-2.2279,0,-1.0094,-0.274,-0.2647,0.3984,,2.3751,,0.0386,1.2072,1.9255,0.4103,1.1717,0.6161,1.4053,0.5792,0.4297,3.2413,,0.596,0.6165,2.0421,0.6797,1.795,0.5009,0.6247,0.2274,0.9166,0.2666,3.8273,1.92,,,,1.8848,0.7504,1.2424,0.0015,,,1.2935,0.922,0.9424,0.3804,4.6546,2.6803,,2.6203,,0.3607,1.5899,10.8582,0.7834,2.2427,4678244535,6776651312,4602753207,7307658334,6969228246,3879509339,12080873961,1954801066,6234271555,4405297148,13300396505,6326094938,7212656230,5869144766,3756925840,6651748800,3819279856,1558000000,,,,19785120522,1178175296,3919124214,387140000,,,16443236775,3250768694,9708750000,7989403983,1218948000,2177280000,,2871793800,,5225304798,879603120,2162280000,1372767000,3132843750,114.9388,86.7053,35.4283,40.262,37.2276,-39.2552,37.7599,223.3506,90.3264,-80.1742,179.0642,50.2132,55.29,50.316,36.4892,270.5069,33.0838,34,,,,32.9705,99.2158,37.3271,34.1332,,,21.9772,-15.4916,24.9227,121.9224,57.479,34.434,,24.8279,,60.5961,59.5719,36.9642,76.6985,42.1287,6.5681,1.6762,0.9857,1.8331,2.3272,9.1589,5.0846,7.8832,9.3883,4.2296,9.4504,4.1229,2.1443,2.5205,4.1668,3.9841,6.5137,6.0631,,,,6.8286,4.2705,5.9837,3.2876,,,3.258,2.6615,4.6275,2.1466,8.9743,6.4675,,3.0777,,5.044,6.4466,10.6713,4.3832,6.252,15.1433,2.6912,0.1229,1.1091,1.973,10.5253,7.8103,14.0669,20.6142,6.0023,3.073,3.2898,1.9037,6.1289,5.0993,24.5673,3.6952,5.6866,,,,12.0941,7.713,4.7657,1.4774,,,1.9258,5.5051,6.3824,1.208,3.9007,5.6368,,4.9785,,7.8029,9.5017,5.9845,3.0321,7.1696
2017/5/31,1.6153,-2.1583,-2.2989,-0.7065,-0.6934,0,-0.7799,-1.3459,-1.2113,-0.7496,2.5715,-0.4615,-0.232,0.3261,0.0933,0,-1.0968,0.0642,,,,1.8308,1.0619,0.2595,10.0067,,,-1.4023,0,-2.8273,-0.2747,-1.3535,-0.7496,,-0.5459,,-0.888,-2.2566,-0.6982,0.6539,0.6194,0.7095,1.1038,1.3652,0.6777,1.4169,,0.6448,0.6737,1.6391,0.5409,1.0734,0.6458,0.4648,0.2934,0.6669,0.3755,2.5962,2.8976,,,,1.6305,1.1384,1.3915,0.0397,,,1.0424,1.0254,1.2523,0.3904,7.6385,3.9362,,2.0205,,0.5668,2.5418,11.1745,1.5374,1.5315,4753810893,6630392651,4496942789,7256030690,6920905400,3879509339,11986649874,1928491496,6158755479,4372273931,13642422462,6296897576,7195921529,5888283281,3760430435,6651748800,3777390980,1559000000,,,,20147341927,1190686892,3929294952,425880000,,,16212656768,3250768694,9434250000,7967455071,1202449500,2160960000,,2856117000,,5178902477,859753920,2147184000,1381743000,3152250000,116.7954,84.834,34.6138,39.9775,36.9695,-39.2552,37.4654,220.3445,89.2323,-79.5732,183.6689,49.9814,55.1617,50.4801,36.5232,270.5069,32.7209,34.0218,,,,33.5741,100.2694,37.424,37.5488,,,21.669,-15.4916,24.218,121.5875,56.7011,34.1759,,24.6924,,60.0579,58.2275,36.7062,77.2,42.3897,6.6742,1.64,0.963,1.8202,2.3111,9.1589,5.045,7.7771,9.2746,4.1979,9.6934,4.1038,2.1393,2.5288,4.1707,3.9841,6.4423,6.067,,,,6.9537,4.3158,5.9992,3.6166,,,3.2123,2.6615,4.4967,2.1407,8.8528,6.4191,,3.0609,,4.9992,6.3011,10.5968,4.4119,6.2908,15.3879,2.6331,0.1201,1.1012,1.9593,10.5253,7.7494,13.8776,20.3645,5.9573,3.152,3.2746,1.8993,6.1489,5.1041,24.5673,3.6546,5.6903,,,,12.3155,7.7949,4.778,1.6253,,,1.8988,5.5051,6.202,1.2047,3.8479,5.5946,,4.9513,,7.7336,9.2873,5.9427,3.0519,7.214
2017/6/1,-4.6243,-6.25,-1.5126,-3.7516,-2.405,0,-2.1336,-7.9127,0.3406,-2.1148,-1.7792,-4.0185,-1.6279,-3.0336,-3.6347,-4.9973,-6.7841,-3.8807,,,,-0.9232,-6.3047,-6.3848,10.0122,,,-4.0889,-0.3472,-1.431,-3.0303,-10.0081,-3.6428,,-1.578,,-0.1558,-8.4763,-8.354,-2.5985,-1.258,0.731,2.4948,1.1417,0.9974,1.5598,,1.4834,1.0849,2.0398,0.676,0.6338,0.6122,0.5693,0.349,0.6487,0.571,4.4064,2.6074,,,,0.7184,1.2557,2.8141,0.0607,,,1.4356,1.0323,1.0498,0.4353,9.1508,4.197,,1.7688,,1.1569,2.522,11.0565,1.1666,1.6482,4533981487,6215993110,4428921805,6983812204,6754460041,3879509339,11730898782,1775895989,6179732167,4279808923,13399694363,6043853779,7078778620,5709657136,3623751230,6319344000,3521129622,1498500000,,,,19961336340,1115617315,3678416758,468520000,,,15549739246,3239481303,9299250000,7726017038,1082107500,2082240000,,2811046200,,5170832509,786879000,1967808000,1345839000,3112593750,111.3944,79.5318,34.0902,38.4777,36.0804,-39.2552,36.666,202.9094,89.5362,-77.8904,180.401,47.9729,54.2638,48.9487,35.1957,256.9889,30.5011,32.7015,,,,33.2641,93.9477,35.0345,41.3083,,,20.783,-15.4378,23.8715,117.903,51.0264,32.931,,24.3027,,59.9644,53.292,33.6397,75.194,41.8564,6.3655,1.5375,0.9485,1.7519,2.2555,9.1589,4.9373,7.1618,9.3062,4.1091,9.5209,3.9389,2.1045,2.4521,4.0191,3.785,6.0052,5.8315,,,,6.8895,4.0437,5.6162,3.9787,,,3.0809,2.6522,4.4324,2.0758,7.9668,6.1852,,3.0126,,4.9914,5.767,9.7116,4.2972,6.2116,14.6764,2.4685,0.1183,1.0599,1.9122,10.5253,7.5841,12.7795,20.4339,5.8313,3.0959,3.143,1.8684,5.9623,4.9185,23.3396,3.4067,5.4694,,,,12.2018,7.3035,4.473,1.788,,,1.8212,5.486,6.1132,1.1682,3.4628,5.3908,,4.8732,,7.7216,8.5001,5.4462,2.9726,7.1232
2017/6/2,2.0455,0.5229,1.2799,1.2097,2.3052,0,-2.4096,1.8519,-0.8826,1.2346,0.8646,0.6441,1.4184,0.4469,1.7408,-4.6243,2.1693,2.2022,,,,-2.4522,5.919,1.1521,9.9889,,,1.2048,0.5226,1.984,0.5682,6.009,2.0055,,0.1394,,-0.4292,3.5315,2.7978,4.7103,-1.4367,0.7473,0.9251,0.8902,0.7166,1.5554,,1.6711,2.1814,2.4023,0.6728,0.9363,0.5478,0.8541,0.2876,0.8397,1.181,3.0812,2.8533,,,,0.6962,2.382,0.9353,0.1132,,,1.2932,1.2056,1.7725,0.5578,7.1795,2.6874,,1.9216,,0.4174,2.4526,6.3976,2.3041,2.5305,4626722018,6248495035,4485605958,7068293803,6910166989,3879509339,11448226522,1808782951,6125192779,4332646070,13515541865,6082783594,7179186828,5735175157,3686833940,6027120000,3597515219,1531500000,,,,19471847955,1181650739,3720794831,515320000,,,15841501756,3256412390,9483750000,7769914862,1147131000,2124000000,,2814965400,,5148640094,814667880,2022864000,1409232000,3067875000,113.6729,79.9477,34.5266,38.9432,36.9121,-39.2552,35.7825,206.6669,88.746,-78.852,181.9607,48.2819,55.0335,49.1675,35.8084,245.1051,31.1628,33.4217,,,,32.4484,99.5084,35.4381,45.4345,,,21.1729,-15.5185,24.3451,118.5729,54.0925,33.5914,,24.3366,,59.707,55.1741,34.5809,78.7359,41.2551,6.4957,1.5456,0.9606,1.7731,2.3075,9.1589,4.8183,7.2944,9.2241,4.1599,9.6032,3.9643,2.1343,2.463,4.089,3.61,6.1355,5.9599,,,,6.7205,4.2831,5.6809,4.3762,,,3.1388,2.6661,4.5203,2.0876,8.4456,6.3093,,3.0168,,4.97,5.9707,9.9833,4.4996,6.1224,14.9766,2.4814,0.1198,1.0727,1.9563,10.5253,7.4013,13.0162,20.2536,5.9033,3.1227,3.1633,1.8949,5.989,5.0042,22.2603,3.4806,5.5899,,,,11.9026,7.7358,4.5245,1.9666,,,1.8553,5.5147,6.2345,1.1748,3.6709,5.4989,,4.88,,7.6885,8.8003,5.5986,3.1127,7.0209
2017/6/5,-0.0742,0.5202,1.0952,0.996,2.5641,0,5.1734,0.5091,0.411,0.7622,0.9388,1.12,0,0.7786,-0.2852,-0.6061,0.7534,1.3712,,,,1.5586,0,0.82,9.9899,,,0.8242,0.3466,3.0605,0.565,1.41,1.0847,,0.9746,,0.6661,0.4177,0.2195,3.5828,2.3341,0.8373,0.7866,0.8621,0.5099,2.1106,,0.9332,0.9079,1.149,0.6105,0.9344,0.3913,0.5107,0.2083,0.4656,0.4942,2.2612,2.1325,,,,0.6421,1.4105,0.7822,0.0659,,,1.1161,0.8973,0.9569,0.4392,6.418,2.2137,,1.3002,,0.3336,1.7867,6.64,3.2112,1.8766,4623287183,6280996960,4534732224,7138695136,7087350758,3879509339,12040492209,1817991301,6150364804,4365669287,13642422462,6150910770,7179186828,5779831693,3676320155,5990592000,3624619786,1552500000,,,,19775330754,1181650739,3751307044,566800000,,,15972063584,3267699781,9774000000,7813812686,1163306000,2147040000,,2842399800,,5182937462,818070600,2027304000,1459722000,3070406250,113.5886,80.3636,34.9047,39.3311,37.8586,-39.2552,37.6337,207.7191,89.1107,-79.453,183.6689,48.8227,55.0335,49.5503,35.7063,243.6196,31.3976,33.8799,,,,32.9542,99.5084,35.7287,49.9734,,,21.3474,-15.5723,25.0902,119.2428,54.8553,33.9558,,24.5738,,60.1047,55.4045,34.6568,81.5568,41.2891,6.4909,1.5536,0.9711,1.7907,2.3666,9.1589,5.0676,7.3315,9.262,4.1916,9.6934,4.0087,2.1343,2.4822,4.0774,3.5881,6.1817,6.0417,,,,6.8253,4.2831,5.7275,4.8133,,,3.1646,2.6753,4.6586,2.0994,8.5647,6.3777,,3.0462,,5.0031,5.9956,10.0052,4.6608,6.1274,14.9654,2.4943,0.1211,1.0834,2.0065,10.5253,7.7842,13.0824,20.3368,5.9483,3.152,3.1987,1.8949,6.0356,4.9899,22.1254,3.5068,5.6665,,,,12.0881,7.7358,4.5616,2.163,,,1.8706,5.5338,6.4253,1.1815,3.7226,5.5586,,4.9276,,7.7397,8.837,5.6109,3.2242,7.0267
2017/6/6,1.1144,0.5175,0.25,0.6575,0,0,0.6149,3.0391,-0.1364,0.6051,1.9005,0.9494,0.9324,1.3245,0.6673,3.1707,2.1074,0.4509,,,,-3.0693,0.1765,0.3615,10,,,0.545,1.8998,-0.1381,1.4045,-0.0278,-0.1805,,0.8618,,-0.0389,1.1092,-0.1752,2.9977,0,0.6079,1.0227,0.7893,0.4528,1.198,,0.6117,1.0075,1.2776,0.8156,0.9438,0.3346,0.6249,0.3926,0.4269,0.497,2.4557,1.8389,,,,1.0745,0.9573,0.7032,0.0727,,,0.8207,1.923,0.8194,0.76,3.8312,1.2813,,1.2493,,0.3708,1.6083,4.5831,3.9652,1.5554,4674809700,6313498885,4546069055,7185629358,7087350758,3879509339,12114525420,1873241398,6141974129,4392087861,13901700204,6209305493,7246125633,5856385755,3700852320,6180537600,3701005383,1559500000,,,,19168365157,1183736005,3764868028,623480000,,,16059104802,3329780434,9760500000,7923557246,1162982500,2124000000,,2866894800,,5180919970,827144520,2023752000,1503480000,3070406250,114.8544,80.7794,34.992,39.5897,37.8586,-39.2552,37.8651,214.0318,88.9891,-79.9338,187.1596,49.2862,55.5466,50.2066,35.9446,251.3441,32.0593,34.0327,,,,31.9427,99.684,35.8579,54.9708,,,21.4638,-15.8681,25.0555,120.9176,54.84,33.5914,,24.7855,,60.0813,56.019,34.5961,84.0016,41.2891,6.5633,1.5617,0.9736,1.8025,2.3666,9.1589,5.0988,7.5543,9.2493,4.2169,9.8776,4.0468,2.1542,2.5151,4.1046,3.7019,6.312,6.0689,,,,6.6158,4.2906,5.7482,5.2947,,,3.1819,2.7261,4.6522,2.1289,8.5623,6.3093,,3.0724,,5.0011,6.0621,9.9876,4.8006,6.1274,15.1322,2.5072,0.1214,1.0905,2.0065,10.5253,7.8321,13.48,20.309,5.9843,3.2119,3.2291,1.9126,6.1156,5.0232,22.8269,3.5807,5.6921,,,,11.7171,7.7494,4.5781,2.3793,,,1.8808,5.6389,6.4165,1.198,3.7216,5.4989,,4.97,,7.7367,8.9351,5.6011,3.3208,7.0267
2017/6/7,1.9838,3.0888,2.9094,3.8537,2.6515,0,0.8333,1.7556,3.347,1.6541,1.1905,1.8809,2.0785,0.9804,2.4621,1.5957,3.2623,2.629,,,,0.6129,1.9378,1.3057,10.0083,,,2.5294,1.8644,2.9046,1.662,5.7302,2.8249,,3.8619,,2.1807,7.5077,2.8521,0.0373,2.7755,0.8185,1.4306,2.0366,1.3417,2.0615,,0.7222,1.0609,3.1032,1.2258,1.0024,0.7811,0.9387,0.5594,1.0765,0.4852,3.009,3.6212,,,,0.9637,1.3458,1.1478,0.1822,,,1.3819,2.0294,0.8474,0.9874,12.0463,4.2743,,3.9122,,1.018,4.8567,8.2537,4.45,1.5916,4767550230,6508510433,4678332078,7462541266,7275272938,3879509339,12215479799,1906128361,6347545668,4464738938,14067196635,6326094938,7396737944,5913801302,3791971790,6279163200,3821743908,1600500000,,,,19285842369,1206673931,3814026593,685880000,,,16465297155,3391861086,10044000000,8055250719,1229623500,2184000000,,2977612200,,5293899533,889244160,2081472000,1504041000,3155625000,117.1329,83.2745,36.01,41.1153,38.8624,-39.2552,38.1806,217.7894,91.9676,-81.2561,189.3877,50.2132,56.7011,50.6988,36.8296,255.3549,33.1051,34.9274,,,,32.1385,101.6157,36.3261,60.4724,,,22.0067,-16.164,25.7833,122.9273,57.9824,34.5403,,25.7366,,61.3915,60.2248,35.5828,84.033,42.4351,6.6935,1.6099,1.0019,1.872,2.4294,9.1589,5.1413,7.687,9.5589,4.2867,9.9952,4.1229,2.199,2.5397,4.2056,3.761,6.5179,6.2285,,,,6.6563,4.3738,5.8232,5.8246,,,3.2624,2.777,4.7873,2.1643,9.0529,6.4875,,3.1903,,5.1102,6.5172,10.2725,4.8023,6.2975,15.4324,2.5847,0.1249,1.1326,2.0597,10.5253,7.8974,13.7167,20.9888,6.0833,3.2501,3.2898,1.9523,6.1755,5.1469,23.1912,3.6975,5.8417,,,,11.7889,7.8996,4.6379,2.6175,,,1.9284,5.744,6.6028,1.218,3.9348,5.6542,,5.1607,,7.9054,9.6059,5.7608,3.3221,7.2217
2017/6/8,5.9078,-0.3745,-0.6462,-0.3145,-0.8856,0,-0.2755,2.7605,-0.9914,-0.2959,-0.3529,0.3077,-0.6787,0.1079,-0.4621,0.1163,-0.6447,-0.125,,,,2.5381,-0.5184,-0.2667,10.0076,,,1.5859,-0.4992,2.733,5.4496,0.5525,0,,0.0987,,0,0.0319,-1.7918,0.1492,-1.0695,3.1307,1.0917,0.9835,0.6823,1.5921,,0.5997,1.207,1.9506,0.9444,0.6474,0.7506,0.5026,0.2933,0.8493,0.4496,2.246,3.3521,,,,1.1376,1.4859,1.4247,0.4184,,,1.4204,1.3292,1.3205,2.5405,8.4935,3.1488,,3.4637,,0.4125,3.4776,7.2851,3.9637,1.6942,5049206656,6484133990,4648100530,7439074155,7210842476,3879509339,12181828339,1958747501,6284615605,4451529652,14017547706,6345559845,7346533840,5920180807,3774448815,6286468800,3797103392,1598500000,,,,19775330754,1200418133,3803855855,754520000,,,16726420810,3374929999,10318500000,8494228959,1236417000,2184000000,,2980551600,,5293899533,889527720,2044176000,1506285000,3121875000,124.0529,82.9626,35.7773,40.986,38.5182,-39.2552,38.0755,223.8015,91.0558,-81.0156,188.7192,50.3677,56.3163,50.7535,36.6594,255.652,32.8917,34.8838,,,,32.9542,101.0889,36.2292,66.5242,,,22.3557,-16.0833,26.488,129.6263,58.3028,34.5403,,25.762,,61.3915,60.244,34.9452,84.1583,41.9812,7.0889,1.6039,0.9954,1.8661,2.4079,9.1589,5.1271,7.8992,9.4641,4.274,9.9599,4.1356,2.1841,2.5425,4.1862,3.7653,6.4759,6.2207,,,,6.8253,4.3511,5.8077,6.4075,,,3.3141,2.7631,4.9182,2.2823,9.1029,6.4875,,3.1935,,5.1102,6.5193,10.0884,4.8095,6.2302,16.3441,2.575,0.1241,1.129,2.0414,10.5253,7.8756,14.0953,20.7807,6.0653,3.2386,3.2999,1.9391,6.1822,5.1231,23.2181,3.6737,5.8344,,,,12.0881,7.8586,4.6255,2.8794,,,1.959,5.7154,6.7833,1.2843,3.9566,5.6542,,5.1658,,7.9054,9.6089,5.6576,3.327,7.1445
