ÈÕÆÚ,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH
2016/10/21,-1.2034,0,-0.6275,-0.9188,-0.625,0,-0.9578,0.4399,0,-0.9045,-1.6818,-0.3941,0.1047,4.8336,-1.7471,-1.4213,-0.736,0.3559,-0.5614,-2.1527,-0.9,-0.9646,0,0,-1.9101,-0.8248,,,-1.0321,-1.9139,0,-0.2587,-0.0998,-2.2472,-0.3843,-1.4859,-3.0895,,,0,,,,1.2733,,1.1904,0.865,1.3343,1.2763,1.1544,7.0091,1.0712,2.854,1.4398,0.6679,2.8067,9.8557,3.8784,1.6986,0.9602,8.0938,1.1652,0.7136,1.2915,1.3219,,,10.6753,6.2772,,,1.0327,0.6277,,0.8341,0.3478,3.2015,0.2941,3.227,3.9084,,,,,,0.0363,12108643226,5085723734,3634218126,5240124884,6648135202,3822582923,3057286596,3646037430,4351633221,5838249463,5583160959,6641874194,1434000000,3961377536,2343676785,6104041714,25557625121,10143654954,2451685380,4544511833,2351125308,2493509726,1928110142,1791600000,2723760000,1262500000,,,5482176725,36174359073,15387257939,9678670127,8139851720,13619119616,13160348640,2124252000,1695750000,,,3394364933,,,308315400,22.9751,101.3042,-326.499,47.9457,57.9558,73.917,69.9483,76.4519,41.3654,51.8497,49.7074,53.8996,108.9679,84.6459,203.3543,147.225,40.0969,38.2981,63.0511,160.3353,32.1311,72.1487,87.5577,267.4838,153.583,111.6836,,,180.0542,30.6607,37.9353,149.5216,23.6544,33.6782,32.605,79.1252,80.2016,,,37.9027,,,31.8649,2.6321,3.3625,19.9296,5.8123,4.8953,6.9471,6.6977,2.8828,3.9171,5.0703,4.3147,6.03,9.3204,4.7483,2.4922,3.294,7.9931,11.2562,7.5281,4.7716,7.0168,6.3507,11.0125,18.845,42.5433,9.1479,,,2.8086,4.9436,3.4344,4.1427,2.2109,3.3424,6.0484,4.9762,10.1807,,,3.2196,,,2.9088,2.2538,2.4416,37.1051,5.0324,5.0281,6.1092,3.1264,18.3756,5.6846,5.8111,6.2551,10.8522,19.7014,23.4772,5.3866,9.4668,11.7125,11.1493,13.1623,8.9625,6.981,11.8683,20.3475,38.0036,35.1656,12.0432,,,0.9815,4.116,4.402,3.6865,2.4622,6.1202,4.4222,13.7272,23.9056,,,1.8365,,,5.5765
2016/10/24,1.5834,0,0,1.1128,0.1048,0.6413,2.6374,-1.9465,1.3382,0.1014,0.3947,0.3956,0.2354,0.907,1.2701,0.4119,0.9886,-0.2955,1.8349,0.9429,0.0956,0.9199,0,0,0.5155,0.1584,,,0.5794,0.6098,0,-0.9336,1.0989,-0.3135,0.2315,0.3017,1.7444,,,4.1581,,,10.0368,1.5249,,0.9802,0.6861,1.0966,1.6349,2.4729,3.9932,1.8653,1.9947,1.3561,0.5921,2.4334,5.2855,3.2125,1.1721,0.7202,3.6259,2.0714,1.047,1.4463,1.5342,,,8.586,5.2844,,,0.7387,0.6322,,1.0076,0.6144,1.6274,0.1728,2.2132,2.5286,,,6.3133,,,0.0434,12300375701,5085723734,3634218126,5298434879,6655103897,3847098749,3137918330,5750431664,4409866756,5844170609,5605199752,6668152628,1437375000,3997308398,2373444060,6129187097,25810295661,10113679615,2496670433,4587362128,2387201608,2516447857,1928110142,1791600000,2737800000,1264500000,,,5513939047,36394934433,15387257939,9588309099,8229300640,13576426451,13190812410,2130660000,1725330000,,,3535507578,,,339260500,23.3389,101.3042,-326.499,48.4792,58.0166,74.391,71.793,74.9638,41.9189,51.9022,49.9036,54.1129,109.2244,85.4137,205.9372,147.8315,40.4934,38.1849,64.208,161.8471,32.1618,72.8125,87.5577,267.4838,154.3747,111.8605,,,181.0974,30.8476,37.9353,148.1256,23.9143,33.5726,32.6805,79.3639,81.6006,,,39.4787,,,35.0632,2.6738,3.3625,19.9296,5.877,4.9004,6.9917,6.8744,2.8267,3.9695,5.0755,4.3317,6.0538,9.3424,4.7914,2.5238,3.3075,8.0722,11.2229,7.6663,4.8166,7.0235,6.4091,11.0125,18.845,42.7626,9.1624,,,2.8249,4.9737,3.4344,4.104,2.2352,3.3319,6.0624,4.9912,10.3583,,,3.3535,,,3.2007,2.2894,2.4416,37.1051,5.0884,5.0334,6.1483,3.2089,18.0179,5.7607,5.817,6.2798,10.8951,19.7477,23.6901,5.455,9.5058,11.8282,11.1164,13.4039,9.047,6.9877,11.9775,20.3475,38.0036,35.3469,12.0623,,,0.9872,4.1411,4.402,3.6521,2.4893,6.101,4.4324,13.7686,24.3226,,,1.9128,,,6.1362
2016/10/25,-0.7794,0,0.1184,0.4035,-0.9424,0.1471,-0.6424,0.9926,0.4802,5.1165,-0.1311,0.0985,-0.4696,5.7678,-0.3344,0.2051,-0.1958,1.6598,0.8316,-1.2714,0.3343,-0.5362,0,0,0.6933,2.7679,,,-1.2673,1.697,0,-0.5236,0.5929,0.6289,0.9238,0.6767,0.5025,,,0.0654,,,10.0418,1.1204,,1.1272,0.64,2.0316,1.1487,2.0852,2.9911,1.1547,4.9255,1.0881,0.4939,2.8949,9.8829,2.384,1.1848,0.6483,4.095,1.5903,1.2572,1.3509,0.984,,,7.4153,11.1741,,,0.8599,0.6749,,0.8658,0.5704,2.3208,0.4378,2.1212,2.0907,,,3.1012,,,0.0127,12204509464,5085723734,3638520673,5319815211,6592385640,3852756247,3117760397,5807507908,4431042587,6143188456,5597853488,6674722236,1430625000,4227864762,2365506120,6141759788,25759761553,10281541517,2517432765,4529038116,2395181747,2502954839,1928110142,1791600000,2756780000,1299500000,,,5444061939,37012545442,15387257939,9538108528,8278090960,13661812781,13312667490,2145078000,1734000000,,,3537821392,,,373328500,23.157,101.3042,-326.8856,48.6748,57.4698,74.5004,71.3318,75.7079,42.1202,54.5578,49.8382,54.1662,108.7114,90.3402,205.2484,148.1347,40.4141,38.8187,64.742,159.7894,32.2693,72.422,87.5577,267.4838,155.4449,114.9567,,,178.8024,31.3711,37.9353,147.3501,24.0561,33.7837,32.9824,79.901,82.0106,,,39.5046,,,38.5841,2.653,3.3625,19.9532,5.9007,4.8542,7.002,6.8302,2.8547,3.9886,5.3352,4.326,6.0598,9.2985,5.0677,2.5154,3.3143,8.0563,11.4092,7.73,4.7553,7.047,6.3747,11.0125,18.845,43.059,9.416,,,2.7891,5.0581,3.4344,4.0825,2.2485,3.3529,6.1184,5.025,10.4104,,,3.3557,,,3.5221,2.2716,2.4416,37.149,5.1089,4.9859,6.1574,3.1883,18.1968,5.7883,6.1146,6.2715,10.9058,19.655,25.0565,5.4368,9.5253,11.8051,11.3009,13.5153,8.932,7.011,11.9133,20.3475,38.0036,35.5919,12.3961,,,0.9747,4.2114,4.402,3.633,2.5041,6.1394,4.4734,13.8618,24.4448,,,1.9141,,,6.7524
2016/10/26,0.423,0,1.1037,-1.3884,1.2685,-1.2726,-0.9914,1.0319,2.7479,6.0241,-0.1312,-0.7874,-1.0485,7.932,0,-1.1259,-1.8146,-1.0496,1.6151,-0.1051,-0.0476,-0.7008,0,0,-1.9711,-1.8853,,,2.1004,-0.9535,0,-0.6842,-1.4735,-1.9792,0,-1.1949,-2,,,0.1308,,,10.038,1.0988,,2.1549,0.9936,2.2287,1.6527,1.7912,2.2347,5.3423,9.4968,1.0106,0.5625,2.866,18.9568,2.9194,1.3732,0.732,2.5299,2.757,1.2679,1.6104,0.8899,,,7.1447,6.4303,,,1.1766,0.4974,,0.9958,0.5142,1.799,0.5117,2.3091,2.3622,,,2.732,,,0.0183,12256129746,5085723734,3678677779,5245955884,6676009982,3803724596,3086851565,5867437965,4552803613,6513260050,5590507224,6622165368,1415625000,4563219474,2365506120,6072609985,25292321054,10173630294,2558092332,4524276972,2394041727,2485413916,1928110142,1791600000,2702440000,1275000000,,,5558406298,36659624865,15387257939,9472847785,8156115160,13391422736,13312667490,2119446000,1699320000,,,3542449020,,,410803300,23.255,101.3042,-330.4933,47.999,58.1988,73.5523,70.6247,76.4891,43.2776,57.8444,49.7728,53.7397,107.5716,97.506,205.2484,146.4669,39.6807,38.4113,65.7876,159.6214,32.254,71.9145,87.5577,267.4838,152.3808,112.7893,,,182.5579,31.072,37.9353,146.3419,23.7016,33.1151,32.9824,78.9462,80.3704,,,39.5563,,,42.4572,2.6642,3.3625,20.1734,5.8187,4.9158,6.9129,6.7625,2.8842,4.0982,5.6566,4.3204,6.0121,9.201,5.4697,2.5154,3.277,7.9102,11.2894,7.8549,4.7503,7.0436,6.3301,11.0125,18.845,42.2103,9.2385,,,2.8477,5.0099,3.4344,4.0546,2.2153,3.2865,6.1184,4.965,10.2022,,,3.3601,,,3.8757,2.2812,2.4416,37.559,5.038,5.0492,6.079,3.1567,18.3846,5.9474,6.483,6.2633,10.82,19.4489,27.044,5.4368,9.418,11.5909,11.1822,13.7336,8.9226,7.0077,11.8298,20.3475,38.0036,34.8903,12.1624,,,0.9952,4.1712,4.402,3.6081,2.4672,6.0179,4.4734,13.6961,23.9559,,,1.9166,,,7.4302
2016/10/27,-1.3839,0,-1.5205,-0.4446,3.0271,-1.3882,2.2203,2.6265,-0.9302,-0.2727,-0.0657,-0.1984,-1.7483,1.5092,0.8389,0.4141,0.4995,1.591,-0.8793,-0.5262,-0.8571,0.1086,0,0,0.1636,0.7451,,,-1.9429,-0.722,0,4.0276,0.0997,-0.3188,-0.9916,0.7559,0.3001,,,3.1352,,,10.0207,1.0367,,1.1386,0.5398,5.197,2.3911,4.1918,3.5732,2.1474,6.5967,0.8237,0.5162,3.2571,11.7612,2.6985,0.82,0.4222,2.7852,0.9898,0.7068,2.0501,0.6176,,,4.1025,5.124,,,0.6468,0.5681,,2.1995,0.2864,1.1187,0.2584,1.6705,1.7412,,,4.4192,,,0.0287,12086520248,5085723734,3622744667,5222631886,6878102143,3750921280,3155388540,6021543826,4510451952,6495496614,5586834091,6609026151,1390875000,4632086960,2385350970,6097755368,25418656324,10290929849,2535599805,4500471253,2373521369,2488112519,1928110142,1791600000,2706860000,1284500000,,,5450414404,36394934433,15387257939,9854372127,8164246880,13348729571,13180657820,2135466000,1704420000,,,3653512085,,,451968800,22.9332,101.3042,-325.4683,47.7856,59.9606,72.5312,72.1927,78.4981,42.875,57.6867,49.7401,53.633,105.6909,98.9775,206.9703,147.0734,39.8789,39.0224,65.2092,158.7815,31.9775,71.9926,87.5577,267.4838,152.6301,113.6297,,,179.011,30.8476,37.9353,152.2359,23.7253,33.0095,32.6553,79.5429,80.6116,,,40.7964,,,46.7118,2.6273,3.3625,19.8667,5.7929,5.0646,6.8169,6.9126,2.9599,4.0601,5.6411,4.3175,6.0001,9.0401,5.5523,2.5365,3.2906,7.9497,11.4691,7.7858,4.7253,6.9833,6.3369,11.0125,18.845,42.2793,9.3073,,,2.7924,4.9737,3.4344,4.2179,2.2175,3.276,6.0577,5.0025,10.2328,,,3.4654,,,4.2641,2.2496,2.4416,36.9879,5.0156,5.202,5.9946,3.2268,18.8674,5.8921,6.4653,6.2592,10.7985,19.1089,27.4521,5.4824,9.457,11.6488,11.3602,13.6129,8.8757,6.9476,11.8426,20.3475,38.0036,34.9474,12.253,,,0.9758,4.1411,4.402,3.7535,2.4696,5.9987,4.429,13.7997,24.0278,,,1.9767,,,8.1748
2016/10/28,3.1117,0,-2.4149,-0.1116,-1.3171,-1.7094,1.1499,-2.7488,-0.1174,-9.9818,-1.9724,-1.0934,-0.2427,-10.0194,-0.9151,-3.5052,0.7455,-2.9002,-1.4671,0.0793,-0.5283,-1.1388,0,0,-3.381,-2.4134,,,-3.0303,-0.1212,0,-1.0698,0.1992,0.6397,-0.5393,-0.4501,9.994,,,-1.2033,,,9.9874,3.0075,,1.3753,0.5405,2.4515,2.2267,3.5184,3.2527,2.2415,15.5874,1.2713,0.5619,3.3601,16.4202,2.5519,2.8523,0.5937,1.9194,1.4065,0.9361,1.1123,0.5701,,,6.0132,4.2018,,,1.0402,0.4703,,0.9543,0.3587,2.1948,0.1707,2.1369,6.6677,,,2.5053,,,0.0582,12462610872,5085723734,3535259542,5216800886,6787509105,3686802968,3191672820,5856022716,4505157994,5847131181,5476640125,6536760458,1387500000,4167979992,2363521635,5884019613,25608159229,9992469007,2498400627,4504042110,2360981151,2459777181,1928110142,1791600000,2615340000,1253500000,,,5285250331,36350819361,15387257939,9748950927,8180510320,13434115901,13109575690,2125854000,1874760000,,,3609549622,,,497108900,23.6468,101.3042,-317.6086,47.7323,59.1708,71.2914,73.0229,76.3403,42.8247,51.9285,48.759,53.0466,105.4344,89.0606,205.0762,141.9182,40.1762,37.8907,64.2525,158.9075,31.8086,71.1727,87.5577,267.4838,147.4696,110.8874,,,173.5865,30.8102,37.9353,150.6073,23.7725,33.2207,32.4792,79.1849,88.668,,,40.3055,,,51.3771,2.7091,3.3625,19.3869,5.7864,4.9979,6.7004,6.9921,2.8786,4.0553,5.0781,4.2324,5.9345,9.0182,4.996,2.5133,3.1752,8.0089,11.1364,7.6716,4.7291,6.9464,6.2648,11.0125,18.845,40.8498,9.0827,,,2.7078,4.9677,3.4344,4.1728,2.222,3.297,6.0251,4.98,11.2555,,,3.4237,,,4.6899,2.3196,2.4416,36.0947,5.01,5.1335,5.8922,3.2639,18.3488,5.8852,5.8199,6.1357,10.6804,19.0625,24.7016,5.4322,9.1255,11.7356,11.0307,13.4131,8.8827,6.9109,11.7078,20.3475,38.0036,33.7658,11.9573,,,0.9463,4.1361,4.402,3.7133,2.4745,6.0371,4.4051,13.7376,26.4292,,,1.9529,,,8.9912
2016/10/31,3.432,0,-0.7302,1.3785,-0.924,1.7903,-1.4737,1.5595,0.235,-7.038,-0.3353,0.3015,0.8649,-7.1839,0.084,0,1.8747,-2.509,1.8006,2.6163,-0.4829,5.1563,0,0,1.3918,-0.9573,,,0.7212,-7.1602,0,2.4202,-0.7952,-1.0593,-0.1549,-2.0347,-3.9173,,,-1.4744,,,9.9943,3.6294,,1.0452,0.7375,1.3266,2.019,1.9903,2.6674,1.7126,12.1337,0.6601,0.5337,2.2878,14.0993,1.9537,1.3809,1.0405,1.2942,1.252,1.6102,1.2618,2.6573,,,4.8368,3.8809,,,0.7155,2.4749,,1.2702,0.2771,1.4079,0.238,2.6159,20.1404,,,1.7682,,,0.0924,12890321778,5085723734,3509444259,5288716547,6724790849,3752807113,3144637642,5947344708,4515745910,5435611569,5458274464,6556469283,1399500000,3868556142,2365506120,5884019613,26088233255,9925973899,2543385680,4621880422,2349580952,2586611551,1928110142,1791600000,2651740000,1241500000,,,5323365117,33748030111,15387257939,9984893612,8115456560,13291805351,13089266510,2082600000,1801320000,,,3556331903,,,546791400,24.4583,101.3042,-315.2893,48.3903,58.6241,72.5677,71.9468,77.5308,42.9254,48.2738,48.5955,53.2065,106.3463,82.6625,205.2484,141.9182,40.9294,36.94,65.4094,163.0649,31.655,74.8426,87.5577,267.4838,149.5221,109.8259,,,174.8383,28.6042,37.9353,154.2523,23.5835,32.8688,32.4289,77.5737,85.1946,,,39.7113,,,56.5118,2.8021,3.3625,19.2454,5.8662,4.9517,6.8203,6.8891,2.9234,4.0649,4.7207,4.2182,5.9524,9.0962,4.6371,2.5154,3.1752,8.1591,10.857,7.8097,4.8528,6.9128,6.5878,11.0125,18.845,41.4184,8.9957,,,2.7273,4.612,3.4344,4.2738,2.2043,3.2621,6.0157,4.8787,10.8146,,,3.3733,,,5.1587,2.3992,2.4416,35.8311,5.079,5.0861,5.9977,3.2158,18.6349,5.899,5.4103,6.1152,10.7126,19.2274,22.9271,5.4368,9.1255,11.9556,10.7539,13.6547,9.1151,6.8776,12.3115,20.3475,38.0036,34.2358,11.8429,,,0.9531,3.8399,4.402,3.8032,2.4549,5.9731,4.3983,13.458,25.3938,,,1.9241,,,9.8898
2016/11/1,0.1716,0,2.9015,1.5803,0.3109,0.5528,3.0769,1.9674,0.5862,3.976,0.8075,0.2004,1.5541,4.5666,1.0906,1.0684,0.8717,1.2868,2.381,1.1589,1.116,3.0256,0,0,2.3041,1.5304,,,0.5967,1.7647,0,2.363,1.2024,-0.2141,0.2327,0.6923,1.6138,,,2.3422,,,10.0208,1.3762,,1.625,1.345,1.1844,1.5405,3.8736,2.0229,1.7626,9.138,0.9479,0.7092,2.9234,11.7141,2.9606,1.4204,0.8916,1.1423,2.3086,2.0717,1.9104,5.0616,,,6.8347,5.4955,,,0.4144,0.9163,,1.8648,0.5418,1.3937,0.2525,3.1584,11.5075,,,2.4064,,,0.0859,12912444756,5085723734,3611271208,5372294206,6745696934,3773551273,3241395723,6064351010,4542215698,5651733380,5502352051,6569608500,1421250000,4045216214,2391304425,5946883070,26315636741,10053697828,2603942482,4675443290,2375801409,2664871055,1928110142,1791600000,2712840000,1260500000,,,5355127439,34343583583,15387257939,10220836296,8213037200,13263343241,13119730280,2097018000,1830390000,,,3639629202,,,601584100,24.5003,101.3042,-324.4375,49.155,58.8063,72.9688,74.1605,79.0561,43.177,50.1932,48.9879,53.3132,107.999,86.4374,207.4868,143.4344,41.2862,37.4153,66.9668,164.9547,32.0082,77.107,87.5577,267.4838,152.9673,111.5066,,,175.8815,29.1089,37.9353,157.8972,23.8671,32.7984,32.5044,78.1108,86.5694,,,40.6414,,,62.1748,2.8069,3.3625,19.8038,5.9589,4.9671,6.858,7.101,2.981,4.0887,4.9084,4.2522,5.9643,9.2376,4.8488,2.5428,3.2092,8.2302,10.9967,7.9957,4.9091,6.99,6.7871,11.0125,18.845,42.3727,9.1334,,,2.7436,4.6934,3.4344,4.3748,2.2308,3.2551,6.0297,4.9124,10.9891,,,3.4523,,,5.6756,2.4034,2.4416,36.8708,5.1593,5.1019,6.0308,3.3147,19.0016,5.9336,5.6255,6.1645,10.7341,19.5262,23.974,5.4961,9.223,12.0598,10.8923,13.9798,9.2207,6.9543,12.6839,20.3475,38.0036,35.0246,12.0241,,,0.9588,3.9077,4.402,3.893,2.4844,5.9603,4.4085,13.5512,25.8037,,,1.9691,,,10.8809
2016/11/2,-1.8275,0,0,-2.2069,0.1033,-2.5487,1.0365,0.2353,-0.9324,-2.3573,-1.2684,-0.7,-0.7916,-1.7024,2.4066,-0.8457,-2.0163,-1.9964,-2.1927,0.2546,-1.2476,-1.4684,0,0,-2.6931,-0.952,,,0.949,-0.3211,0,-1.0806,0,-0.9657,-0.9288,-0.6875,-1.3374,,,-1.6529,,,10.0047,1.9642,,1.4063,1.0084,1.719,1.7438,4.1861,2.8221,1.2364,6.7583,1.0333,0.5661,2.7706,8.2031,5.5035,0.9133,0.7333,1.2229,1.7594,1.8848,1.7649,2.844,,,5.3539,4.0977,,,1.0372,0.5521,,1.3007,0.5166,1.6291,0.1861,2.6902,9.1742,,,2.0928,,,0.0782,12676466325,5085723734,3611271208,5253730550,6752665629,3677373804,3274992279,6078620071,4499864037,5518507606,5432562539,6523621241,1410000000,3976348728,2448854490,5896592304,25785028607,9852988797,2546846068,4687346150,2346160892,2625741303,1928110142,1791600000,2639780000,1248500000,,,5405947153,34233295903,15387257939,10110395040,8213037200,13135263747,12997875200,2082600000,1805910000,,,3579470041,,,661770900,24.0525,101.3042,-324.4375,48.0702,58.8671,71.1091,74.9292,79.2421,42.7744,49.01,48.3666,52.94,107.1442,84.9658,212.4803,142.2215,40.4537,36.6684,65.4984,165.3747,31.6089,75.9748,87.5577,267.4838,148.8477,110.4451,,,177.5506,29.0155,37.9353,156.1911,23.8671,32.4816,32.2025,77.5737,85.4116,,,39.9696,,,68.3952,2.7556,3.3625,19.8038,5.8274,4.9722,6.6832,7.1746,2.988,4.0506,4.7927,4.1983,5.9226,9.1644,4.7663,2.604,3.182,8.0642,10.7772,7.8203,4.9215,6.9028,6.6875,11.0125,18.845,41.2315,9.0465,,,2.7696,4.6783,3.4344,4.3275,2.2308,3.2236,5.9737,4.8787,10.8421,,,3.3952,,,6.2434,2.3594,2.4416,36.8708,5.0454,5.1072,5.8771,3.3491,19.0463,5.8782,5.4928,6.0864,10.6589,19.3716,23.5659,5.6284,9.145,11.8167,10.6749,13.6732,9.2442,6.8675,12.4977,20.3475,38.0036,34.0813,11.9096,,,0.9679,3.8952,4.402,3.851,2.4844,5.9028,4.3676,13.458,25.4586,,,1.9366,,,11.9695
2016/11/3,1.5707,0,1.946,0.8139,-0.1032,-0.1026,-0.6155,0.5164,0.2353,1.2876,0.6085,0.2014,1.1436,3.012,-0.5673,0,0.441,2.6543,-1.4946,-1.9807,0.1944,-0.0514,0,0,0.3644,1.7221,,,-0.235,-1.2242,0,-0.9434,-0.099,0.6501,0.3125,0.9231,0.1694,,,1.1635,,,9.9957,1.4727,,2.1668,1.1921,1.6756,2.0597,5.8655,1.9647,1.348,6.6211,0.8681,0.6137,4.3983,8.8729,4.1568,1.1265,0.5616,2.001,5.029,1.7529,1.7161,2.4915,,,5.4006,7.6894,,,0.5561,0.7297,,0.9641,0.7861,2.258,0.3007,2.7129,7.4183,,,2.5335,,,0.1201,12875573126,5085723734,3681546144,5296491213,6745696934,3673602139,3254834345,6110012006,4510451952,5589561352,5465620728,6536760458,1426125000,4096118268,2434963095,5896592304,25898730350,10114518747,2508781793,4594503844,2350720972,2624392001,1928110142,1791600000,2649400000,1270000000,,,5393242225,33814202719,15387257939,10015013954,8204905480,13220650076,13038493560,2101824000,1808970000,,,3621118691,,,727919600,24.4303,101.3042,-330.751,48.4614,58.8063,71.0361,74.468,79.6514,42.875,49.6411,48.6609,53.0466,108.3695,87.525,211.275,142.2215,40.6321,37.6417,64.5195,162.0991,31.6703,75.9358,87.5577,267.4838,149.3901,112.347,,,177.1333,28.6602,37.9353,154.7176,23.8434,32.6928,32.3031,78.2898,85.5564,,,40.4347,,,75.2318,2.7989,3.3625,20.1892,5.8748,4.9671,6.6764,7.1305,3.0034,4.0601,4.8544,4.2238,5.9345,9.2692,4.9098,2.5893,3.182,8.0998,11.0633,7.7035,4.8241,6.9162,6.684,11.0125,18.845,41.3818,9.2022,,,2.7631,4.621,3.4344,4.2867,2.2286,3.2446,5.9924,4.9237,10.8605,,,3.4347,,,6.8675,2.3965,2.4416,37.5883,5.0865,5.1019,5.8711,3.3285,19.1446,5.8921,5.5636,6.1234,10.6804,19.5932,24.2757,5.5964,9.145,11.8688,10.9582,13.4689,9.0611,6.8809,12.4913,20.3475,38.0036,34.2055,12.1147,,,0.9656,3.8475,4.402,3.8146,2.4819,5.9411,4.3812,13.5823,25.5017,,,1.9591,,,13.1659
