ÈÕÆÚ,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH
2017/9/1,-0.9324,1.048,0,-1.9055,1.9008,-0.2153,-0.6424,0.349,-0.9443,0.9009,-0.6429,-0.1404,1.8277,-1.2097,0,0.6061,-1.2174,0,-0.8612,3.0591,3.7257,-0.4134,6.3888,,1.6231,1.5046,2.1073,-0.16,0.3035,4.3828,3.8348,0,1.7763,0.286,,,,0.9606,0.9351,0.7867,1.9881,0.891,0.86,0.5936,3.1568,1.4106,0.9407,0.619,0.9858,1.3967,1.0123,,5.1012,2.6223,,1.427,3.8843,2.4062,10.6259,45.5268,,2.2422,4.281,3.6095,1.6293,1.1213,0.5227,8.5839,2.8162,4.6664,4.8547,,,,5464235710,2565315892,3905507699,2970617789,7993486162,12074771756,4820487277,3699473560,3828314548,11211202195,11593802348,4867954108,5424620588,2679350625,11184713008,895607350,1816226712,1935545039,1504443750,1596200000,2862715500,1252800000,1049100000,,3314597859,1054189080,8020313630,8965233626,4316489261,12977040000,2205866432,1022450000,893792000,1490050000,,,,-9.528,661.8721,112.0787,21.3163,36.4867,21.2136,11.6141,455.9641,145.6824,54.127,121.8566,49.6699,67.8002,130.4939,12.6992,82.3034,51.8077,50.6725,109.55,93.6177,32.7163,99.6051,75.7201,,65.4618,45.6523,28.721,42.2735,-398.8552,22.8985,593.4875,107.632,95.3413,112.8744,,,,11.3493,7.838,4.3814,2.5024,5.2532,2.6942,2.4953,3.5097,2.6,3.0536,8.6864,2.3319,1.6868,6.9309,2.8662,6.2489,6.1252,5.7411,5.6879,9.2161,6.7002,12.6706,14.6732,,2.1324,5.1512,3.7701,2.2226,5.0938,3.7308,2.9184,5.4451,11.487,29.3173,,,,3.3739,4.2514,3.9388,2.2692,5.3614,4.3598,1.0612,6.8311,3.6231,5.4485,23.3845,2.6104,3.5331,5.6469,1.9279,6.4506,4.3838,5.4129,7.5754,7.063,5.164,18.6767,12.3548,,2.2161,9.7894,8.4322,1.1326,2.5277,5.5419,1.4663,6.5276,27.2529,31.8393,,,
2017/9/4,-3.2941,0.0864,1.0286,0.5439,3.4577,-0.1079,-0.2155,-0.5217,3.1459,3.4439,-3.4508,-1.1252,0.8974,-0.3401,0,-0.6286,-0.1761,0,0.4599,-2.2478,-1.6073,-1.5964,-5.2045,,-0.2662,0.2737,-1.0319,2.8846,-0.7564,0.3428,-1.2784,0.6993,1.3679,2.4986,,,,1.4689,0.5575,1.0864,1.3334,1.3002,0.8126,0.6954,3.1241,2.2153,1.2059,1.812,1.1017,1.219,0.8171,,3.2618,1.3731,,0.9634,1.8288,1.2525,8.646,30.334,,1.7047,3.4226,1.5117,3.6077,1.0934,0.2486,3.6935,2.8389,3.9443,5.1226,,,,5284237357,2567533106,3945678635,2986774995,8269876039,12061746113,4810098296,3680171958,3948747704,11597302271,11193728651,4813181066,5473303081,2670237188,11184713008,889977550,1813029130,1935545039,1511362500,1560320000,2816704000,1232800000,994500000,,3305774617,1057073976,7937552420,9223846134,4283838057,13021520000,2177666435,1029600000,906018400,1527280000,,,,-9.2141,662.4442,113.2316,21.4322,37.7483,21.1907,11.589,453.5851,150.2654,55.9911,117.6516,49.111,68.4087,130.05,12.6992,81.786,51.7165,50.6725,110.0538,91.5134,32.1904,98.015,71.7792,,65.2875,45.7772,28.4247,43.4929,-395.8382,22.977,585.9003,108.3847,96.6455,115.6947,,,,10.9755,7.8448,4.4265,2.5161,5.4348,2.6913,2.4899,3.4914,2.6818,3.1587,8.3866,2.3056,1.7019,6.9073,2.8662,6.2096,6.1144,5.7411,5.714,9.0089,6.5926,12.4683,13.9095,,2.1267,5.1653,3.7312,2.2867,5.0553,3.7436,2.8811,5.4831,11.6441,30.0498,,,,3.2627,4.2551,3.9793,2.2816,5.5468,4.3551,1.059,6.7954,3.7371,5.6362,22.5775,2.581,3.5648,5.6277,1.9279,6.4101,4.3761,5.4129,7.6103,6.9042,5.081,18.3786,11.7118,,2.2102,9.8162,8.3452,1.1653,2.5086,5.5609,1.4475,6.5732,27.6257,32.6348,,,
2017/9/5,-0.7299,-0.2591,0.3394,-0.6955,-0.8795,0.432,0.432,-0.6119,-1.6636,0.2466,1.6381,0.2845,2.1601,0.273,0,1.845,0.97,0,2.6958,-0.6486,-1.1222,1.2005,0.7843,,2.5801,1.592,-1.0427,-1.0903,-0.3049,-1.7079,-0.4317,-0.5682,-0.7911,2.5935,,,,1.0037,0.5365,1.1161,0.7774,0.629,0.8175,0.4921,2.5487,1.341,0.8371,0.8965,0.3364,1.5701,0.9525,,8.6882,1.5374,,2.9721,1.6721,1.4416,6.4878,23.3802,,2.5115,4.6362,1.6617,1.9472,0.8451,0.2314,1.602,2.0909,2.6081,9.365,,,,5245666282,2560881465,3959068947,2966001444,8197141861,12113848688,4830876258,3657653424,3883056892,11625902276,11377095762,4826874326,5591531991,2677527938,11184713008,906397800,1830615832,1935545039,1552106250,1550200000,2785096100,1247600000,1002300000,,3391065955,1073902536,7854791210,9123274603,4270777575,12799120000,2168266436,1023750000,898851200,1566890000,,,,-9.1468,660.728,113.6158,21.2831,37.4163,21.2823,11.6391,450.8097,147.7656,56.1292,119.5789,49.2508,69.8864,130.4051,12.6992,83.295,52.2182,50.6725,113.0207,90.9198,31.8292,99.1917,72.3422,,66.972,46.506,28.1283,43.0187,-394.6313,22.5846,583.3713,107.7689,95.881,118.6952,,,,10.8954,7.8245,4.4415,2.4986,5.387,2.7029,2.5007,3.47,2.6371,3.1665,8.524,2.3122,1.7387,6.9262,2.8662,6.3242,6.1737,5.7411,5.8681,8.9505,6.5186,12.618,14.0186,,2.1816,5.2475,3.6923,2.2618,5.0398,3.6797,2.8686,5.452,11.552,30.8291,,,,3.2389,4.2441,3.9928,2.2657,5.498,4.3739,1.0635,6.7538,3.6749,5.6501,22.9474,2.5884,3.6418,5.6431,1.9279,6.5284,4.4185,5.4129,7.8154,6.8594,5.024,18.5992,11.8036,,2.2672,9.9724,8.2582,1.1526,2.501,5.4659,1.4413,6.5359,27.4072,33.4812,,,
2017/9/6,-2.451,1.5584,-0.5637,-0.4669,0.3549,0,2.3656,1.4952,-0.7519,-1.107,1.4652,0.8511,-0.7463,2.791,0,-0.44,-0.786,0,3.8138,2.8783,0.1149,-1.9558,-2.5741,,-0.6938,-0.1567,2.2989,2.3622,-0.4587,-0.1738,0.578,0.381,-1.1257,-1.1175,,,,1.2819,0.9757,1.3112,0.8414,0.5953,0.6661,1.4018,6.025,1.5648,0.6713,0.777,0.4749,1.369,1.7535,,4.4136,1.2431,,3.3592,2.3571,0.9884,7.9224,16.1709,,1.2748,3.5205,1.8624,3.2379,1.2102,0.1196,1.9762,2.5854,1.8298,6.8278,,,,5117096030,2600791306,3936751760,2952152410,8226235532,12113848688,4945155051,4256060753,3853860975,11497202251,11543793136,4867954108,5549804140,2752258125,11184713008,902410025,1816226712,1935545039,1611300000,1594820000,2788296900,1223200000,976500000,,3367537310,1072219680,8035361123,9338785027,4251186852,12776880000,2180799768,1027650000,888732800,1549380000,,,,-8.9227,671.0251,112.9754,21.1838,37.5491,21.2823,11.9144,457.55,146.6546,55.5078,121.331,49.6699,69.3648,134.0447,12.6992,82.9285,51.8077,50.6725,117.331,93.5368,31.8658,97.2517,70.4801,,66.5073,46.4331,28.7749,44.0349,-392.8211,22.5453,586.7434,108.1794,94.8016,117.3688,,,,10.6283,7.9464,4.4165,2.4869,5.4062,2.7029,2.5599,3.5219,2.6173,3.1315,8.6489,2.3319,1.7257,7.1195,2.8662,6.2964,6.1252,5.7411,6.0919,9.2081,6.5261,12.3713,13.6578,,2.1665,5.2393,3.7772,2.3152,5.0167,3.6733,2.8852,5.4728,11.4219,30.4846,,,,3.1595,4.3102,3.9703,2.2551,5.5175,4.3739,1.0887,6.8548,3.6473,5.5875,23.2836,2.6104,3.6146,5.8006,1.9279,6.4996,4.3838,5.4129,8.1135,7.0569,5.0297,18.2355,11.4998,,2.2515,9.9568,8.448,1.1798,2.4895,5.4564,1.4496,6.5608,27.0987,33.107,,,
2017/9/7,2.0101,-0.682,-0.907,-0.6255,-1.2821,1.7204,-0.6303,-0.3466,-1.8939,-1.7413,-0.6498,-1.1252,-1.7544,-2.1192,0,2.3395,-1.6725,0,-1.8607,-0.375,0.4448,3.6625,-0.0614,,-1.31,-0.4036,-2.9963,-1.0769,-0.4608,-0.4352,-1.4368,-0.1898,-0.759,-2.1835,,,,1.6091,1.0206,0.8728,0.7051,0.6696,1.9048,0.9584,3.2231,1.1082,0.8991,0.8018,0.6019,1.0258,1.4943,,9.0596,2.1455,,3.9876,1.3213,1.3648,19.1904,17.7203,,1.7086,5.6799,1.1124,2.0908,0.9287,0.1317,1.5639,3.9055,2.1915,7.8379,,,,5219952231,2583053599,3901044261,2933687031,8120770974,12322258988,4913988108,4241308376,3780871184,11297002212,11468779317,4813181066,5452439156,2693932125,11184713008,923521775,1785849681,1935545039,1581318750,1588840000,2800700000,1268000000,975900000,,3323421101,1067892336,7794601239,9238213496,4231596129,12721280000,2149466438,1025700000,881987200,1515550000,,,,-9.102,666.4486,111.9507,21.0513,37.0677,21.6484,11.8393,455.9641,143.877,54.5412,120.5425,49.111,68.1479,131.204,12.6992,84.8686,50.9412,50.6725,115.1478,93.1861,32.0075,100.8136,70.4368,,65.636,46.2457,27.9127,43.5606,-391.0109,22.4472,578.3132,107.9742,94.0821,114.8061,,,,10.842,7.8922,4.3764,2.4713,5.3368,2.7494,2.5437,3.5097,2.5677,3.0769,8.5927,2.3056,1.6954,6.9686,2.8662,6.4437,6.0227,5.7411,5.9785,9.1736,6.5551,12.8244,13.6494,,2.1381,5.2182,3.664,2.2903,4.9936,3.6573,2.8438,5.4624,11.3353,29.819,,,,3.2231,4.2808,3.9343,2.241,5.4468,4.4492,1.0818,6.8311,3.5782,5.4902,23.1323,2.581,3.5512,5.6777,1.9279,6.6517,4.3105,5.4129,7.9625,7.0304,5.0521,18.9033,11.4927,,2.222,9.9166,8.1949,1.1671,2.478,5.4326,1.4288,6.5483,26.893,32.3842,,,
2017/9/8,-0.9852,3.0043,0.1144,0.236,-1.8809,0.5285,0,0.8696,2.3166,0,-1.2355,-0.4267,1.9133,-1.6238,0,-0.0254,-0.3581,0,3.0627,-0.1158,-1.4429,-1.8612,8.3923,,0.885,-1.5083,-0.7722,-0.9331,0.1543,2.3601,0.5831,0.9506,-0.6692,1.705,,,,0.9951,1.8503,0.9052,0.7412,0.6705,1.2465,0.5158,5.1301,1.36,0.605,0.6364,0.7585,1.0519,0.7045,,5.0593,1.148,,3.7527,1.2071,1.1233,9.6505,37.0014,,1.58,3.1777,0.8211,1.5161,0.9015,0.2751,1.4866,3.9973,1.355,5.0918,,,,5168524130,2660656068,3905507699,2940611548,7968029200,12387387206,4913988108,4278189318,3868458934,11297002212,11327086550,4792641175,5556758782,2650187625,11184713008,923287200,1779454517,1935545039,1629750000,1587000000,2760289900,1244400000,1057800000,,3352831907,1051785000,7734411268,9152009326,4238126370,13021520000,2161999770,1035450000,876084800,1541390000,,,,-9.0123,686.4707,112.0787,21.1009,36.3705,21.7628,11.8393,459.929,147.2101,54.5412,119.0533,48.9015,69.4518,129.0735,12.6992,84.847,50.7588,50.6725,118.6745,93.0781,31.5457,98.9372,76.348,,66.2169,45.5482,27.6972,43.1542,-391.6143,22.977,581.6852,109.0005,93.4525,116.7636,,,,10.7351,8.1293,4.3814,2.4772,5.2365,2.7639,2.5437,3.5402,2.6272,3.0769,8.4865,2.2958,1.7279,6.8554,2.8662,6.442,6.0011,5.7411,6.1616,9.163,6.4605,12.5857,14.7949,,2.157,5.1394,3.6357,2.2689,5.0013,3.7436,2.8603,5.5143,11.2594,30.3274,,,,3.1913,4.4094,3.9388,2.2463,5.3443,4.4727,1.0818,6.8905,3.6611,5.4902,22.8465,2.57,3.6191,5.5855,1.9279,6.65,4.295,5.4129,8.2064,7.0223,4.9792,18.5515,12.4572,,2.2417,9.767,8.1316,1.1562,2.4818,5.5609,1.4371,6.6106,26.713,32.9363,,,
2017/9/11,-2.7363,2.5,0,0.8634,1.2323,1.9979,1.6913,1.4655,-0.9434,2.4051,2.9433,-0.2857,0.1252,0.4127,0,2.6677,0.7188,0,-0.2358,1.1014,0.8842,0.6429,2.5808,,0.2632,2.2171,2.1401,3.1397,0.6163,0.5978,1.1594,0.565,2.4543,9.132,,,,1.0776,3.1859,0.8241,0.6513,0.4465,1.5113,1.1615,4.4327,1.0695,0.7647,1.0963,0.5079,0.7763,0.5865,,9.7793,1.0478,,3.4265,1.1949,1.3141,7.8562,38.8775,,1.1522,4.0106,1.4369,2.8807,0.7422,0.2588,1.7629,2.9826,2.5361,11.0662,,,,5027096853,2727172470,3905507699,2966001444,8066220340,12634874438,4997099957,4340886920,3831964038,11568702265,11660481297,4778947915,5563713424,2661123750,11184713008,947917575,1792244846,1935545039,1625906250,1604480000,2784696000,1252400000,1085100000,,3361655149,1075104576,7899933689,9439356558,4264247334,13099360000,2187066434,1041300000,897586400,1682150000,,,,-8.7657,703.6324,112.0787,21.2831,36.8187,22.1976,12.0396,466.6693,145.8213,55.853,122.5574,48.7617,69.5387,129.6061,12.6992,87.1105,51.1236,50.6725,118.3946,94.1034,31.8246,99.5733,78.3184,,66.3911,46.558,28.2899,44.5091,-394.0279,23.1144,588.4294,109.6164,95.746,127.4264,,,,10.4414,8.3325,4.3814,2.4986,5.301,2.8191,2.5867,3.5921,2.6024,3.1509,8.7363,2.2892,1.73,6.8837,2.8662,6.6139,6.0443,5.7411,6.1471,9.2639,6.5176,12.6666,15.1767,,2.1627,5.2534,3.7135,2.3402,5.0321,3.766,2.8935,5.5455,11.5357,33.0969,,,,3.104,4.5197,3.9388,2.2657,5.4102,4.5621,1.1001,6.9914,3.6266,5.6223,23.519,2.5627,3.6236,5.6085,1.9279,6.8274,4.3259,5.4129,8.187,7.0996,5.0233,18.6708,12.7787,,2.2476,9.9836,8.3057,1.1925,2.4971,5.5941,1.4538,6.6479,27.3686,35.9441,,,
2017/9/12,1.023,-1.2195,-0.5714,-0.7782,-0.9017,2.5773,0.2079,0.4248,-0.5714,-0.3708,2.3588,-0.7163,-0.625,-0.5479,9.8071,-2.2767,1.3381,0,-1.0875,-1.1755,-4.7126,-1.7886,-3.7324,,2.6247,-2.8175,-2,0,-0.7657,0.2547,-0.8596,-1.6854,-1.5031,-8.57,,,,0.7623,1.6244,1.1634,0.9118,0.7408,2.5338,1.0928,3.4635,1.1347,1.0296,1.8367,0.531,0.8714,0.8849,8.5757,6.7015,2.2514,,2.5679,1.4146,3.7765,9.0737,22.8897,,2.8197,3.9935,1.0253,3.4949,1.0115,0.2389,1.4839,2.9679,1.9629,12.4319,,,,5078524954,2693914269,3883190512,2942919721,7993486162,12960515531,5007488938,4359327392,3810067101,11525802257,11935531964,4744714763,5528940215,2646542250,12281606084,926336675,1816226712,1935545039,1608225000,1585620000,2653463200,1230000000,1044600000,,3449887567,1044813168,7741935015,9439356558,4231596129,13132720000,2168266436,1023750000,884095200,1537990000,,,,-8.8554,695.0516,111.4383,21.1175,36.4867,22.7697,12.0646,468.6518,144.988,55.6459,125.4483,48.4124,69.1041,128.896,13.9446,85.1273,51.8077,50.6725,117.1071,92.9972,30.3249,97.7924,75.3953,,68.1337,45.2463,27.7242,44.5091,-391.0109,23.1732,583.3713,107.7689,94.3069,116.506,,,,10.5482,8.2309,4.3564,2.4791,5.2532,2.8918,2.5921,3.6074,2.5876,3.1393,8.9424,2.2728,1.7192,6.846,3.1472,6.4633,6.1252,5.7411,6.0802,9.155,6.2105,12.44,14.6103,,2.2194,5.1054,3.6392,2.3402,4.9936,3.7756,2.8686,5.452,11.3623,30.2605,,,,3.1357,4.4646,3.9163,2.2481,5.3614,4.6796,1.1024,7.0211,3.6059,5.6014,24.0737,2.5443,3.601,5.5778,2.117,6.672,4.3838,5.4129,8.098,7.0162,4.7865,18.3368,12.3018,,2.3066,9.7023,8.1395,1.1925,2.478,5.6084,1.4413,6.5359,26.9572,32.8637,,,
2017/9/13,5.0633,1.2346,2.5287,-0.3922,-1.6833,0,-0.6224,-0.7614,0.7663,0.2481,0.2095,0,0.8805,1.2397,3.9531,-1.3928,-0.3521,0,0.5258,1.2765,0.3619,0.1951,1.0913,,2.6428,0.8974,-0.3887,-1.0654,0.1543,-1.4395,1.4451,2.0952,1.0968,1.028,,,,2.0596,1.1877,2.6108,0.7771,1.0682,1.3825,0.4485,2.449,0.7455,0.5586,1.1852,0.4518,0.847,0.816,8.0678,4.1874,1.0604,,2.012,1.0925,1.5927,5.2469,12.2257,,3.8157,2.1854,0.8884,1.7509,0.6957,0.1571,1.9072,3.577,1.1772,4.5554,,,,5335665458,2727172470,3981386134,2931378859,7858927933,12960515531,4976321995,4326134544,3839263017,11554402262,11960536570,4744714763,5577622708,2679350625,12767116134,913435050,1809831548,1935545039,1616681250,1605860000,2663065600,1232400000,1056000000,,3541061066,1054189080,7711840029,9338785027,4238126370,12943680000,2199599766,1045200000,893792000,1553800000,,,,-9.3038,703.6324,114.2563,21.0347,35.8725,22.7697,11.9895,465.0833,146.0991,55.784,125.7111,48.4124,69.7125,130.4939,14.4958,83.9417,51.6253,50.6725,117.7229,94.1843,30.4346,97.9832,76.2181,,69.9343,45.6523,27.6164,44.0349,-391.6143,22.8396,591.8015,110.0269,95.3413,117.7036,,,,11.0823,8.3325,4.4666,2.4694,5.1648,2.8918,2.576,3.5799,2.6074,3.1471,8.9611,2.2728,1.7344,6.9309,3.2717,6.3733,6.1036,5.7411,6.1122,9.2719,6.233,12.4643,14.7697,,2.2781,5.1512,3.6251,2.3152,5.0013,3.7212,2.9101,5.5662,11.487,30.5716,,,,3.2945,4.5197,4.0153,2.2392,5.2712,4.6796,1.0956,6.9677,3.6335,5.6153,24.1242,2.5443,3.6327,5.6469,2.2007,6.579,4.3684,5.4129,8.1406,7.1057,4.8038,18.3726,12.436,,2.3675,9.7894,8.1079,1.1798,2.4818,5.5276,1.4621,6.6728,27.2529,33.2015,,,
2017/9/14,-2.6506,1.0569,2.8027,-0.1575,0.6478,0.201,1.2526,2.9838,-1.3308,-2.3515,-1.1847,-0.8658,0.1247,0,-1.2676,0,0.53,0,-0.1427,2.0911,-1.3221,-0.8763,-1.4773,,-1.5781,-0.8438,-1.2683,-1.2308,1.6949,-0.5155,-0.7123,-0.1866,-0.9906,-2.5055,,,,1.123,1.4991,3.5144,0.5816,0.8717,0.9993,0.8165,4.8283,0.9377,0.7436,0.7488,0.4682,0.8612,0.6827,3.5796,4.0331,1.5155,,2.0276,3.4967,1.6164,6.3294,10.4727,,1.9808,2.8303,1.3462,1.7415,2.7557,0.0968,1.5785,4.8355,2.828,3.8385,,,,5194238181,2755996244,4092972068,2926762514,7909841858,12986566819,5038655882,4455217842,3788170163,11282702209,11818843802,4703634982,5584577349,2679350625,12605279451,913435050,1819424295,1935545039,1614375000,1639440000,2627856800,1221600000,1040400000,,3485180535,1045293984,7614031326,9223846134,4309959020,12876960000,2183933101,1043250000,884938400,1514870000,,,,-9.0572,711.0692,117.4585,21.0016,36.1049,22.8155,12.1397,478.9605,144.1548,54.4722,124.2219,47.9933,69.7994,130.4939,14.3121,83.9417,51.8989,50.6725,117.5549,96.1538,30.0322,97.1245,75.0921,,68.8307,45.2671,27.2661,43.4929,-398.2518,22.7219,587.5864,109.8216,94.3969,114.7546,,,,10.7885,8.4206,4.5917,2.4655,5.1982,2.8976,2.6083,3.6867,2.5727,3.0731,8.855,2.2531,1.7365,6.9309,3.2302,6.3733,6.1359,5.7411,6.1035,9.4658,6.1506,12.3551,14.5515,,2.2421,5.1077,3.5791,2.2867,5.0861,3.702,2.8894,5.5558,11.3732,29.8056,,,,3.2072,4.5674,4.1279,2.2357,5.3053,4.6891,1.1093,7.1756,3.5851,5.4833,23.8384,2.5223,3.6372,5.6469,2.1728,6.579,4.3915,5.4129,8.129,7.2543,4.7403,18.2116,12.2523,,2.3301,9.7068,8.0051,1.1653,2.5239,5.4991,1.4517,6.6604,26.983,32.3696,,,
2017/9/15,0.9901,-3.8616,-0.8724,-0.1577,2.3908,-1.1033,-1.0309,0.5795,-0.578,0,-0.3526,0,1.1208,-1.0884,1.1412,-0.0257,0,0,-0.0476,-1.5432,-0.746,-1.3425,-3.8927,,-2.0253,-0.736,1.1858,-0.7788,-1.3636,-0.6908,-0.1435,-1.4953,-2.1915,-1.8068,,,,0.7461,2.8591,1.7467,0.4743,1.8121,0.9385,0.4382,3.9137,0.7878,0.4602,0.4584,0.3157,0.9829,0.4689,2.8823,2.7454,1.4235,,1.3865,1.2834,1.6719,5.1153,13.1448,,1.315,2.4089,0.9529,1.1793,1.3609,0.0803,1.2746,2.5325,1.5519,5.0413,,,,5245666282,2649570001,4057264569,2922146170,8098950720,12843284738,4986710976,4481034502,3766273226,11282702209,11777169459,4703634982,5647169125,2650187625,12749134280,913200475,1819424295,1935545039,1613606250,1614140000,2608251900,1205200000,999900000,,3414594600,1037600928,7704316283,9152009326,4251186852,12788000000,2180799768,1027650000,865544800,1487500000,,,,-9.1468,683.6104,116.4338,20.9684,36.9681,22.5638,12.0146,481.7359,143.3215,54.4722,123.7839,47.9933,70.5818,129.0735,14.4754,83.9201,51.8989,50.6725,117.4989,94.6699,29.8082,95.8206,72.169,,67.4367,44.9339,27.5894,43.1542,-392.8211,22.5649,586.7434,108.1794,92.3281,112.6813,,,,10.8954,8.0954,4.5517,2.4616,5.3225,2.8656,2.5814,3.7081,2.5578,3.0731,8.8237,2.2531,1.756,6.8554,3.2671,6.3717,6.1359,5.7411,6.1006,9.3197,6.1047,12.1892,13.9851,,2.1967,5.0701,3.6215,2.2689,5.0167,3.6765,2.8852,5.4728,11.1239,29.2671,,,,3.2389,4.3911,4.0918,2.2322,5.4322,4.6373,1.0978,7.2172,3.5644,5.4833,23.7543,2.5223,3.678,5.5855,2.1976,6.5774,4.3915,5.4129,8.1251,7.1424,4.705,17.9671,11.7754,,2.283,9.6353,8.1,1.1562,2.4895,5.4611,1.4496,6.5608,26.3916,31.7848,,,
2017/9/18,-1.2255,0.8368,0.44,0.9479,1.2124,2.4341,0.4167,-0.6584,-0.8721,2.9151,1.2031,0.7278,0.8621,1.1692,-1.4104,0.3339,0.3515,0,5.5264,1.2254,0.767,0.8961,2.7003,,1.8949,1.367,-0.3906,0.7849,1.6897,1.8261,0.1437,-0.1265,0.9742,0.5143,,,,0.6642,1.1567,1.265,0.4719,1.2055,1.0757,0.3205,2.3619,0.7845,0.8253,0.6222,0.4901,0.8062,0.6534,1.4239,2.7373,1.1644,,4.2655,1.3587,2.9425,4.1339,9.6582,,1.0821,2.2213,1.616,1.0383,1.601,0.1324,0.9197,2.5776,0.9414,2.7838,,,,5181381156,2671742135,4075118319,2949844238,8197141861,13155900188,5007488938,4451529748,3733427820,11611602274,11918862227,4737868133,5695851618,2681173313,12569315743,916249950,1825819459,1935545039,1702781250,1633920000,2628256900,1216000000,1026900000,,3479298373,1051785000,7674221297,9223846134,4323019502,13021520000,2183933101,1026350000,873976800,1495150000,,,,-9.0348,689.331,116.9462,21.1672,37.4163,23.113,12.0646,478.564,142.0716,56.0601,125.2731,48.3426,71.1902,130.5826,14.2712,84.2003,52.0814,50.6725,123.9925,95.83,30.0368,96.6793,74.1177,,68.7145,45.5482,27.4817,43.4929,-399.4586,22.977,587.5864,108.0426,93.2276,113.2608,,,,10.7618,8.1632,4.5717,2.4849,5.387,2.9354,2.5921,3.6837,2.5355,3.1626,8.9299,2.2695,1.7711,6.9356,3.221,6.3929,6.1575,5.7411,6.4377,9.4339,6.1515,12.2984,14.3627,,2.2384,5.1394,3.6074,2.2867,5.1015,3.7436,2.8894,5.4658,11.2323,29.4176,,,,3.1992,4.4278,4.1098,2.2533,5.498,4.7502,1.1024,7.1696,3.5333,5.6431,24.0401,2.5406,3.7097,5.6508,2.1666,6.5993,4.4069,5.4129,8.5741,7.2299,4.7411,18.1281,12.0933,,2.3262,9.767,8.0684,1.1653,2.5316,5.5609,1.4517,6.5525,26.6487,31.9483,,,
