ÈÕÆÚ,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH,002010.SZ,002120.SZ,002183.SZ,002210.SZ,002245.SZ,002352.SZ,002468.SZ,002492.SZ,002682.SZ,002711.SZ,002769.SZ,002800.SZ,002889.SZ,002930.SZ,300013.SZ,300240.SZ,300350.SZ,600057.SH,600119.SH,600153.SH,600179.SH,600180.SH,600233.SH,600575.SH,600704.SH,600787.SH,600794.SH,601598.SH,603056.SH,603066.SH,603117.SH,603128.SH,603223.SH,603329.SH,603535.SH,603569.SH,603648.SH,603713.SH,603813.SH,603871.SH,603967.SH
2016/7/12,-0.7958,0,0.8696,0.3568,-2.3634,0,-0.0741,0,0,0.5402,-2.71,10.0022,,,4.405,1.0261,-1.0716,0.8815,0.1271,0.7092,-1.3017,3.4718,4.8878,0.8889,1.2658,3.7227,0.7449,,,1.8194,0,0.3795,1.6518,,,,,,,,,0.92,,2.3947,1.2308,4.0405,7.3733,2.3383,,,5.4194,4.8805,47.047,,,7.8072,2.1356,8.3809,0.9284,3.0282,2.4308,1.1096,1.0023,5.1495,0.5631,2.8449,1.6244,1.1017,,,3.3414,2.473,3.0119,3.1756,,,,,,,,,7719791858,2011619369,29205681999,14900206701,11962724168,5953632703,8944680960,2980415693,3335269237,3742153430,6076557047,1894152000,,,3268575000,3955104769,2822475410,5699269944,4841550000,32207878021,5027100000,14729741024,6939900000,6461328000,8561250586,15027413343,5966008184,,,2068181250,4464643798,8552332420,2528000288,,,,,,,,,110.6391,61.7797,59.3461,109.5917,53.3984,415.9655,2313.2449,105.0581,76.112,60.5027,71.203,231.3706,,,-49.5208,91.8521,121.8855,41.7477,56.9454,12.1937,-18.7728,39.6774,153.7248,90.2956,19.9076,26.678,262.4582,,,66.7664,105.9241,64.6442,87.8996,,,,,,,,,5.603,5.4394,5.7934,7.9827,7.9136,14.7647,12.2858,3.0715,2.4976,7.3706,11.9729,28.0175,,,4.6476,4.054,6.011,1.9975,5.7721,1.6867,-17.9448,4.1107,6.4861,4.6161,1.4665,2.0523,3.4197,,,6.2659,5.733,6.1095,6.5734,,,,,,,,,11.4077,3.1421,0.7317,0.4019,7.7613,15.638,6.1831,22.3464,1.3845,5.5573,3.2802,15.5488,,,9.2071,1.7758,13.3837,0.2012,2.0588,0.2515,5.8018,1.8038,7.6449,4.8492,0.151,1.0011,10.0922,,,9.7682,20.5307,1.1598,1.8986,,,,,,,,
2016/7/13,0.4278,0,1.5805,-4.063,-0.0756,1.8092,1.0015,0,0,4.1639,4.4568,-0.9961,,,-1.7534,3.6934,-0.8552,1.5534,0.3175,4.4014,0.0776,1.8574,4.0418,0.4405,1.3542,-0.6188,2.403,,,0.9486,1.4745,1.7958,0.6875,,,,,,,,,0.5718,,2.7708,2.409,2.8126,6.451,2.4836,,,12.1675,4.1416,39.7293,,,7.1099,3.677,4.5969,1.7531,2.3181,4.8237,0.689,0.7702,7.6586,0.5493,3.2796,1.4378,1.9197,,,3.5133,3.9393,2.4254,2.9042,,,,,,,,,7752817705,2011619369,29667266053,14294814860,11953675209,6061348640,9034260480,2980415693,3335269237,3897971773,6347378531,1875285200,,,3211263000,4101184354,2798337935,5787802292,4856920000,33625478286,5031000000,15003331181,7220400000,6489792000,8677184187,14934421924,6109368824,,,2087800000,4530473196,8705918730,2545380290,,,,,,,,,111.1125,61.7797,60.284,105.1391,53.358,423.4914,2336.4117,105.0581,76.112,63.022,74.3764,229.066,,,-48.6525,95.2446,120.8432,42.3962,57.1262,12.7304,-18.7873,40.4144,159.9381,90.6934,20.1771,26.5129,268.765,,,67.3998,107.4859,65.8051,88.5039,,,,,,,,,5.6269,5.4394,5.885,7.6583,7.9076,15.0318,12.4088,3.0715,2.4976,7.6775,12.5065,27.7385,,,4.5661,4.2037,5.9596,2.0285,5.7904,1.761,-17.9588,4.1871,6.7483,4.6365,1.4864,2.0396,3.5019,,,6.3253,5.8176,6.2192,6.6186,,,,,,,,,11.4565,3.1421,0.7433,0.3855,7.7555,15.9209,6.245,22.3464,1.3845,5.7888,3.4264,15.3939,,,9.0456,1.8414,13.2693,0.2044,2.0653,0.2625,5.8063,1.8373,7.9539,4.8705,0.153,0.9949,10.3347,,,9.8608,20.8335,1.1806,1.9116,,,,,,,,
2016/7/14,0.9585,0,0.0707,-2.4881,1.2869,-1.2286,1.0283,0,0,-2.3211,3.8519,5.2894,,,-0.1673,-1.1576,-0.6613,0.3824,-0.443,-1.855,0.155,-0.8235,4.8446,0,-0.5139,0.9963,0.9025,,,-0.1093,1.8163,-1.6713,-0.1552,,,,,,,,,0.6418,,1.5228,1.2429,3.4386,6.0068,3.3443,,,8.6864,5.4968,34.8902,,,3.7806,2.4005,4.308,1.2934,1.5689,2.6503,0.6124,0.4317,8.1162,0.3518,1.8647,1.0368,1.5829,,,2.8177,6.1947,1.4626,1.8179,,,,,,,,,7827125862,2011619369,29688247147,13939147153,12107507517,5986878363,9127157760,2980415693,3335269237,3807496606,6591870149,1974476000,,,3205890000,4053708489,2779832538,5809935380,4835402000,33001734169,5038800000,14879774336,7570200000,6489792000,8632594340,15083208194,6164507532,,,2085518750,4612759943,8560415910,2541430290,,,,,,,,,112.1774,61.7797,60.3266,102.5231,54.0446,418.2883,2360.4365,105.0581,76.112,61.5592,77.2413,241.1822,,,-48.5711,94.142,120.044,42.5583,56.8731,12.4943,-18.8165,40.0816,167.6865,90.6934,20.0735,26.777,271.1907,,,67.3261,109.4382,64.7053,88.3665,,,,,,,,,5.6809,5.4394,5.8891,7.4678,8.0094,14.8472,12.5364,3.0715,2.4976,7.4993,12.9882,29.2057,,,4.5585,4.155,5.9202,2.0363,5.7648,1.7283,-17.9866,4.1526,7.0752,4.6365,1.4787,2.0599,3.5335,,,6.3184,5.9232,6.1152,6.6083,,,,,,,,,11.5663,3.1421,0.7438,0.376,7.8553,15.7253,6.3092,22.3464,1.3845,5.6544,3.5584,16.2082,,,9.0305,1.8201,13.1815,0.2051,2.0561,0.2576,5.8153,1.8222,8.3392,4.8705,0.1522,1.0048,10.428,,,9.8501,21.2119,1.1609,1.9087,,,,,,,,
2016/7/15,0.8966,10.0098,-1.0601,-0.7058,-0.4484,-0.8219,1.0178,0,0,-0.8581,-0.7418,-1.0785,,,-1.6201,0.0901,1.3893,0,1.0807,-1.0309,0.4644,1.1862,-1.4821,0,-0.6198,0,1.0733,,,1.9908,-0.8155,-1.6053,-1.6786,,,,,,,,,0.4671,0.0319,2.2167,0.7972,2.5558,7.503,2.6614,,,5.1011,3.1888,28.3253,,,4.5214,2.612,4.6849,1.1357,4.6216,1.6016,0.4463,0.5025,4.6629,0.4219,1.7693,1.5227,1.4785,,,4.979,2.5309,1.3161,1.3639,,,,,,,,,7897305788,2212977753,29373530746,13840770979,12053213761,5937674787,9220055040,2980415693,3335269237,3774825018,6542971825,1953180800,,,3153951000,4057360479,2818452498,10324935380,4887660000,32661510106,5062200000,15056284115,7458000000,6489792000,8579086524,15083208194,6230673981,,,2127037500,4575143144,8422996580,2498770285,,,,,,,,,113.1833,67.9637,59.6871,101.7995,53.8023,414.8506,2384.4613,105.0581,76.112,61.0309,76.6683,238.581,,,-47.7842,94.2268,121.7118,42.5583,57.4877,12.3655,-18.9039,40.557,165.2011,90.6934,19.949,26.777,274.1015,,,68.6665,108.5457,72.7379,86.8832,,,,,,,,,5.7318,5.9839,5.8267,7.4151,7.9735,14.7251,12.664,3.0715,2.4976,7.435,12.8919,28.8907,,,4.4846,4.1588,6.0024,2.0363,5.8271,1.7105,-18.0701,4.2018,6.9703,4.6365,1.4696,2.0599,3.5714,,,6.4442,5.8749,6.8744,6.4974,,,,,,,,,11.67,3.4566,0.7359,0.3733,7.82,15.5961,6.3734,22.3464,1.3845,5.6059,3.532,16.0334,,,8.8842,1.8217,13.3647,0.2051,2.0784,0.255,5.8424,1.8438,8.2156,4.8705,0.1513,1.0048,10.5399,,,10.0462,21.0389,1.305,1.8766,,,,,,,,
2016/7/18,-0.3153,9.9867,1.5,1.1482,-3.4535,0.0672,1.0076,0,0,-0.6658,-3.1618,-5.7383,,,2.5554,1.0801,-2.6549,-0.5714,10,-1.7361,3.3128,-2.755,0.0442,-1.9737,-1.0395,3.4525,-2.6549,,,0.7937,-2.3124,2.3033,-1.2014,,,,,,,,,0.2669,0.2111,2.7151,0.7431,2.2362,5.8375,2.9211,,,4.7652,2.7049,24.6735,,,5.1925,2.3037,4.729,0.7266,7.8207,1.687,0.855,0.3547,4.812,0.4049,1.6287,1.8826,1.2889,,,4.6846,2.8815,1.6207,1.4846,,,,,,,,,7831254093,2433980858,29814133707,13999686337,11636961634,5941664266,9312952320,2980415693,3335269237,3749693027,6336094303,1841100800,,,3234546000,4101184354,2743626325,10265935749,5376426000,32094470000,5229900000,14641486135,7461300000,6361704000,8489906831,15603960142,6065257858,,,2143918750,4469345898,8617000340,2468750281,,,,,,,,,112.2366,74.751,60.5824,102.9684,51.9443,415.1293,2408.4861,105.0581,76.112,60.6246,74.2442,224.8904,,,-49.0052,95.2446,118.4805,42.3152,63.2365,12.1508,-48.36,39.4397,165.2742,88.9034,19.7417,27.7015,266.8244,,,69.2114,106.0357,74.4133,85.8394,,,,,,,,,5.6839,6.5815,5.9141,7.5002,7.6981,14.735,12.7916,3.0715,2.4976,7.3855,12.4843,27.2328,,,4.5992,4.2037,5.8431,2.0246,6.4098,1.6808,-46.2272,4.0861,6.9734,4.5449,1.4543,2.131,3.4766,,,6.4953,5.7391,7.0327,6.4193,,,,,,,,,11.5724,3.8018,0.747,0.3776,7.55,15.6065,6.4376,22.3464,1.3845,5.5685,3.4203,15.1133,,,9.1112,1.8414,13.0098,0.204,2.2862,0.2506,14.946,1.793,8.2193,4.7744,0.1497,1.0395,10.2601,,,10.1259,20.5524,1.3351,1.8541,,,,,,,,
2016/7/19,0,10.0081,0.2815,-1.0811,1.1664,-1.1638,-0.4631,0,0,-0.5362,0.7124,-1.4103,,,0.5537,0.5343,1.9648,2.3946,-0.0572,2.2968,0,0,1.3268,0,0.5252,0.2384,0.5455,,,-1.6599,0.9469,2.2514,1.248,,,,,,,,,0.2236,0.0942,1.9389,0.7428,1.4248,5.1653,2.396,,,3.8251,1.8772,19.4945,,,6.2976,2.2857,4.0046,0.8516,7.9057,1.859,0.4659,0.3237,5.3162,0.4223,1.3025,1.5004,1.1509,,,3.0065,1.6421,1.6536,1.2279,,,,,,,,,7831254093,2677575391,29898058081,13848338377,11772696023,5872513294,9269821440,2980415693,3335269237,3729587435,6381231217,1815135600,,,3252456000,4123096292,2797533353,10511767544,5373352000,32831622137,5229900000,14641486135,7560300000,6361704000,8534496678,15641156709,6098341083,,,2108331250,4511664796,8811004100,2499560285,,,,,,,,,112.2366,82.2322,60.753,101.8552,52.5501,410.2979,2397.3317,105.0581,76.112,60.2995,74.7731,221.7187,,,-49.2766,95.7535,120.8084,43.3284,63.2004,12.4299,-48.36,39.4397,167.4672,88.9034,19.8453,27.7676,268.2798,,,68.0626,107.0397,76.0886,86.9107,,,,,,,,,5.6839,7.2401,5.9308,7.4191,7.7879,14.5635,12.7324,3.0715,2.4976,7.3459,12.5732,26.8488,,,4.6247,4.2262,5.9579,2.0731,6.4061,1.7194,-46.2272,4.0861,7.066,4.5449,1.4619,2.1361,3.4955,,,6.3875,5.7934,7.1911,6.4994,,,,,,,,,11.5724,4.1823,0.7491,0.3735,7.638,15.4249,6.4078,22.3464,1.3845,5.5387,3.4447,14.9002,,,9.1617,1.8513,13.2655,0.2089,2.2849,0.2563,14.946,1.793,8.3283,4.7744,0.1505,1.042,10.316,,,9.9578,20.747,1.3651,1.8772,,,,,,,,
2016/7/20,0,10.0147,-1.193,0,-0.2306,-0.4303,-0.7516,0,10.0079,0.7412,-4.7156,-0.175,,,1.9273,1.7715,1.2655,2.1515,6.9794,-1.1226,4.3997,-1.9892,-0.873,-0.4474,-0.8359,-0.4756,2.7125,,,6.4705,-1.4591,0.6422,-2.0228,,,,,,,,,0.3187,0.2256,1.9769,0.7766,1.4459,3.7138,2.2147,,0.0922,3.6188,4.8443,15.728,,,10.7173,4.7383,4.9585,2.3681,13.4326,1.3424,1.4048,0.3824,3.8457,0.3987,1.4453,0.8628,1.5495,,,12.3882,2.3869,2.4473,2.6125,,,,,,,,,7831254093,2945725824,29541379493,13848338377,11745549145,5847246593,9200148480,2980415693,3669058987,3757232625,6080318457,1811960000,,,3315141000,4196136085,2832934983,10737932795,5748380000,32463046069,5460000000,14350245000,7494300000,6333240000,8463152923,15566763574,6263757206,,,2244750000,4445835399,8867588530,2449000279,,,,,,,,,112.2366,90.4674,60.0282,101.8552,52.429,408.5326,2379.3131,105.0581,83.7292,60.7465,71.2471,221.3308,,,-50.2263,97.4497,122.3372,44.2607,67.6114,12.2903,-50.4877,38.6552,166.0052,88.5056,19.6794,27.6355,275.5569,,,72.4665,105.4779,76.5772,85.1527,,,,,,,,,5.6839,7.9652,5.86,7.4191,7.77,14.5009,12.6367,3.0715,2.7476,7.4003,11.9803,26.8018,,,4.7138,4.301,6.0333,2.1177,6.8532,1.7001,-48.2611,4.0048,7.0043,4.5246,1.4497,2.126,3.5904,,,6.8008,5.7089,7.2372,6.368,,,,,,,,,11.5724,4.6011,0.7401,0.3735,7.6204,15.3585,6.3597,22.3464,1.5231,5.5797,3.2823,14.8741,,,9.3382,1.8841,13.4333,0.2134,2.4444,0.2534,15.6035,1.7573,8.2556,4.753,0.1492,1.0371,10.5959,,,10.6021,20.4442,1.3739,1.8393,,,,,,,,
2016/7/21,2.6357,10.0033,-0.071,0.8743,-2.5424,3.889,0.8655,0,10.0287,0.0669,-0.8351,-4,,,-2.269,1.8277,-0.4828,3.8462,9.3048,0.262,0.5714,7.2571,0.2642,0.4494,0.6322,-0.3584,2.1127,,,-0.752,-0.7932,-1.2762,-0.7742,,,,,,,,,1.7257,0.1617,2.4482,0.8419,3.8304,11.2949,2.6833,,11.9432,5.0648,2.0296,17.713,,,11.5833,3.7406,7.574,2.5867,13.6619,1.9214,1.3698,1.2,3.6983,0.4781,1.8066,1.1797,2.3932,,,8.1202,3.1722,2.5487,2.5434,,,,,,,,,8037665640,3240396630,29520398400,13969416745,11446933489,6074646904,9279774720,2980415693,4037016192,3759745824,6029539429,1739481600,,,3239919000,4272827867,2819257080,11150930210,6283256000,32548102084,5491200000,15391652694,7514100000,6361704000,8516660739,15510968723,6396090105,,,2227868750,4410569650,8754419670,2430040277,,,,,,,,,115.1949,99.5172,59.9856,102.7457,51.096,424.4205,2399.9058,105.0581,92.1261,60.7871,70.6521,212.4776,,,-49.0866,99.2308,121.7465,45.963,73.9025,12.3225,-50.7762,41.4604,166.4438,88.9034,19.8039,27.5364,281.3785,,,71.9216,104.6412,75.6,84.4934,,,,,,,,,5.8337,8.762,5.8558,7.484,7.5724,15.0648,12.746,3.0715,3.0231,7.4053,11.8803,25.7297,,,4.6069,4.3796,6.0042,2.1992,7.4909,1.7045,-48.5368,4.2954,7.0228,4.5449,1.4589,2.1183,3.6662,,,6.7496,5.6636,7.1449,6.3187,,,,,,,,,11.8775,5.0614,0.7396,0.3768,7.4267,15.9558,6.4147,22.3464,1.6758,5.5835,3.2548,14.2791,,,9.1263,1.9185,13.3685,0.2216,2.6718,0.2541,15.6927,1.8849,8.2774,4.7744,0.1502,1.0333,10.8197,,,10.5224,20.2821,1.3564,1.825,,,,,,,,
2016/7/22,-2.414,10.003,-1.7768,-5.0379,-5.2174,-5.035,0.286,0,-3.6458,-0.1337,-1.7155,-4.564,,,-5.749,-2.1368,-4.1096,-0.8818,6.3112,-0.8711,-1.0653,-2.4656,0,-1.566,-0.8377,-3.1175,-0.6897,,,-2.0684,-3.8913,-3.0471,-2.3732,,,,,,,,,0.8693,0.3176,1.622,1.2561,4.7563,8.2131,2.1395,,6.2921,4.8213,2.4282,20.5747,,,9.5709,2.2383,6.145,1.3219,15.3366,1.2451,0.6827,0.5329,,0.5119,1.6642,1.1252,1.4872,,,4.8392,4.0086,1.3987,3.3246,,,,,,,,,7843638786,3564534517,28995871065,13265648729,10849702177,5768786836,9306316800,2980415693,3889833310,3754719426,5926100667,1660091600,,,3053655000,4181528126,2703397200,11052597492,6679802000,32264582031,5432700000,15012156670,7514100000,6262080000,8445316984,15027413343,6351979139,,,2181787500,4238943006,8487664500,2372370270,,,,,,,,,112.4141,109.4719,58.9197,97.5695,48.4301,403.0508,2406.77,105.0581,88.7673,60.7059,69.44,202.7801,,,-46.2646,97.1105,116.7433,45.5577,78.5666,12.2152,-50.2353,40.4382,166.4438,87.5112,19.638,26.678,279.438,,,70.4339,100.5694,73.2964,82.4882,,,,,,,,,5.6929,9.6385,5.7518,7.107,7.1773,14.3063,12.7825,3.0715,2.9129,7.3954,11.6764,24.5554,,,4.342,4.2861,5.7574,2.1798,7.9636,1.6897,-48.0198,4.1895,7.0228,4.4738,1.4467,2.0523,3.6409,,,6.61,5.4432,6.9272,6.1687,,,,,,,,,11.5907,5.5677,0.7265,0.3578,7.0392,15.1525,6.4331,22.3464,1.6147,5.576,3.199,13.6274,,,8.6017,1.8775,12.8191,0.2196,2.8404,0.2519,15.5255,1.8384,8.2774,4.6996,0.1489,1.0011,10.7451,,,10.3048,19.4928,1.315,1.7817,,,,,,,,
2016/7/25,0.1579,10.0028,-0.3618,-2.9663,-7.256,-2.9968,3.6364,0,-5.5405,0.0669,0.603,0.7652,,,-1.7009,-1.3974,1.4583,0.2669,-2.8992,0,-5.0251,0.2352,0,0.4545,2.6399,0.495,-2.4306,,,2.1748,0.8319,0.0952,0.5328,,,,,,,,,0.5329,2.5322,1.4781,1.6823,5.9985,4.4059,3.7991,,5.9202,2.7969,1.5573,20.0571,,,4.619,2.2193,3.4929,1.01,9.4294,1.1762,1.0923,0.4309,,0.3797,4.2013,0.5493,1.3103,,,3.7091,1.6559,0.9235,2.0844,,,,,,,,,7856023479,3921086192,28890965598,12872144032,10062442719,5595909407,9644728320,2980415693,3674315519,3757232625,5961834058,1672794000,,,3001716000,4123096292,2742821743,11082097307,6486140000,32264582031,5159700000,15047458626,7514100000,6290544000,8668266218,15101806478,6197590757,,,2229237500,4274208755,8495747990,2385010272,,,,,,,,,112.5916,120.4222,58.7066,94.6752,44.916,390.9723,2494.2889,105.0581,83.8491,60.7465,69.8587,204.3317,,,-45.4777,95.7535,118.4458,45.6793,76.2888,12.2152,-47.7109,40.5333,166.4438,87.909,20.1564,26.8101,272.6461,,,71.9658,101.406,73.3662,82.9277,,,,,,,,,5.7019,10.6026,5.731,6.8962,6.6565,13.8776,13.2473,3.0715,2.7515,7.4003,11.7469,24.7433,,,4.2682,4.2262,5.8414,2.1856,7.7328,1.6897,-45.6067,4.1994,7.0228,4.4941,1.4848,2.0625,3.5524,,,6.7538,5.4885,6.9338,6.2016,,,,,,,,,11.609,6.1246,0.7238,0.3472,6.5284,14.6984,6.667,22.3464,1.5252,5.5797,3.2183,13.7317,,,8.4554,1.8513,13.006,0.2202,2.7581,0.2519,14.7453,1.8427,8.2774,4.721,0.1529,1.0061,10.4839,,,10.5289,19.655,1.3163,1.7912,,,,,,,,
2016/7/26,0,0,1.3798,0.9994,2.0683,3.9211,2.8208,0,0.7153,2.1405,0.0315,0.1228,,,2.0883,0.7972,0.4987,0.6211,3.0806,2.4605,-0.2268,0.4692,0,0.905,0.1029,1.3547,0.3559,,,2.3741,0.44,1.5224,0.1325,,,,,,,,,0.5008,,1.6132,0.6603,2.9484,7.1066,4.7231,,2.9583,6.4629,1.4105,15.9379,,,3.326,1.594,2.409,0.953,8.7628,2.7559,0.6674,0.3473,,0.4003,2.7199,0.584,0.9386,,,6.6246,1.3503,1.0879,2.3811,,,,,,,,,7856023479,3921086192,29289606372,13000789798,10270568783,5815330760,9916784640,2980415693,3700598176,3837654995,5963714762,1674848800,,,3064401000,4155964199,2756499645,11150930210,6685950000,33058438180,5148000000,15118062537,7514100000,6347472000,8677184187,15306387600,6219646240,,,2282162500,4293017154,8625083830,2388170272,,,,,,,,,112.5916,120.4222,59.5166,95.6214,45.845,406.3027,2564.6473,105.0581,84.4489,62.0468,69.8808,204.5827,,,-46.4274,96.5168,119.0364,45.963,78.6389,12.5157,-47.6027,40.7235,166.4438,88.7045,20.1771,27.1733,273.6163,,,73.6743,101.8523,74.4831,83.0376,,,,,,,,,5.7019,10.6026,5.8101,6.9651,6.7942,14.4217,13.621,3.0715,2.7712,7.5587,11.7506,24.7737,,,4.3573,4.2599,5.8705,2.1992,7.971,1.7313,-45.5033,4.2191,7.0228,4.5348,1.4864,2.0904,3.5651,,,6.9141,5.5126,7.0393,6.2098,,,,,,,,,11.609,6.1246,0.7338,0.3506,6.6635,15.2747,6.855,22.3464,1.5362,5.6992,3.2193,13.7486,,,8.6319,1.866,13.0709,0.2216,2.843,0.2581,14.7119,1.8514,8.2774,4.7637,0.153,1.0197,10.5212,,,10.7788,19.7415,1.3363,1.7936,,,,,,,,
2016/7/27,-3.731,0,-6.9484,-7.6834,-6.1674,-5.8998,-2.1077,0,-5.1847,-6.1559,-4.6673,-7.9523,,,-8.0655,-8.9631,-9.2528,-4.6737,-2.4368,-2.4014,-2.0455,-6.4215,0,-3.5874,-4.111,-3.7667,-5.1418,,,-5.6977,-7.1742,-6.5604,-4.0688,,,,,,,,,1.0399,,3.2457,1.6798,4.1605,6.6972,4.3583,,4.5845,8.5492,2.5558,18.6287,,,6.2051,4.0997,6.461,1.1152,10.7495,3.0651,0.788,0.6766,,0.8167,4.0652,1.4401,2.2725,,,6.9993,3.8109,1.5708,3.0791,,,,,,,,,7562919082,3921086192,27254440314,12001893260,9637141633,5472235554,9707765760,2980415693,3508734776,3601414282,5685370459,1541660400,,,2817243000,3783461257,2501446993,10629766805,6523028000,32264582031,5042700000,14147258755,7514100000,6119760000,8320465413,14729840801,5899841735,,,2152131250,3985029614,8059239530,2291000261,,,,,,,,,108.3909,120.4222,55.3811,88.2745,43.0176,382.3315,2510.5915,105.0581,80.0705,58.2272,66.6192,188.3138,,,-42.6829,87.8659,108.0223,43.8148,76.7226,12.2152,-46.629,38.1084,166.4438,85.5223,19.3477,26.1497,259.5474,,,69.4766,94.5452,69.5966,79.659,,,,,,,,,5.4891,10.6026,5.4064,6.4299,6.3752,13.5709,13.3339,3.0715,2.6275,7.0934,11.2021,22.8036,,,4.0059,3.878,5.3273,2.0964,7.7767,1.6897,-44.5725,3.9481,7.0228,4.3721,1.4253,2.0117,3.3818,,,6.5202,5.1172,6.5775,5.9571,,,,,,,,,11.1759,6.1246,0.6828,0.3237,6.2525,14.3735,6.7106,22.3464,1.4565,5.3483,3.0691,12.6553,,,7.9357,1.6988,11.8615,0.2112,2.7738,0.2519,14.411,1.7325,8.2774,4.5928,0.1467,0.9813,9.9802,,,10.1647,18.3252,1.2487,1.7206,,,,,,,,
2016/7/28,-0.8188,1.4529,-3.3102,2.396,3.4742,0.3159,4.4087,0,0.7491,0.4187,1.2901,-1.4419,,,0.8264,-1.7375,-3.7311,1.7576,-4.7125,-1.3181,-2.7842,-0.2495,0,-0.9302,-0.9646,0.3788,-2.0561,,,-2.2472,0.708,2.2066,1.6897,,,,,,,,,1.033,31.5154,2.9131,0.9356,3.2146,3.5338,3.7863,,2.4168,5.3528,1.52,13.8516,,,4.1369,2.2019,5.5791,0.7926,8.1776,1.5886,0.5115,0.4552,,0.6393,2.0986,0.8484,1.2074,,,3.3636,1.6621,1.0402,3.3273,,,,,,,,,7500995618,3978055881,26352253298,12289454384,9971953127,5489523297,10135756800,2980415693,3535017434,3616493476,5758717945,1519431200,,,2840526000,3717725443,2408115423,10816598969,6215628000,31839301952,4902300000,14111956799,7514100000,6062832000,8240203689,14785635653,5778536577,,,2103768750,4013242213,8237076310,2329710265,,,,,,,,,107.5034,122.1718,53.5479,90.3895,44.5121,383.5393,2621.2772,105.0581,80.6703,58.471,67.4787,185.5985,,,-43.0356,86.3393,103.9918,44.5849,73.107,12.0542,-45.3307,38.0133,166.4438,84.7267,19.161,26.2488,254.2109,,,67.9153,95.2146,71.1324,81.0049,,,,,,,,,5.4442,10.7566,5.2274,6.584,6.5967,13.6137,13.9217,3.0715,2.6472,7.1231,11.3466,22.4748,,,4.039,3.8107,5.1285,2.1333,7.4103,1.6674,-43.3315,3.9383,7.0228,4.3314,1.4115,2.0193,3.3122,,,6.3737,5.1534,6.7226,6.0578,,,,,,,,,11.0844,6.2136,0.6602,0.3315,6.4697,14.4189,7.0064,22.3464,1.4674,5.3707,3.1086,12.4728,,,8.0013,1.6693,11.4189,0.2149,2.6431,0.2486,14.0097,1.7282,8.2774,4.5501,0.1453,0.985,9.775,,,9.9363,18.455,1.2762,1.7497,,,,,,,,
