ÈÕÆÚ,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH
2016/10/24,7.1429,0.7848,0.5471,10.0346,5.0794,0.8824,5.5498,5.3512,3.8462,3.9063,4.3584,6.1093,4.4693,3.653,5.5877,4.1522,0,4.5328,4.9738,0,0,1.3962,3.8529,10.0457,-0.3577,,2.5606,6.3114,2.5063,4.3478,7.3201,0,10,5.0881,5.1724,10.0503,5,,5.1125,8.395,1.4862,3.3018,5.2843,2.9113,1.044,3.8276,3.461,3.711,5.7456,3.6329,0.9869,3.2419,3.4547,6.0853,0.8858,,2.4991,2.0433,,,44.0235,3.4305,8.6117,2.3487,,2.2608,4.5281,3.6637,8.6083,0.4569,,4.1172,2.3883,2.3604,0.7806,0.476,,1.0119,6541242649,6613680609,3222995813,6450988221,19241690954,5286456630,32362799968,15008686929,5756996880,9116352000,19807272093,39069749400,17989400000,15027870898,5424980153,14392690660,5919984000,8166713400,7949649121,3512539500,5931199805,2009857832,5645531258,7230029426,3661566584,,9395610400,12686646000,10705538967,3729600000,2.85295E+11,7835988716,17289800000,12679455953,25546634568,60128642628,11424289338,,,53.4142,128.8564,-103.5729,-16.5151,66.4901,-3.3758,229.4459,28.9314,-10.5778,664.192,88.8122,75.4364,215.7203,647.6135,194.6803,-11.1716,156.2036,715.9479,-3.3399,-1.3508,-8.3284,-49.9252,-8.424,-5.2267,31.5051,,-22.5363,-7.0441,122.6872,-27.8078,21.3138,136.0404,-21.3482,-5.9318,247.9786,-34.566,-4.4606,,250.1974,1.5689,3.3314,6.0336,1.4957,1.2743,24.4879,2.0162,1.7495,1.6738,0.947,2.6175,1.6288,1.3995,2.6549,1.5399,1.695,3.8284,1.0231,2.1251,-1.881,3.4634,4.6769,2.1312,1.306,3.1593,,1.4329,2.6051,2.6334,3.1405,1.1752,1.1964,2.0462,1.3585,1.4382,1.0434,2.6518,,1.0222,3.6289,7.9811,6.6172,3.1562,1.8658,3.1945,1.7345,2.7646,0.4799,1.9972,4.9661,0.9396,1.0667,3.6932,1.0603,3.1124,2.4984,1.6464,0.2008,1.2586,2.0542,3.9233,1.6996,1.8229,4.0497,,0.9017,1.7797,7.3457,1.4969,1.9433,1.1924,1.9624,1.019,2.2901,1.4697,2.3904,,1.1573
2016/10/25,2.1429,1.1123,0.786,10.0629,3.9275,-1.5549,2.629,2.328,2.6455,2.2556,0.232,2.0455,5.615,2.8634,2.7372,0,0,2.6549,1.4963,0,0,-2.2375,3.3727,6.0858,-1.2922,,2.7595,4.6174,-0.1222,4.4048,0.4046,0,9.2476,2.9795,5.6206,7.0015,4.9887,,0.3891,7.9972,1.361,2.7952,12.8788,3.0741,1.6258,3.6099,3.2079,4.1285,5.558,1.7844,1.1335,4.3387,3.5496,5.6323,0.7129,,2.4475,1.1801,,,29.544,3.7671,10.1631,2.2488,,2.3559,4.9042,2.56,9.2299,0.3364,,4.481,2.7333,3.7907,1.7903,0.1945,,0.6285,6681412135,6687247690,3248327702,7100144268,19997406913,5204257110,33213623336,15358095513,5909298384,9321984000,19853228641,39868903365,18999500000,15458184382,5573474136,14392690660,5919984000,8383528800,8068596490,3512539500,5931199805,1964886830,5835937034,7670031217,3614252730,,9654884800,13272441000,10692451511,3893880000,2.86449E+11,7835988716,18888700000,13057242350,26982510984,64338562812,11994208534,,,54.5588,130.2898,-104.387,-18.177,69.1015,-3.3233,235.4781,29.605,-10.8577,679.1738,89.0183,76.9794,227.833,666.1575,200.0091,-11.1716,156.2036,734.9554,-3.3899,-1.3508,-8.3284,-48.8081,-8.7081,-5.5448,31.098,,-23.1582,-7.3694,122.5372,-29.0327,21.4001,136.0404,-23.3224,-6.1085,261.9165,-36.9862,-4.6831,,251.3713,1.6026,3.3685,6.081,1.6462,1.3243,24.1071,2.0692,1.7902,1.7181,0.9684,2.6236,1.6621,1.478,2.731,1.582,1.695,3.8284,1.0502,2.1568,-1.881,3.4634,4.5722,2.2031,1.3854,3.1185,,1.4724,2.7254,2.6302,3.2788,1.18,1.1964,2.2355,1.399,1.519,1.1165,2.7841,,1.027,3.7067,8.0699,6.6692,3.4739,1.9391,3.1449,1.7801,2.829,0.4926,2.0423,4.9776,0.9588,1.1266,3.799,1.0893,3.1124,2.4984,1.6901,0.2038,1.2586,2.0542,3.8355,1.757,1.9338,3.9974,,0.9266,1.8618,7.3367,1.5628,1.9511,1.1924,2.1439,1.0493,2.4188,1.5726,2.5096,,1.1627
2016/10/26,-3.2634,0.9901,-0.06,1.4286,-3.343,-0.5923,-3.1309,-2.999,-2.0619,-2.3284,-2.0833,-2.7468,-2.5316,-2.5696,-2.8419,-1.6611,0,-2.8448,-0.9828,0,0,-2.993,-1.1419,-4.824,-1.0182,,-1.7903,-3.7831,-0.7344,-2.9647,-2.2453,0,-4.5911,-3.255,-2.6608,-3.9829,-1.5119,,-0.3876,4.4324,2.173,2.0822,13.9366,1.6936,1.0385,1.9725,2.0395,2.2652,2.7424,1.0015,0.479,2.4608,2.6156,3.1179,0.3833,,1.4988,1.4572,,,20.0779,3.5458,5.9308,1.9628,,1.2552,2.879,2.86,6.0071,0.1912,,2.7077,1.4882,1.6294,0.7782,4.2976,,0.6597,6463370713,6753458063,3246379095,7201574900,19328888949,5173432290,32173728109,14897511470,5787457181,9104928000,19439619711,38773766450,18518500000,15060971935,5415080555,14153609420,5919984000,8145031860,7989298244,3512539500,5931199805,1906078598,5769295013,7300029711,3577453066,,9482035200,12770331000,10613926775,3778440000,2.80018E+11,7835988716,18021500000,12632232654,26264572776,61776002700,11812870608,,,52.7783,131.5798,-104.3244,-18.4367,66.7914,-3.3036,228.1054,28.7171,-10.6338,663.3597,87.1638,74.8649,222.065,649.0399,194.325,-10.986,156.2036,714.0472,-3.3565,-1.3508,-8.3284,-47.3473,-8.6087,-5.2773,30.7814,,-22.7436,-7.0906,121.6373,-28.172,20.9196,136.0404,-22.2517,-5.9097,254.9476,-35.513,-4.6123,,250.2528,1.5503,3.4018,6.0774,1.6697,1.28,23.9643,2.0044,1.7365,1.6827,0.9458,2.569,1.6165,1.4406,2.6608,1.5371,1.6668,3.8284,1.0204,2.1357,-1.881,3.4634,4.4354,2.1779,1.3186,3.0867,,1.4461,2.6223,2.6108,3.1816,1.1535,1.1964,2.1328,1.3535,1.4786,1.072,2.742,,1.0224,3.5857,8.1498,6.6652,3.5235,1.8743,3.1262,1.7244,2.7441,0.4825,1.9947,4.8739,0.9325,1.0981,3.7014,1.0584,3.0607,2.4984,1.642,0.2018,1.2586,2.0542,3.7207,1.7369,1.8405,3.9567,,0.91,1.7914,7.2828,1.5165,1.9073,1.1924,2.0454,1.0152,2.3544,1.5099,2.4717,,1.1576
2016/10/27,-0.4819,-0.7625,7.2029,-2.8169,-1.0526,0.8937,-2.0568,-0.6397,0.7018,-0.7528,0.2364,-1.8321,-1.6883,-0.989,-1.6453,0,-3.9116,-0.4437,0,0,1.8826,-2.5408,0,0.6849,1.396,,-0.9115,0.6553,-1.233,0.47,-1.2367,0,-1.6541,-1.8692,-1.7084,-1.6296,0.8772,,-1.2646,3.1479,1.3892,7.685,8.3886,1.372,0.9884,2.2648,1.7678,1.8942,2.3581,0.8064,0.4469,2.1828,2.0997,2.0958,0.2066,16.3566,1.1243,0.9493,,12.4724,15.6523,2.6223,4.4405,1.6758,,1.4716,2.5898,2.2422,5.6482,0.1738,,2.311,1.4516,1.9376,0.6461,2.0152,,0.6852,6432221938,6701961106,3480211923,6998713636,19125426960,5219669520,31511976600,14802218219,5828070915,9036384000,19485576259,38063407370,18205850000,14912017268,5325984165,14153609420,5688420000,8108895960,7989298244,3512539500,6042861374,1857648289,5769295013,7350029915,3627395467,,9395610400,12854016000,10483052216,3796200000,2.76555E+11,7835988716,17723400000,12396116156,25815861396,60769282656,11916492280,,,52.524,130.5764,-111.8387,-17.9173,66.0883,-3.3331,223.4137,28.5334,-10.7084,658.3658,87.3698,73.4933,218.3159,642.6209,191.1277,-10.986,150.0936,710.8793,-3.3565,-1.3508,-8.4852,-46.1443,-8.6087,-5.3134,31.2111,,-22.5363,-7.1371,120.1375,-28.3044,20.6609,136.0404,-21.8836,-5.7992,250.592,-34.9343,-4.6528,,247.2013,1.5428,3.3759,6.5151,1.6227,1.2666,24.1785,1.9632,1.7254,1.6945,0.9387,2.575,1.5868,1.4163,2.6345,1.5118,1.6668,3.6787,1.0158,2.1357,-1.881,3.5286,4.3227,2.1779,1.3276,3.1298,,1.4329,2.6395,2.5786,3.1966,1.1392,1.1964,2.0975,1.3282,1.4534,1.0545,2.766,,1.01,3.5684,8.0876,7.1453,3.4242,1.8546,3.1542,1.6889,2.7266,0.4859,1.9797,4.8854,0.9154,1.0796,3.6648,1.041,3.0607,2.4006,1.6347,0.2018,1.2586,2.0929,3.6261,1.7369,1.8531,4.012,,0.9017,1.8031,7.193,1.5236,1.8837,1.1924,2.0116,0.9962,2.3142,1.4853,2.4934,,1.1434
2016/10/28,0,-1.3172,-1.7917,-1.4493,0.9119,1.0827,0.6,-0.4292,-0.6969,-0.2528,-0.2358,-0.3888,0.1321,0.111,-2.0446,-0.8446,-9.3805,0.5348,-0.4963,0,4.1304,-2.1726,0.33,-1.0884,-3.1884,,0.1314,1.1719,-2.4969,1.9883,0.477,0,-0.6116,0,1.6222,0.6024,0,,-2.1675,2.1613,1.0747,3.2772,8.0665,1.0571,1.0758,1.3731,1.3338,1.1648,1.9635,0.6436,0.3329,1.4213,1.4,2.1676,0.1888,11.199,0.9209,0.7986,,12.2243,16.2776,1.5808,3.3294,2.6431,,0.8307,2.812,2.3365,6.1822,0.1192,,1.7818,0.8407,1.1759,0.5995,1.3426,,0.4741,6432221938,6613680609,3417856503,6897283003,19299822951,5276181690,31701048460,14738689386,5787457181,9013536000,19439619711,37915415895,18229900000,14928567786,5217088578,14034068800,5154816000,8152259040,7949649121,3512539500,6292457822,1817289698,5788335590,7270029589,3511739380,,9407956800,13004649000,10221303097,3871680000,2.77874E+11,7835988716,17615000000,12396116156,26234658684,61135362672,11916492280,,,52.524,128.8564,-109.8349,-17.6577,66.691,-3.3692,224.7542,28.411,-10.6338,656.7011,87.1638,73.2076,218.6043,643.3341,187.2199,-10.8933,136.014,714.6808,-3.3399,-1.3508,-8.8356,-45.1418,-8.6371,-5.2556,30.216,,-22.5659,-7.2207,117.1378,-28.8672,20.7594,136.0404,-21.7497,-5.7992,254.6572,-35.1447,-4.6528,,242.2788,1.5428,3.3314,6.3984,1.5992,1.2781,24.4403,1.975,1.718,1.6827,0.9363,2.569,1.5807,1.4182,2.6374,1.4809,1.6527,3.3336,1.0213,2.1251,-1.881,3.6744,4.2288,2.1851,1.3132,3.03,,1.4348,2.6704,2.5143,3.2601,1.1446,1.1964,2.0847,1.3282,1.4769,1.0609,2.766,,0.9898,3.5684,7.9811,7.0172,3.3746,1.8715,3.1883,1.699,2.7149,0.4825,1.9747,4.8739,0.9118,1.081,3.6688,1.0197,3.0348,2.1755,1.6435,0.2008,1.2586,2.1794,3.5474,1.7426,1.833,3.884,,0.9029,1.8243,7.0134,1.5539,1.8927,1.1924,1.9993,0.9962,2.3517,1.4943,2.4934,,1.1207
2016/10/31,-1.2107,0.3337,1.7104,2.9412,0.4518,-0.779,-0.8946,0.2155,-1.9298,-0.1267,0.2364,-1.3271,-0.2639,-0.9978,0.759,0.3407,-0.1953,-2.4823,0.4988,0,2.8184,-2.2208,0.8224,0.4127,0.524,,1.0499,-1.6731,-3.5851,0,0.2374,0,0.4615,-0.381,-0.9122,-0.4491,-1.5217,,-0.5035,1.5411,0.7509,2.1203,5.3548,1.0194,0.6974,1.3642,1.1962,1.2695,1.3782,0.4791,0.2747,0.9762,1.3092,1.3943,0.2137,6.6277,1.5568,0.8524,,10.7503,11.8838,1.1275,2.3015,1.6885,,1.1615,1.7877,3.2297,4.7356,0.0828,,1.0359,0.7287,1.0416,0.3712,1.2348,,0.43,6354350002,6635750733,3476314710,7100144268,19387020946,5235081930,31417440670,14770453803,5675769410,9002112000,19485576259,37412244880,18181800000,14779613119,5256686973,14081885048,5144748000,7949898000,7989298244,3512539500,6469802666,1776931107,5835937034,7300029711,3530139212,,9506728000,12787068000,9854854330,3871680000,2.78534E+11,7835988716,17696300000,12348892856,25995345948,60860802660,11735154354,,,51.8881,129.2864,-111.7135,-18.177,66.9923,-3.343,222.7435,28.4722,-10.4286,655.8688,87.3698,72.236,218.0275,636.915,188.6409,-10.9304,135.7483,696.9405,-3.3565,-1.3508,-9.0847,-44.1393,-8.7081,-5.2773,30.3743,,-22.8028,-7.0999,112.9382,-28.8672,20.8087,136.0404,-21.8501,-5.7771,252.3342,-34.9869,-4.582,,240.288,1.5241,3.3425,6.5078,1.6462,1.2839,24.2499,1.9573,1.7217,1.6502,0.9351,2.575,1.5597,1.4144,2.6111,1.4921,1.6584,3.3271,0.9959,2.1357,-1.881,3.7779,4.1349,2.2031,1.3186,3.0459,,1.4498,2.6258,2.4241,3.2601,1.1474,1.1964,2.0943,1.3231,1.4635,1.0561,2.7239,,0.9817,3.5252,8.0077,7.1373,3.4739,1.8799,3.1635,1.6838,2.7207,0.4732,1.9722,4.8854,0.8997,1.0781,3.6322,1.0274,3.0452,2.1712,1.6027,0.2018,1.2586,2.2408,3.4686,1.757,1.8405,3.9044,,0.9124,1.7938,6.762,1.5539,1.8972,1.1924,2.0085,0.9924,2.3303,1.4876,2.4554,,1.1115
2016/11/1,0,0,0.2803,-0.4286,-0.2999,1.5702,-0.7021,-1.1828,0.3578,0.1269,0,-0.6329,0,-0.224,0.565,0.5093,9.9804,-0.0909,-0.2481,0,-1.0152,5.0616,-1.3051,-0.137,0.6701,,0.6494,-1.0471,1.7264,-1.2615,1.2433,0,-1.3783,0.3824,-0.6904,-0.6015,0.2208,,1.1134,1.7614,,2.4458,6.3205,0.9223,0.6764,1.4881,1.2834,1.0614,1.5035,0.6273,0.3769,1.2123,1.2058,1.3292,0.1943,6.0917,1.1517,0.5947,,9.307,24.2678,1.1191,3.1003,2.0925,,1.2772,1.8058,2.3714,4.7194,0.1559,,1.9514,0.8107,0.9752,0.4835,0.9493,,0.4129,6354350002,6635750733,3486057744,7069715078,19328888949,5317281450,31196856834,14595749510,5696076278,9013536000,19485576259,37175458520,18181800000,14746512082,5286385770,14153609420,5658216000,7942670820,7969473683,3512539500,6404119391,1866873109,5759774724,7290029670,3553796139,,9568460000,12653172000,10024991258,3822840000,2.81997E+11,7835988716,17452400000,12396116156,25815861396,60494722644,11761059772,,,51.8881,129.2864,-112.0266,-18.0991,66.7914,-3.3955,221.1796,28.1354,-10.4659,656.7011,87.3698,71.7788,218.0275,635.4886,189.7067,-10.986,149.2966,696.3069,-3.3482,-1.3508,-8.9924,-46.3734,-8.5945,-5.2701,30.5778,,-22.9509,-7.0256,114.888,-28.503,21.0674,136.0404,-21.549,-5.7992,250.592,-34.7765,-4.5921,,243.2974,1.5241,3.3425,6.5261,1.6392,1.28,24.6306,1.9436,1.7013,1.6561,0.9363,2.575,1.5498,1.4144,2.6052,1.5005,1.6668,3.6591,0.995,2.1304,-1.881,3.7396,4.3442,2.1743,1.3168,3.0663,,1.4592,2.5983,2.466,3.219,1.1616,1.1964,2.0655,1.3282,1.4534,1.0498,2.7299,,0.994,3.5252,8.0077,7.1573,3.459,1.8743,3.2132,1.672,2.6885,0.4749,1.9747,4.8854,0.894,1.0781,3.6241,1.0332,3.0607,2.3879,1.6012,0.2013,1.2586,2.218,3.6442,1.734,1.838,3.9305,,0.9183,1.775,6.8787,1.5343,1.9208,1.1924,1.9809,0.9962,2.3142,1.4786,2.4609,,1.1254
2016/11/2,-1.9608,0,3.7451,-0.7174,-2.8571,-2.1256,-4.0404,-2.1763,-1.0695,-2.0279,0.2358,-0.7962,-2.6455,-2.0202,0.9363,-1.3514,5.516,-1.5469,-0.7463,0,-3.4872,-0.5559,-1.4876,-2.8807,1.0355,,-0.129,-1.5873,-2.7415,-3.7166,-1.4035,0,0.3106,-3.0476,-3.708,-2.8744,-0.4405,,-0.9009,2.8442,,3.3256,9.6271,1.5754,1.3288,3.2567,1.8412,1.3049,2.319,0.6621,0.411,1.7225,1.5362,2.5621,0.1962,18.5583,1.4887,0.7277,,9.711,16.0695,1.4156,4.2002,2.3636,,0.8732,2.0985,2.6093,5.9705,0.1299,,2.106,1.1864,2.11,0.6279,1.157,,0.3284,6229754904,6635750733,3616614406,7018999762,18776634979,5204257110,29936377770,14278105343,5635155676,8830752000,19531532807,36879475570,17700800000,14448602747,5335883764,13962344428,5970324000,7819808760,7909999999,3512539500,6180796253,1856495186,5674092125,7080028816,3590595803,,9556113600,12452328000,9750154683,3680760000,2.78039E+11,7835988716,17506600000,12018329758,24858610452,58755842568,11709248936,,,50.8707,129.2864,-116.2221,-17.9693,64.8831,-3.3233,212.2431,27.5231,-10.354,643.384,87.5759,71.2074,212.2596,622.6504,191.483,-10.8376,157.5318,685.536,-3.3232,-1.3508,-8.6788,-46.1157,-8.4666,-5.1182,30.8945,,-22.9213,-6.914,111.7383,-27.4437,20.7717,136.0404,-21.6159,-5.6225,241.3001,-33.7768,-4.5718,,240.4932,1.4942,3.3425,6.7705,1.6274,1.2435,24.1071,1.865,1.6643,1.6384,0.9173,2.5811,1.5375,1.377,2.5526,1.5146,1.6443,3.861,0.9796,2.1145,-1.881,3.6092,4.32,2.142,1.2789,3.0981,,1.4574,2.557,2.3984,3.0994,1.1453,1.1964,2.0719,1.2877,1.3995,1.0196,2.7179,,0.9825,3.4561,8.0077,7.4253,3.4342,1.8207,3.1449,1.6045,2.63,0.4698,1.9347,4.8969,0.8869,1.0496,3.5509,1.0429,3.0193,2.5196,1.5764,0.1998,1.2586,2.1407,3.6239,1.7082,1.7851,3.9713,,0.9171,1.7468,6.6901,1.4773,1.8938,1.1924,1.987,0.9658,2.2284,1.4361,2.45,,1.1124
2016/11/3,1,0,0.2155,4.1908,-0.4644,0.5923,-0.4211,0.5562,1.2613,0.5175,1.6627,1.0433,-0.1359,1.1455,1.6698,0.1712,-0.8432,0.4621,-0.2506,0,1.7003,-0.8696,0,1.6949,0.7321,,0.5168,0.5376,0,-0.7238,1.0083,0,0,1.3752,-0.2407,2.0249,-1.3274,,0.404,2.2769,,2.7639,10.412,1.4878,0.8324,2.0293,1.6165,1.4362,1.7427,1.122,0.4005,1.4796,1.1388,2.2666,0.1832,12.8775,1.0536,0.6914,,9.1871,14.7817,0.9446,3.701,2.0203,,1.2661,1.9118,3.4363,4.9738,0.1146,,2.3484,0.8658,1.7181,0.7508,1.6004,,0.3651,6292052453,6635750733,3624408834,7313148596,18689436984,5235081930,29810329864,14357516385,5706229711,8876448000,19669402450,37264253405,17676750000,14614107933,5424980153,13986252552,5919984000,7855944660,7890175437,3512539500,6285889494,1840351750,5674092125,7200029304,3616881277,,9605499200,12519276000,9750154683,3654120000,2.80842E+11,7835988716,17506600000,12183611307,24798782268,59945602620,11553816428,,,51.3794,129.2864,-116.4726,-18.7223,64.5818,-3.343,211.3494,27.6762,-10.4846,646.7133,88.1941,71.9503,211.9712,629.7827,194.6803,-10.8561,156.2036,688.7039,-3.3149,-1.3508,-8.8264,-45.7146,-8.4666,-5.205,31.1206,,-23.0397,-6.9512,111.7383,-27.245,20.9812,136.0404,-21.6159,-5.6998,240.7193,-34.4608,-4.5112,,241.2112,1.5092,3.3425,6.7851,1.6956,1.2377,24.2499,1.8572,1.6736,1.6591,0.9221,2.5993,1.5535,1.3751,2.5818,1.5399,1.6471,3.8284,0.9842,2.1092,-1.881,3.6705,4.2825,2.142,1.3005,3.1208,,1.4649,2.5708,2.3984,3.0769,1.1569,1.1964,2.0719,1.3054,1.3961,1.0402,2.6818,,0.9855,3.4907,8.0077,7.4413,3.5781,1.8123,3.1635,1.5977,2.6447,0.4757,1.9447,4.9315,0.8962,1.0482,3.5916,1.0603,3.0245,2.4984,1.5837,0.1993,1.2586,2.1771,3.5924,1.7082,1.8153,4.0003,,0.9219,1.7562,6.6901,1.4666,1.9129,1.1924,1.987,0.9791,2.223,1.4652,2.4175,,1.1157
2016/11/4,1.2376,0,1.3441,3.8835,1.2442,0.4907,2.0085,0.9956,0.7117,0.7722,1.8692,0.3177,1.2245,1.1325,1.2774,0.1709,1.7007,1.104,0.5025,0,0.1045,1.6291,0.6711,0.9722,0.6541,,1.0283,0.9358,-0.9396,0.729,1.879,0,0.3096,0.969,1.4475,0.3053,0.6726,,1.8109,3.3265,,2.7623,13.6789,1.8394,0.5688,2.3751,1.7807,1.6032,2.0323,1.5188,0.5254,1.9636,1.5359,3.6788,0.1732,11.6544,1.2443,0.437,,13.5237,17.4948,1.404,4.9478,1.2528,,1.7955,2.2413,2.6533,4.4367,0.2391,,2.9278,1.0166,1.7613,0.6354,1.1787,,0.4779,6369924389,6635750733,3673124007,7597154367,18921964971,5260769280,30409057419,14500456260,5746843446,8944992000,20037054832,37382646585,17893200000,14779613119,5494277345,14010160676,6020664000,7942670820,7929824560,3512539500,6292457822,1870332417,5712173280,7270029589,3640538204,,9704270400,12636435000,9658542491,3680760000,2.8612E+11,7835988716,17560800000,12301669556,25157751372,60128642628,11631532682,,,52.0153,129.2864,-118.0381,-19.4494,65.3853,-3.3594,215.5943,27.9517,-10.5592,651.7072,89.8425,72.1789,214.5667,636.915,197.1671,-10.8747,158.8601,696.3069,-3.3316,-1.3508,-8.8356,-46.4594,-8.5234,-5.2556,31.3242,,-23.2767,-7.0163,110.6884,-27.4437,21.3754,136.0404,-21.6828,-5.755,244.2038,-34.566,-4.5415,,245.6629,1.5279,3.3425,6.8763,1.7615,1.2531,24.3689,1.8945,1.6902,1.6709,0.9292,2.6479,1.5585,1.392,2.6111,1.5595,1.6499,3.8935,0.995,2.1198,-1.881,3.6744,4.3522,2.1564,1.3132,3.1412,,1.4799,2.5948,2.3758,3.0994,1.1786,1.1964,2.0783,1.318,1.4163,1.0434,2.6999,,1.0037,3.5339,8.0077,7.5413,3.717,1.8348,3.179,1.6298,2.671,0.4791,1.9597,5.0237,0.899,1.061,3.6322,1.0738,3.0297,2.5409,1.6012,0.2003,1.2586,2.1794,3.6509,1.7197,1.833,4.0265,,0.9313,1.7726,6.6273,1.4773,1.9489,1.1924,1.9932,0.9886,2.2552,1.4697,2.4338,,1.1363
2016/11/7,1.956,0,2.5995,-1.4686,7.9877,1.0742,3.0052,2.9573,1.7668,2.2989,1.1468,2.2169,3.2258,2.9115,1.0811,1.1945,-1.0033,2.2748,1.25,0,1.4614,0.2466,4.6667,2.0633,2.3827,,4.5802,1.8543,2.5745,10.0121,4.8415,0,2.4691,5.5662,4.7562,1.6743,3.5635,,2.3715,4.3158,,3.1835,9.9313,5.4626,0.7878,3.1123,2.5456,2.722,4.2402,1.5306,0.7586,3.095,2.7895,3.2742,0.4329,9.2784,2.0084,0.889,,12.0621,13.4102,3.2414,5.1039,2.2078,,2.9798,3.0027,4.0059,7.3613,0.3146,,3.4555,2.4326,2.9978,0.8399,2.2946,,0.7392,6494519487,6635750733,3768605745,7485580671,20433396889,5317281450,31322904740,14929275887,5848377782,9150624000,20266837571,38211398845,18470400000,15209926603,5553674938,14177517544,5960256000,8123350320,8028947367,3512539500,6384414408,1874944828,5978741366,7420030199,3727280270,,10148740800,12870753000,9907204154,4049280000,2.99972E+11,7835988716,17994400000,12986407401,26354315052,61135362672,12046019370,,,53.0327,129.2864,-121.1065,-19.1638,70.6081,-3.3955,222.0733,28.7783,-10.7457,666.689,90.8729,73.7791,221.4882,655.459,199.2986,-11.0046,157.2662,712.1464,-3.3732,-1.3508,-8.9648,-46.5739,-8.9212,-5.364,32.0705,,-24.3428,-7.1464,113.5381,-30.1913,22.4103,136.0404,-22.2182,-6.0754,255.8187,-35.1447,-4.7033,,252.2748,1.5577,3.3425,7.055,1.7356,1.3532,24.6306,1.9514,1.7402,1.7004,0.9506,2.6783,1.593,1.4369,2.6871,1.5764,1.6696,3.8545,1.0177,2.1462,-1.881,3.7281,4.363,2.257,1.3403,3.216,,1.5477,2.6429,2.437,3.4097,1.2357,1.1964,2.1296,1.3914,1.4837,1.0609,2.7961,,1.0307,3.603,8.0077,7.7374,3.6624,1.9814,3.2132,1.6788,2.75,0.4875,2.0047,5.0813,0.9189,1.0953,3.738,1.0855,3.0659,2.5154,1.6376,0.2028,1.2586,2.2112,3.6599,1.8,1.8708,4.1224,,0.974,1.8055,6.7979,1.6252,2.0432,1.1924,2.0424,1.0436,2.3625,1.4943,2.5205,,1.1669
